sample	TotalLength_cm	TotalProjArea_cm2	TotSurfArea_cm2	Exp	Treatment	Syncom
NoBurk50	0.342	0.7789	0.6096	Exp4	50uM	-Burk
NoBurk50	0.2957	0.6773	0.5927	Exp4	50uM	-Burk
NoBurk50	0.3554	0.7959	0.6435	Exp4	50uM	-Burk
NoBurk50	0.4118	0.7451	0.7112	Exp4	50uM	-Burk
NoBurk50	0.5225	0.7112	0.9313	Exp4	50uM	-Burk
NoBurk50	0.318	0.6604	0.6435	Exp4	50uM	-Burk
NoBurk50	0.5328	0.9991	0.6265	Exp4	50uM	-Burk
NoBurk50	0.2606	0.8975	0.5588	Exp4	50uM	-Burk
NoBurk50	0.301	0.6773	0.5588	Exp4	50uM	-Burk
NoBurk50	0.5928	1.2023	0.7112	Exp4	50uM	-Burk
NoBurk50	0.7129	1.016	0.9144	Exp4	50uM	-Burk
NoBurk50	0.7762	0.9652	0.9652	Exp4	50uM	-Burk
NoBurk50	0.9695	1.1853	0.9991	Exp4	50uM	-Burk
NoBurk50	0.6439	0.7451	1.0668	Exp4	50uM	-Burk
NoBurk50	0.2571	0.7112	0.4572	Exp4	50uM	-Burk
NoBurk50	0.4573	0.7112	0.8128	Exp4	50uM	-Burk
NoBurk50	0.7366	1.1515	0.9144	Exp4	50uM	-Burk
NoBurk50	0.4022	0.6435	0.762	Exp4	50uM	-Burk
NoBurk50	0.4818	1.1176	0.5249	Exp4	50uM	-Burk
NoBurk50	0.6654	0.8467	0.9991	Exp4	50uM	-Burk
NoBurk50	0.5533	0.7959	0.762	Exp4	50uM	-Burk
NoBurk50	0.3844	0.6096	0.7451	Exp4	50uM	-Burk
NoBurk50	0.8175	1.1007	1.016	Exp4	50uM	-Burk
NoBurk50	0.3082	0.762	0.5419	Exp4	50uM	-Burk
NoBurk50	0.4225	0.7112	0.8128	Exp4	50uM	-Burk
NoBurk50	0.247	0.6096	0.508	Exp4	50uM	-Burk
NoRalst50	0.2087	0.6096	0.4233	Exp4	50uM	-Ralst
NoRalst50	0.2504	0.5757	0.5249	Exp4	50uM	-Ralst
NoRalst50	0.3252	0.7112	0.5757	Exp4	50uM	-Ralst
NoRalst50	0.4749	0.8297	0.7451	Exp4	50uM	-Ralst
NoRalst50	0.3058	0.6435	0.5588	Exp4	50uM	-Ralst
NoRalst50	0.1903	0.5927	0.4403	Exp4	50uM	-Ralst
NoRalst50	0.2674	0.6943	0.4741	Exp4	50uM	-Ralst
NoRalst50	0.507	0.8467	0.8297	Exp4	50uM	-Ralst
NoRalst50	0.4385	0.6435	0.8975	Exp4	50uM	-Ralst
NoRalst50	0.2348	0.6604	0.4403	Exp4	50uM	-Ralst
NoRalst50	0.3319	0.7959	0.5757	Exp4	50uM	-Ralst
NoRalst50	0.2801	0.5927	0.5757	Exp4	50uM	-Ralst
NoRalst50	0.1849	0.5757	0.3895	Exp4	50uM	-Ralst
NoRalst50	0.4608	0.7451	0.7959	Exp4	50uM	-Ralst
NoRalst50	0.2996	0.5588	0.6265	Exp4	50uM	-Ralst
NoRalst50	0.4557	0.7112	0.7959	Exp4	50uM	-Ralst
NoRalst50	0.4475	0.7112	0.762	Exp4	50uM	-Ralst
NoRalst50	0.5599	1.1515	0.6604	Exp4	50uM	-Ralst
NoRalst50	0.6771	1.2023	0.7451	Exp4	50uM	-Ralst
NoRalst50	0.7521	0.8975	1.0329	Exp4	50uM	-Ralst
NoRalst50	0.9396	1.4224	0.7789	Exp4	50uM	-Ralst
NoRalst50	0.5346	0.7112	0.8636	Exp4	50uM	-Ralst
NoRalst50	0.351	0.6435	0.6943	Exp4	50uM	-Ralst
NoRalst50	0.8995	1.3039	0.9144	Exp4	50uM	-Ralst
NoRalst50	0.3808	0.6773	0.7281	Exp4	50uM	-Ralst
NoRalst50	0.1535	0.508	0.3556	Exp4	50uM	-Ralst
NoRalst50	0.8281	0.9821	1.1007	Exp4	50uM	-Ralst
NoRalst50	0.4041	0.8975	0.5588	Exp4	50uM	-Ralst
full50	0.2127	0.5757	0.4911	Exp4	50uM	Full
full50	0.3543	0.6773	0.6435	Exp4	50uM	Full
full50	0.4604	0.8297	0.7959	Exp4	50uM	Full
full50	0.3774	0.6265	0.7112	Exp4	50uM	Full
full50	0.2872	0.8128	0.5927	Exp4	50uM	Full
full50	0.4182	0.7959	0.6943	Exp4	50uM	Full
full50	0.3045	0.6265	0.5757	Exp4	50uM	Full
full50	0.4722	0.8467	0.7112	Exp4	50uM	Full
full50	0.3044	0.6943	0.6096	Exp4	50uM	Full
full50	0.2347	0.5927	0.4911	Exp4	50uM	Full
full50	0.4369	0.8805	0.6435	Exp4	50uM	Full
full50	0.3062	0.7789	0.5927	Exp4	50uM	Full
full50	0.4511	0.8467	0.7112	Exp4	50uM	Full
full50	0.3176	0.6096	0.7281	Exp4	50uM	Full
full50	0.5052	0.762	0.8297	Exp4	50uM	Full
full50	0.2348	0.6773	0.4403	Exp4	50uM	Full
full50	0.3556	0.8467	0.6096	Exp4	50uM	Full
full50	0.3148	0.7451	0.5419	Exp4	50uM	Full
full50	0.4391	0.7112	0.7451	Exp4	50uM	Full
full50	0.3369	0.7789	0.5249	Exp4	50uM	Full
full50	0.3396	0.6943	0.7112	Exp4	50uM	Full
full50	0.2551	0.5757	0.6435	Exp4	50uM	Full
full50	0.3614	0.7959	0.6265	Exp4	50uM	Full
full50	0.4876	0.9313	0.7281	Exp4	50uM	Full
full50	0.2241	0.6943	0.4911	Exp4	50uM	Full
full50	0.3044	0.7281	0.5757	Exp4	50uM	Full
full50	0.2902	0.6773	0.5927	Exp4	50uM	Full
full50	0.3952	0.7451	0.7451	Exp4	50uM	Full
full50	0.3029	0.7789	0.508	Exp4	50uM	Full
full50	0.3302	0.6265	0.6773	Exp4	50uM	Full
full50	0.4011	0.6943	0.7281	Exp4	50uM	Full
full50	0.4176	0.7789	0.7451	Exp4	50uM	Full
full50	0.5167	0.8297	0.8128	Exp4	50uM	Full
full50	0.2961	0.6265	0.5927	Exp4	50uM	Full
full50	0.212	0.5757	0.5249	Exp4	50uM	Full
full50	0.4565	0.8467	0.6943	Exp4	50uM	Full
full50	0.4038	0.8128	0.5588	Exp4	50uM	Full
full50	0.3381	0.6773	0.7112	Exp4	50uM	Full
full50	0.4303	0.8467	0.6435	Exp4	50uM	Full
full50	0.294	0.6943	0.5757	Exp4	50uM	Full
full50	0.5105	1.0329	0.7451	Exp4	50uM	Full
full50	0.4939	0.8805	0.7112	Exp4	50uM	Full
full50	0.1998	0.6943	0.4233	Exp4	50uM	Full
full50	0.3824	0.6943	0.7281	Exp4	50uM	Full
full50	0.1622	0.4911	0.4741	Exp4	50uM	Full
full50	0.3257	0.7451	0.5927	Exp4	50uM	Full
full50	0.3499	0.8297	0.5757	Exp4	50uM	Full
full50	0.265	0.8297	0.3725	Exp4	50uM	Full
full50	0.2938	0.6604	0.5249	Exp4	50uM	Full
full50	0.3187	0.7112	0.5927	Exp4	50uM	Full
NB50	0.3493	0.6435	0.6604	Exp4	50uM	NB
NB50	0.4323	0.6773	0.762	Exp4	50uM	NB
NB50	0.2952	0.7789	0.5249	Exp4	50uM	NB
NB50	1.0864	1.27	1.2361	Exp4	50uM	NB
NB50	0.6814	1.0499	0.8975	Exp4	50uM	NB
NB50	0.8211	0.9821	1.0668	Exp4	50uM	NB
NB50	0.2415	0.6265	0.5249	Exp4	50uM	NB
NB50	0.1797	0.6435	0.3725	Exp4	50uM	NB
NB50	0.1929	0.5249	0.4233	Exp4	50uM	NB
NB50	0.4916	1.0329	0.5757	Exp4	50uM	NB
NB50	0.9495	1.0837	1.2361	Exp4	50uM	NB
NB50	0.8788	1.1176	0.9821	Exp4	50uM	NB
NB50	0.6296	0.9991	0.8128	Exp4	50uM	NB
NB50	0.3486	1.0329	0.4741	Exp4	50uM	NB
NB50	0.7406	1.1007	0.8805	Exp4	50uM	NB
NB50	0.8039	0.9821	1.2192	Exp4	50uM	NB
NB50	0.702	0.762	1.2192	Exp4	50uM	NB
NB50	0.7821	0.9313	1.016	Exp4	50uM	NB
NB50	1.1325	1.3885	1.0499	Exp4	50uM	NB
NB50	1.2972	1.4732	1.0668	Exp4	50uM	NB
NB50	0.9173	1.2023	0.9144	Exp4	50uM	NB
NB50	0.9677	1.1684	1.1345	Exp4	50uM	NB
NB50	0.569	0.9991	0.7281	Exp4	50uM	NB
NB50	0.325	0.8128	0.4572	Exp4	50uM	NB
NB50	0.3611	0.8467	0.5757	Exp4	50uM	NB
NB50	0.8064	1.1007	0.9144	Exp4	50uM	NB
NB50	0.4295	0.6943	0.7281	Exp4	50uM	NB
NB50	0.5511	0.8975	0.762	Exp4	50uM	NB
NB50	0.5752	0.9821	0.7451	Exp4	50uM	NB
NB50	0.6583	1.0668	0.762	Exp4	50uM	NB
NB50	0.6017	0.7789	1.0499	Exp4	50uM	NB
NB50	0.6072	1.0499	0.7451	Exp4	50uM	NB
NB50	0.4203	1.016	0.6773	Exp4	50uM	NB
NB50	0.8202	1.3039	0.7959	Exp4	50uM	NB
NB50	0.9551	1.1684	1.2023	Exp4	50uM	NB
NB50	0.4077	0.7789	0.6943	Exp4	50uM	NB
NoBurk50	0.6073	0.9483	0.762	Exp4	50uM	-Burk
NoBurk50	0.477	0.9652	0.6265	Exp4	50uM	-Burk
NoBurk50	0.4832	1.0499	0.5419	Exp4	50uM	-Burk
NoBurk50	0.7047	1.0499	0.8636	Exp4	50uM	-Burk
NoBurk1000	1.1573	1.5071	1.0668	Exp4	1000uM	-Burk
NoBurk1000	0.61	0.8805	0.8805	Exp4	1000uM	-Burk
NoBurk1000	1.6465	1.8965	1.1515	Exp4	1000uM	-Burk
NoBurk1000	1.2143	1.2531	1.2531	Exp4	1000uM	-Burk
NoBurk1000	1.6241	1.3547	1.5917	Exp4	1000uM	-Burk
NoBurk1000	0.5561	0.9313	0.6943	Exp4	1000uM	-Burk
NoBurk1000	0.403	0.8975	0.5588	Exp4	1000uM	-Burk
NoBurk1000	0.5053	0.8805	0.6943	Exp4	1000uM	-Burk
NoBurk1000	0.8348	0.9991	1.0499	Exp4	1000uM	-Burk
NoBurk1000	0.4418	0.7789	0.6943	Exp4	1000uM	-Burk
NoBurk1000	1.114	1.1345	1.27	Exp4	1000uM	-Burk
NoBurk1000	0.8161	1.1515	0.8975	Exp4	1000uM	-Burk
NoBurk1000	1.0911	1.27	1.4393	Exp4	1000uM	-Burk
NoBurk1000	0.387	0.8128	0.5927	Exp4	1000uM	-Burk
NoBurk1000	0.5442	0.9483	0.762	Exp4	1000uM	-Burk
NoBurk1000	0.6487	1.0499	1.0499	Exp4	1000uM	-Burk
NoBurk1000	0.4203	0.8975	0.6265	Exp4	1000uM	-Burk
NoBurk1000	0.3949	0.7281	0.7281	Exp4	1000uM	-Burk
NoBurk1000	0.7072	0.9821	0.9144	Exp4	1000uM	-Burk
NoBurk1000	0.8742	1.1176	1.1007	Exp4	1000uM	-Burk
NoBurk1000	0.9215	1.016	1.1176	Exp4	1000uM	-Burk
NoBurk1000	0.802	1.0499	1.0329	Exp4	1000uM	-Burk
NoBurk1000	0.4051	0.6773	0.762	Exp4	1000uM	-Burk
NoBurk1000	0.9214	1.3039	0.8128	Exp4	1000uM	-Burk
NoBurk1000	0.3611	0.8297	0.5588	Exp4	1000uM	-Burk
NoBurk1000	0.3418	0.9991	0.5249	Exp4	1000uM	-Burk
NoRalst1000	0.4133	0.8297	0.5927	Exp4	1000uM	-Ralst
NoRalst1000	0.4793	0.8636	1.016	Exp4	1000uM	-Ralst
NoRalst1000	0.6176	0.8636	0.9821	Exp4	1000uM	-Ralst
NoRalst1000	0.3647	0.6943	0.6943	Exp4	1000uM	-Ralst
NoRalst1000	0.5061	0.9991	0.6435	Exp4	1000uM	-Ralst
NoRalst1000	0.1925	0.762	0.3725	Exp4	1000uM	-Ralst
NoRalst1000	0.4834	0.7789	0.8128	Exp4	1000uM	-Ralst
NoRalst1000	0.4438	0.6773	0.8297	Exp4	1000uM	-Ralst
NoRalst1000	0.5818	0.9313	0.7959	Exp4	1000uM	-Ralst
NoRalst1000	0.5617	0.8467	0.9483	Exp4	1000uM	-Ralst
NoRalst1000	0.5666	0.7959	0.8467	Exp4	1000uM	-Ralst
NoRalst1000	0.5872	0.9821	0.762	Exp4	1000uM	-Ralst
NoRalst1000	0.6434	0.8297	0.9991	Exp4	1000uM	-Ralst
NoRalst1000	0.9819	0.9652	1.1853	Exp4	1000uM	-Ralst
NoRalst1000	0.7862	1.0499	0.9483	Exp4	1000uM	-Ralst
NoRalst1000	1.911	1.778	1.4224	Exp4	1000uM	-Ralst
NoRalst1000	0.4872	0.7789	0.7959	Exp4	1000uM	-Ralst
NoRalst1000	1.4124	1.3039	1.4224	Exp4	1000uM	-Ralst
NoRalst1000	1.4952	1.2531	1.4393	Exp4	1000uM	-Ralst
NoRalst1000	0.426	0.8297	0.6265	Exp4	1000uM	-Ralst
NoRalst1000	0.718	1.1684	0.8975	Exp4	1000uM	-Ralst
NoRalst1000	0.7594	0.9144	1.0668	Exp4	1000uM	-Ralst
NoRalst1000	0.9293	0.9313	1.2361	Exp4	1000uM	-Ralst
NoRalst1000	0.4656	0.6773	0.8636	Exp4	1000uM	-Ralst
NoRalst1000	0.6444	1.0668	0.7112	Exp4	1000uM	-Ralst
NoRalst1000	0.8135	1.016	0.9313	Exp4	1000uM	-Ralst
NoRalst1000	0.6574	1.1345	0.8467	Exp4	1000uM	-Ralst
NoRalst1000	0.7421	1.1176	0.9821	Exp4	1000uM	-Ralst
NoRalst1000	0.8716	1.2023	0.8975	Exp4	1000uM	-Ralst
NoRalst1000	1.2536	1.5579	0.9483	Exp4	1000uM	-Ralst
full1000	1.4341	1.1684	1.6256	Exp4	1000uM	Full
full1000	2.0034	1.2531	2.286	Exp4	1000uM	Full
full1000	0.9168	0.8805	1.3208	Exp4	1000uM	Full
full1000	0.8067	0.9313	1.27	Exp4	1000uM	Full
full1000	1.1833	1.3208	1.1684	Exp4	1000uM	Full
full1000	1.0538	0.9821	1.2361	Exp4	1000uM	Full
full1000	0.9839	1.1684	1.2869	Exp4	1000uM	Full
full1000	1.6046	1.4563	1.5409	Exp4	1000uM	Full
full1000	0.7206	0.8467	1.1176	Exp4	1000uM	Full
full1000	0.5291	0.8128	0.8636	Exp4	1000uM	Full
full1000	0.5102	0.8975	0.7789	Exp4	1000uM	Full
full1000	0.9914	1.1853	1.1007	Exp4	1000uM	Full
full1000	1.4217	1.2361	1.6087	Exp4	1000uM	Full
full1000	0.5935	0.8975	0.8805	Exp4	1000uM	Full
full1000	1.1961	1.2192	1.4055	Exp4	1000uM	Full
full1000	1.313	1.4563	1.1515	Exp4	1000uM	Full
full1000	0.8956	0.9821	1.0668	Exp4	1000uM	Full
full1000	1.9237	1.4393	1.6425	Exp4	1000uM	Full
full1000	1.9994	1.5748	1.5409	Exp4	1000uM	Full
full1000	0.9832	1.1853	1.0668	Exp4	1000uM	Full
full1000	0.847	1.0668	1.0668	Exp4	1000uM	Full
full1000	1.1867	1.1515	1.3547	Exp4	1000uM	Full
full1000	0.8092	1.1515	1.1007	Exp4	1000uM	Full
full1000	0.7635	0.9821	0.9821	Exp4	1000uM	Full
full1000	0.503	0.8297	0.762	Exp4	1000uM	Full
full1000	0.7608	0.9483	1.016	Exp4	1000uM	Full
full1000	0.9199	1.016	1.3377	Exp4	1000uM	Full
full1000	1.1738	1.2023	1.2192	Exp4	1000uM	Full
full1000	0.7444	1.1515	0.8636	Exp4	1000uM	Full
full1000	0.4923	0.6265	1.016	Exp4	1000uM	Full
full1000	0.4362	0.762	0.762	Exp4	1000uM	Full
full1000	0.3464	0.5927	0.7789	Exp4	1000uM	Full
full1000	1.3033	1.3208	1.2023	Exp4	1000uM	Full
full1000	0.6847	1.1007	0.8128	Exp4	1000uM	Full
full1000	0.7201	1.1515	0.7451	Exp4	1000uM	Full
full1000	0.9321	1.2869	0.8636	Exp4	1000uM	Full
full1000	0.8261	1.1176	1.1684	Exp4	1000uM	Full
full1000	0.5497	0.9483	0.8467	Exp4	1000uM	Full
full1000	1.8376	1.8457	1.1176	Exp4	1000uM	Full
full1000	1.0745	0.9821	1.3039	Exp4	1000uM	Full
full1000	0.9469	1.0668	1.1345	Exp4	1000uM	Full
full1000	1.0081	1.1684	1.1853	Exp4	1000uM	Full
full1000	2.2496	1.9473	1.6087	Exp4	1000uM	Full
full1000	0.8459	0.9313	1.3208	Exp4	1000uM	Full
full50-1000	0.3259	0.7112	0.5757	Exp4	50uM-1000uM	Full
full50-1000	0.2975	0.6435	0.5419	Exp4	50uM-1000uM	Full
full50-1000	0.3029	0.6773	0.5927	Exp4	50uM-1000uM	Full
full50-1000	0.4261	0.8467	0.6773	Exp4	50uM-1000uM	Full
full50-1000	0.3186	0.6604	0.6435	Exp4	50uM-1000uM	Full
full50-1000	0.5074	0.6943	0.8636	Exp4	50uM-1000uM	Full
full50-1000	0.5054	0.8975	0.762	Exp4	50uM-1000uM	Full
full50-1000	0.332	0.6943	0.5757	Exp4	50uM-1000uM	Full
full50-1000	0.4078	0.7451	0.7281	Exp4	50uM-1000uM	Full
full50-1000	0.372	0.5757	0.7789	Exp4	50uM-1000uM	Full
full50-1000	0.5905	0.9652	0.7959	Exp4	50uM-1000uM	Full
full50-1000	0.4946	0.7451	0.8128	Exp4	50uM-1000uM	Full
full50-1000	0.5553	0.9483	0.7281	Exp4	50uM-1000uM	Full
full50-1000	0.3785	0.8128	0.6096	Exp4	50uM-1000uM	Full
full50-1000	0.691	0.8975	0.9821	Exp4	50uM-1000uM	Full
full50-1000	0.5543	0.8805	0.762	Exp4	50uM-1000uM	Full
full50-1000	0.4515	0.7281	0.8636	Exp4	50uM-1000uM	Full
NB1000	0.8356	1.1176	0.9483	Exp4	1000uM	NB
NB1000	0.5604	0.7959	1.016	Exp4	1000uM	NB
NB1000	1.3733	1.6764	1.4055	Exp4	1000uM	NB
NB1000	1.6272	1.524	1.27	Exp4	1000uM	NB
NB1000	0.8065	1.0329	0.9313	Exp4	1000uM	NB
NB1000	0.3196	0.6943	0.5249	Exp4	1000uM	NB
NB1000	0.529	0.9652	0.6435	Exp4	1000uM	NB
NB1000	0.7155	0.8975	1.0668	Exp4	1000uM	NB
NB1000	0.8768	1.2361	0.9652	Exp4	1000uM	NB
NB1000	0.4596	0.8128	0.6773	Exp4	1000uM	NB
NB1000	0.5404	0.8805	0.7451	Exp4	1000uM	NB
NB1000	0.9032	1.1853	1.0499	Exp4	1000uM	NB
NB1000	0.4903	0.9144	0.6265	Exp4	1000uM	NB
NB1000	1.1983	1.27	1.2361	Exp4	1000uM	NB
NB1000	1.0824	1.1515	1.1007	Exp4	1000uM	NB
NB1000	0.6016	0.8636	0.8805	Exp4	1000uM	NB
NB1000	0.686	0.7451	1.1684	Exp4	1000uM	NB
NB1000	0.8855	1.1345	0.9144	Exp4	1000uM	NB
NB1000	1.3325	1.0668	1.6256	Exp4	1000uM	NB
NB1000	0.9464	0.9821	1.1515	Exp4	1000uM	NB
NB1000	0.3769	0.6265	0.7959	Exp4	1000uM	NB
NB1000	0.4787	0.762	0.8128	Exp4	1000uM	NB
NB1000	0.3082	0.5419	0.7451	Exp4	1000uM	NB
NB1000	0.6384	0.9991	0.9144	Exp4	1000uM	NB
NB1000	0.3802	0.7789	0.6265	Exp4	1000uM	NB
NB1000	0.8651	1.2192	1.0499	Exp4	1000uM	NB
NB1000	0.4636	0.7281	0.7789	Exp4	1000uM	NB
NB1000	0.6395	0.8128	0.9652	Exp4	1000uM	NB
NB1000	0.6728	1.016	0.8805	Exp4	1000uM	NB
NB1000	1.4632	1.5071	1.1853	Exp4	1000uM	NB
NB1000	0.9492	1.1515	1.0329	Exp4	1000uM	NB
NB1000	0.7421	1.1007	0.9652	Exp4	1000uM	NB
NB1000	0.5916	0.8805	0.9313	Exp4	1000uM	NB
NoBurk50-1000	0.2116	0.5588	0.4403	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.5327	0.8467	0.762	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3295	0.7451	0.5927	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2875	0.8297	0.4572	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.227	0.6604	0.4572	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.4158	0.6096	0.9144	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2243	0.5419	0.5249	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2746	0.6435	0.5249	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3001	0.5757	0.6773	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.4317	0.7959	0.7959	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3176	0.7281	0.5757	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2079	0.5588	0.4572	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.1138	0.4064	0.4233	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3495	0.7281	0.6943	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3352	0.6096	0.6773	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3325	0.7451	0.5419	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.4115	0.6096	0.8636	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.1643	0.5757	0.3725	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2009	0.6096	0.4233	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.2827	0.5757	0.7112	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.204	0.5249	0.508	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.292	0.6435	0.5249	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.1819	0.4741	0.5757	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.1796	0.5419	0.4403	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3754	0.7281	0.6604	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.3854	0.6265	0.8467	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.5091	0.7789	0.7789	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.5999	0.762	1.016	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.8037	0.9991	0.9991	Exp4	50uM-1000uM	-Burk
NoBurk50-1000	0.4308	0.8805	0.7451	Exp4	50uM-1000uM	-Burk
NoRalst50-1000	0.2066	0.5588	0.4572	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3477	0.7281	0.5588	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2434	0.6435	0.4911	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3143	0.7451	0.5927	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3023	0.6265	0.6265	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2133	0.5249	0.5757	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3408	0.7451	0.6265	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2591	0.6604	0.5588	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2422	0.6943	0.4403	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2609	0.5588	0.6773	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.4044	0.7451	0.6943	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.4363	0.7112	0.7451	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3018	0.7959	0.5419	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3009	0.6943	0.5757	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2504	0.4911	0.6943	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.4232	0.8975	0.5927	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2854	0.5419	0.6604	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2735	0.4911	0.7959	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2446	0.6943	0.4403	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.4452	0.6943	0.7789	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3776	0.7789	0.6773	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.4792	0.7112	0.8636	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2943	0.6773	0.5757	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.541	0.8636	0.8636	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2237	0.5249	0.5588	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.5047	0.8297	0.7789	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3608	0.8128	0.5757	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.2561	0.6943	0.5757	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.319	0.6096	0.6435	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3145	0.6096	0.762	Exp4	50uM-1000uM	-Ralst
NoRalst50-1000	0.3703	0.7959	0.5927	Exp4	50uM-1000uM	-Ralst
full50-1000	0.3148	0.6604	0.7112	Exp4	50uM-1000uM	Full
full50-1000	0.2715	0.762	0.5419	Exp4	50uM-1000uM	Full
full50-1000	0.2628	0.762	0.4233	Exp4	50uM-1000uM	Full
full50-1000	0.3665	0.6265	0.8128	Exp4	50uM-1000uM	Full
full50-1000	0.4048	0.6943	0.7959	Exp4	50uM-1000uM	Full
full50-1000	0.2592	0.4741	0.7281	Exp4	50uM-1000uM	Full
full50-1000	0.3313	0.7112	0.6265	Exp4	50uM-1000uM	Full
full50-1000	0.2916	0.5927	0.6943	Exp4	50uM-1000uM	Full
full50-1000	0.2978	0.6604	0.5419	Exp4	50uM-1000uM	Full
full50-1000	0.3147	0.6943	0.5757	Exp4	50uM-1000uM	Full
full50-1000	0.4018	0.6943	0.6604	Exp4	50uM-1000uM	Full
full50-1000	0.3642	0.8467	0.5927	Exp4	50uM-1000uM	Full
full50-1000	0.3875	0.6604	0.7451	Exp4	50uM-1000uM	Full
full50-1000	0.3611	0.7112	0.6435	Exp4	50uM-1000uM	Full
full50-1000	0.2738	0.5419	0.6265	Exp4	50uM-1000uM	Full
full50-1000	0.3601	0.6604	0.6773	Exp4	50uM-1000uM	Full
full50-1000	0.3352	0.6265	0.6773	Exp4	50uM-1000uM	Full
full50-1000	0.4394	0.8636	0.7451	Exp4	50uM-1000uM	Full
full50-1000	0.3808	0.6096	0.7789	Exp4	50uM-1000uM	Full
full50-1000	0.2948	0.7959	0.4911	Exp4	50uM-1000uM	Full
full50-1000	0.3253	0.5927	0.6773	Exp4	50uM-1000uM	Full
full50-1000	0.4442	0.7112	0.8297	Exp4	50uM-1000uM	Full
full50-1000	0.3951	0.8128	0.6265	Exp4	50uM-1000uM	Full
full50-1000	0.368	0.762	0.5927	Exp4	50uM-1000uM	Full
full50-1000	0.613	0.8975	0.8128	Exp4	50uM-1000uM	Full
full50-1000	0.5356	0.9313	0.7789	Exp4	50uM-1000uM	Full
full50-1000	0.5611	0.9821	0.762	Exp4	50uM-1000uM	Full
full50-1000	0.5142	1.016	0.6943	Exp4	50uM-1000uM	Full
full50-1000	0.7303	0.9313	0.9821	Exp4	50uM-1000uM	Full
NB50-1000	0.4893	0.7959	0.7789	Exp4	50uM-1000uM	NB
NB50-1000	0.6156	0.7959	1.0499	Exp4	50uM-1000uM	NB
NB50-1000	0.6117	0.8975	0.8128	Exp4	50uM-1000uM	NB
NB50-1000	0.5726	1.1007	0.7112	Exp4	50uM-1000uM	NB
