B,Ca.a,Ca.t,Cu,Fe,Humus,K.a,K.t,Mg.a,Mg.t,Mn,Na.a,pH
-0.554599953565726,-0.770700870823816,-1.31054934833921,-2.26644654883703,-1.63035725533621,3.24679328979636,0.514601663242425,0.943564307391672,-0.413267550767468,-0.70207241133949,-1.06866671298655,2.32388773017793,-0.846818583408825
-0.554599953565726,-0.651069690875045,-0.206928844474612,0.772364466363457,-0.577141149115754,-0.295163026345126,0.0892133767504088,-1.1243366993181,-0.755282075540544,-0.316864539631097,-0.504760699158924,-0.710742295483973,-0.374175653134134
-0.39800702550011,-0.821314062340604,-0.872154642258609,-1.0002752925035,-1.27928521992939,-0.295163026345126,-1.20113109227537,-1.52575277709117,-0.299262709176442,-0.608876958506815,-1.0297766430674,-0.838516191301316,-0.374175653134134
-0.86778580969696,-0.0943245841903774,-0.658409959691948,0.468483364843408,0.0930872821154438,-0.295163026345126,0.301907519996417,0.91923606025391,-0.299262709176442,-0.559172716996054,-0.699211048754657,-0.391307555940614,-1.08314004854617
1.16792225515606,1.51149394666044,1.04064215989406,0.620423915603433,-0.00265963663187013,-0.295163026345126,1.83330535136767,-0.0538938252565694,2.32284864741714,1.59053572834433,1.47863286671755,0.215618449191767,0.807431672552599
2.26407275161538,2.02682826028592,2.05701993618043,1.12689241813685,1.01864083000615,-0.295163026345126,-0.0242234996474621,-0.317449835915658,2.20884380582612,2.67781601139221,2.19809916022177,3.25024847485367,1.51639606796464
2.26407275161538,2.24768582326826,1.7189543668148,1.32947981915021,1.97611001747928,-0.295163026345126,-0.804102024882824,-1.07973491289887,2.43685348900817,2.14349541515154,1.92586867078774,0.50310971478079,1.75271753310199
1.95088689548414,1.6725359196684,1.49648541149031,1.53206722016358,0.731400073764203,-0.295163026345126,0.0183153290017395,1.41391041872174,1.18280023150689,1.51597936607819,1.84808853094945,0.311448871054775,1.75271753310199
0.854736399024826,0.973153636890968,0.890148454821619,1.12689241813685,0.603737515434451,-0.295163026345126,-0.435432176589744,0.692172420301465,0.38476634036971,0.509468475485293,1.14806727240481,-0.391307555940614,1.04375313768995
0.541550542893592,0.559045706299067,0.600066385624007,-0.291219388956714,0.188834200862758,-0.295163026345126,-1.73995625516526,-1.06757078932999,-0.299262709176442,0.105621513210365,0.214705594345288,0.215618449191767,0.334788742277907
0.228364686762358,-0.0989257834191763,0.704757658717882,0.974951867376823,0.220749840445196,-0.295163026345126,-0.321995300191873,-0.252574510214959,-0.413267550767468,0.260947267931492,0.467491048819741,-0.58296839966663,0.807431672552599
-0.554599953565726,-1.07898121915334,-1.10771000671983,-2.16515284833035,-0.80055062619282,3.24679328979636,0.486242444142957,-0.0457844095439825,-0.413267550767468,-0.72692453209487,-0.757546153633377,-0.742685769438309,-0.846818583408825
-0.0848211693688759,-0.305979748715127,0.508461521666866,0.417836514590067,-0.0664909157967461,-0.295163026345126,-0.477971005238945,0.185333938264757,-0.641277233949518,0.130473633965746,0.370265874021875,-0.710742295483973,0.334788742277907
0.0717717586967412,0.190949767995154,0.506280453477411,0.113955413070018,-0.513309869950878,-0.295163026345126,-0.86082046308176,-1.5703545635104,-0.413267550767468,0.043491211321915,-0.0186348251695913,-0.199646712214599,0.571110207415253
-0.0848211693688759,-0.393402534062306,0.00245370171313769,-1.20286269351686,-1.88568237199571,-0.295163026345126,-1.27202914002404,-1.29057972142614,0.156756657187659,-0.285799388686872,-0.66032097883551,0.471166240826454,0.334788742277907
-0.241414097434493,0.16794377185116,0.538996476319247,0.265895963830042,-1.27928521992939,-0.295163026345126,-1.35710679732244,-0.572896430862159,-0.755282075540544,-0.180177875476507,-0.193640139805751,0.50310971478079,0.807431672552599
-0.554599953565726,0.195550967223953,0.288173634531838,-0.139278838196689,-1.24736958034695,-0.295163026345126,-0.747383586683888,-0.852671272946422,-0.413267550767468,-0.372781811330703,-0.757546153633377,-0.42325102989495,0.571110207415253
-0.711192881631343,-0.563646905527866,-0.835076483037862,-0.949628442250153,1.56120670290759,-0.295163026345126,0.472062834593223,0.379959915366852,-0.527272392358493,-0.75177665285025,-0.174195104846178,-0.0399293424429198,-0.846818583408825
-0.711192881631343,-0.867326054628593,-0.889603187774255,-0.544453640223422,0.827146992511517,-0.295163026345126,1.03924721658258,1.35308980087733,-0.641277233949518,-0.708285441528335,-0.310310349563191,-0.58296839966663,-0.846818583408825
-0.86778580969696,-0.862724855399794,-1.16223671145622,-0.392513089463397,0.539906236269575,-0.295163026345126,1.49299472217406,0.432671117498671,-0.185257867585417,-0.938167558515602,-0.60198587395679,-0.742685769438309,-1.08314004854617
-0.86778580969696,-0.720087679307028,-0.99429446086813,0.367189664336726,1.11438774875346,-0.295163026345126,1.26612096937832,2.09510133857907,0.0427518155966342,-0.820119984927546,-0.679766013795084,-0.870459665255652,-1.31946151368352
-0.86778580969696,-0.853522456942196,-0.952854165268471,-0.0379851376900067,0.348412398774948,-0.295163026345126,1.84748496091741,0.825977779559156,-0.983291758722596,-0.764202713227941,-0.757546153633377,-0.998233561072996,-1.31946151368352
-0.711192881631343,-0.996159633034962,-0.913594937858268,-0.240572538703373,0.0611716425330058,-0.295163026345126,-0.265276861992938,0.513765274624544,-0.527272392358493,-0.708285441528335,-0.796436223552523,0.566996662689462,-1.08314004854617
-0.711192881631343,-0.467021721723089,-0.449027413504198,0.113955413070018,-0.00265963663187013,-0.295163026345126,0.145931814949345,-0.0011826231247524,-0.755282075540544,-0.534320596240674,-0.640875943875937,-0.135759764305927,-0.610497118271479
