Soil,Root,Shoot
0.822666666666667,0.718333333333333,0.698
0.310333333333333,0.893,0.926666666666667
0.416333333333333,0.587,0.692666666666667
0.484666666666667,0.740333333333333,0.705666666666667
0.231,0.6,0.956333333333333
0.542,0.871333333333333,0.904666666666667
0.428666666666667,0.786,0.959333333333333
0.418333333333333,0.809666666666667,0.945666666666667
0.244,0.732333333333333,0.841
0.206333333333333,0.538333333333333,0.809666666666667
0.918666666666667,0.880333333333333,0.621333333333333
0.452333333333333,0.534333333333333,0.448
0.290666666666667,0.727666666666667,0.906666666666667
0.264,0.705333333333333,0.661
0.35,0.84,0.808
0.492666666666667,0.686333333333333,0.822666666666667
0.439333333333333,0.632,0.465333333333333
0.202666666666667,0.783333333333333,0.921
0.275,0.851333333333333,0.95
0.499333333333333,0.774333333333333,0.657666666666667
0.230666666666667,0.964,0.700666666666667
0.29,0.944666666666667,0.824333333333333
0.427,0.692333333333333,0.802333333333333
0.297333333333333,0.821,0.766333333333333
0.367333333333333,0.702333333333333,0.758666666666667
0.905,0.449333333333333,0.876666666666667
0.527,0.860333333333333,0.496666666666667
0.404666666666667,0.84,0.830666666666667
0.261666666666667,0.791666666666667,0.943
0.416333333333333,0.737666666666667,0.941
0.290333333333333,0.695333333333333,0.936333333333333
0.353333333333333,0.668,0.905333333333333
0.273666666666667,0.668333333333333,0.824
0.384333333333333,0.647,0.807333333333333
0.535333333333333,0.866,0.941666666666667
0.832,0.914666666666667,0.936
0.241,0.499333333333333,0.875333333333333
0.298666666666667,0.766666666666667,0.569
0.322666666666667,0.762333333333333,0.767333333333333
0.343333333333333,0.818,0.866
0.436,0.801666666666667,0.898666666666667
0.462333333333333,0.647,0.951666666666667
0.446,0.692666666666667,0.534666666666667
0.485333333333333,0.775666666666667,0.512333333333333
0.866333333333333,0.912,0.931333333333333
0.868333333333333,0.570666666666667,0.809333333333333
0.872333333333333,0.785333333333333,0.815
0.853666666666667,0.890333333333333,0.942666666666667
0.873333333333333,0.858333333333333,0.74
0.871666666666667,0.82,0.965666666666667
0.856666666666667,0.738333333333333,0.958333333333333
0.82,0.788333333333333,0.880333333333333
0.843666666666667,0.844333333333333,0.806333333333333
0.942,0.893333333333333,0.805333333333333
0.879,0.487,0.743333333333333
0.866,0.537333333333333,0.501666666666667
0.854,0.759333333333333,0.711333333333333
0.856,0.866666666666667,0.822666666666667
0.885333333333333,0.694333333333333,0.859333333333333
0.870333333333333,0.522,0.746
0.833333333333333,0.840333333333333,0.946333333333333
