Tissue,type,OTU_Header,experiment,Rep,condition,position,ID_Matrix,typebyTissue,TTC,Depth,LDepth,Pi,CAP1,CAP2,CAP3,CAP4,CAP5,CAP6
Agar,NP,P50Plate1Phosphate,Pi,Rep2,100 micromolar Pi,f8,Plate1PhosphateF8,AgarNoPlant,Agar_NP_100P,25513,10.1469434051622,100,-0.302179749173077,1.38730764304451,-0.393577058038258,-0.68851730300591,-0.0390066500353875,-0.146005832202679
Agar,NP,P72Plate1Phosphate,Pi,Rep2,100 micromolar Pi,g11,Plate1PhosphateG11,AgarNoPlant,Agar_NP_100P,14027,9.54873932271967,100,-0.619663113537152,0.0866359769499202,-0.463802705141996,-0.569098008454035,0.00113292837439336,-0.519602372673075
Agar,NP,P38Plate2Phosphate,Pi,Rep1,100 micromolar Pi,c1,Plate2PhosphateC1,AgarNoPlant,Agar_NP_100P,4581,8.42967259388674,100,-0.887207110362961,0.0987344510899623,-0.548114135617175,0.249959301211183,-0.402146169450084,-0.291057080919766
Agar,NP,P54Plate2Phosphate,Pi,Rep1,100 micromolar Pi,e8,Plate2PhosphateE8,AgarNoPlant,Agar_NP_100P,8154,9.0062638833792,100,-0.602964186469551,1.15683134239906,-0.937296756263293,0.373588499702998,2.7953973728837,-1.59162372685538
Agar,NP,P79Plate2Phosphate,Pi,Rep1,100 micromolar Pi,g7,Plate2PhosphateG7,AgarNoPlant,Agar_NP_100P,6497,8.77909581088053,100,0.0417168378585439,0.30338403205576,0.00331256133848454,0.820695334664468,4.04469029326683,-2.73573528009854
Agar,NP,P8Plate3Phosphate,Pi,Rep1,100 micromolar Pi,b3,Plate3PhosphateB3,AgarNoPlant,Agar_NP_100P,4327,8.37262974022488,100,-0.614409362852327,0.124151395394503,-0.685673581668143,-0.658711780656112,-0.405902772054294,-0.9061501030784
Agar,SC,P27Plate1Phosphate,Pi,Rep1,100 micromolar Pi,c7,Plate1PhosphateC7,AgarPlant,Agar_SC_100P,16105,9.6868850617653,100,-0.623293335935927,0.161221341395906,-0.530147623864465,1.0067367090389,0.85041011619529,-1.01931249052342
Agar,SC,P22Plate1Phosphate,Pi,Rep2,100 micromolar Pi,d7,Plate1PhosphateD7,AgarPlant,Agar_SC_100P,11917,9.38572123109081,100,-0.434383125345781,0.887672882488082,-0.69461849480791,-0.33706186754614,0.443144670810982,-2.48471166350264
Agar,SC,P35Plate2Phosphate,Pi,Rep2,100 micromolar Pi,h1,Plate2PhosphateH1,AgarPlant,Agar_SC_100P,3203,8.07184314960916,100,-0.569878642551779,0.239693005259752,-0.55158707220534,-1.2008495446651,-0.996363760779148,-0.626751906541992
Agar,SC,P17Plate3Phosphate,Pi,Rep2,100 micromolar Pi,b4,Plate3PhosphateB4,AgarPlant,Agar_SC_100P,6244,8.73937628163532,100,-0.510342422570779,0.96722114993638,-0.795091458735005,-1.28390559592032,-0.206496310314318,-1.46252411435992
Agar,SC,P80Plate3Phosphate,Pi,Rep1,100 micromolar Pi,f4,Plate3PhosphateF4,AgarPlant,Agar_SC_100P,5915,8.68524677641249,100,-0.130551902793208,1.53875265097014,-0.526850784386015,-0.525586576961245,0.0764620149173388,-1.12329799390156
Agar,SC,P81Plate3Phosphate,Pi,Rep1,100 micromolar Pi,g1,Plate3PhosphateG1,AgarPlant,Agar_SC_100P,3047,8.02191277898571,100,-0.308722807163582,0.340482860283018,-0.749988079222226,-1.53526592282514,-0.451665964280202,-0.593485008242552
Root,SC,P86Plate1Phosphate,Pi,Rep1,100 micromolar Pi,a11,Plate1PhosphateA11,Root,Root_SC_100P,19657,9.8861887879578,100,0.840315590505153,-0.675181094678578,-1.10876837407577,-1.2788765254859,0.890072788090664,-0.084181741334092
Root,SC,P84Plate1Phosphate,Pi,Rep2,100 micromolar Pi,a7,Plate1PhosphateA7,Root,Root_SC_100P,25780,10.1573542764932,100,0.604529820267469,-0.911869753845362,-0.67532558386741,0.650881829970631,1.60526159612272,-1.68124833409138
Root,SC,P70Plate1Phosphate,Pi,Rep2,100 micromolar Pi,c5,Plate1PhosphateC5,Root,Root_SC_100P,15543,9.6513656554829,100,0.661573425165618,-0.614538385114133,-0.570163378076757,-1.00733893875314,0.469821006999674,-0.708060992472113
Root,SC,P45Plate1Phosphate,Pi,Rep1,100 micromolar Pi,g12,Plate1PhosphateG12,Root,Root_SC_100P,18233,9.81098841803921,100,0.662366532243288,-0.865808741096343,-0.862995647533131,-1.26321351147012,0.583281471185792,0.344173653570919
Root,SC,P56Plate2Phosphate,Pi,Rep2,100 micromolar Pi,e4,Plate2PhosphateE4,Root,Root_SC_100P,5547,8.62101252005523,100,0.645197113728146,-0.961658148580351,-0.528943522791929,0.273353928104039,0.992321328620655,-1.27387771674986
Root,SC,P62Plate2Phosphate,Pi,Rep1,100 micromolar Pi,g10,Plate2PhosphateG10,Root,Root_SC_100P,6804,8.82526595351575,100,0.867921317735747,-0.443062129298574,-1.26213606933036,-0.628862452901473,1.23223588876856,-1.03975838130576
Shoot,SC,P26Plate1Phosphate,Pi,Rep2,100 micromolar Pi,h3,Plate1PhosphateH3,Shoot,Shoot_SC_100P,15971,9.67852985665631,100,0.801458354521408,0.577639651774883,-0.175084758811434,0.962565870173221,0.9391116986284,-1.13064155083837
Shoot,SC,P70Plate2Phosphate,Pi,Rep1,100 micromolar Pi,c5,Plate2PhosphateC5,Shoot,Shoot_SC_100P,4495,8.41072094690572,100,0.905620576029866,0.829340783797568,-0.439685299118562,0.20663980893508,0.370115706963053,-1.01519617644255
Shoot,SC,P64Plate2Phosphate,Pi,Rep2,100 micromolar Pi,f3,Plate2PhosphateF3,Shoot,Shoot_SC_100P,5590,8.62873456614915,100,0.642771386902174,0.555010131015447,-0.184778750085636,0.767933909422204,0.730850600735795,-0.196330710651776
Shoot,SC,P95Plate2Phosphate,Pi,Rep2,100 micromolar Pi,g8,Plate2PhosphateG8,Shoot,Shoot_SC_100P,2336,7.75619534394812,100,0.891739224644054,0.909469129452853,-0.0612717600256414,0.790588674091918,0.722876526417717,-1.01435723588874
Shoot,SC,P3Plate3Phosphate,Pi,Rep1,100 micromolar Pi,e1,Plate3PhosphateE1,Shoot,Shoot_SC_100P,8112,9.00109972583097,100,0.741668657065012,0.442123236618862,-0.71906608913361,-0.0356624270985311,0.882154663158263,-1.31114664738411
Shoot,SC,P6Plate3Phosphate,Pi,Rep1,100 micromolar Pi,f1,Plate3PhosphateF1,Shoot,Shoot_SC_100P,7818,8.9641840463529,100,0.563423883201567,0.226290750811324,-0.593517683098915,-0.253932698681108,0.0108229129877672,-0.713403474340029
Agar,NP,P35Plate1Phosphate,Pi,Rep1,1000 micromolar Pi,h1,Plate1PhosphateH1,AgarNoPlant,Agar_NP_1000P,17438,9.76640701198776,1000,-0.656012652657288,-0.38982677292254,-0.208250964515346,1.45246734832281,0.549521607636076,0.724721868221655
Agar,NP,P60Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,a4,Plate2PhosphateA4,AgarNoPlant,Agar_NP_1000P,4836,8.48384321173468,1000,-0.935188209593414,-0.17572642456484,-0.413746495390274,0.738040719805609,-0.713440782751891,2.05452082789665
Agar,NP,P12Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,d4,Plate2PhosphateD4,AgarNoPlant,Agar_NP_1000P,4276,8.36077327214494,1000,-0.823360607073108,-0.475808242970235,-0.433352732728082,1.23264544938183,-0.183349322477707,1.80112186481191
Agar,NP,P29Plate2Phosphate,Pi,Rep1,1000 micromolar Pi,f5,Plate2PhosphateF5,AgarNoPlant,Agar_NP_1000P,5363,8.58727879898293,1000,-0.727058844600313,0.290194383230616,-0.525903567720288,1.56407580438826,1.9929464596708,0.920717352628009
Agar,NP,P60Plate3Phosphate,Pi,Rep2,1000 micromolar Pi,a4,Plate3PhosphateA4,AgarNoPlant,Agar_NP_1000P,8019,8.98956900480703,1000,-0.60405779213129,-0.289981684235578,-0.583354452826506,-0.509399961724863,-0.957441205156587,1.98125410908721
Agar,NP,P23Plate3Phosphate,Pi,Rep1,1000 micromolar Pi,c2,Plate3PhosphateC2,AgarNoPlant,Agar_NP_1000P,7011,8.85523562320697,1000,-0.126428222779467,0.385972512330094,-0.452825762227387,-0.191080080506749,2.14969083196414,1.51512149560228
Agar,NP,P12Plate3Phosphate,Pi,Rep1,1000 micromolar Pi,d4,Plate3PhosphateD4,AgarNoPlant,Agar_NP_1000P,6000,8.69951474821019,1000,-0.122254014199591,1.12466137530206,-0.7878793596422,-0.226360667625876,0.830808718606574,0.535580825940308
Agar,NP,P94Plate3Phosphate,Pi,Rep1,1000 micromolar Pi,f2,Plate3PhosphateF2,AgarNoPlant,Agar_NP_1000P,6314,8.75052466911794,1000,-0.652606051179966,-0.105653153871942,-0.843460030952149,0.295253878293631,0.178062661362575,0.823561447810956
Agar,SC,P63Plate1Phosphate,Pi,Rep1,1000 micromolar Pi,e6,Plate1PhosphateE6,AgarPlant,Agar_SC_1000P,18678,9.83510163966966,1000,-0.775270329135257,0.0204638782920057,-0.391211702990818,-0.417866742933803,-0.643037015810026,1.21505938516608
Agar,SC,P20Plate1Phosphate,Pi,Rep2,1000 micromolar Pi,g9,Plate1PhosphateG9,AgarPlant,Agar_SC_1000P,13834,9.53488460916053,1000,-0.541312939157668,-0.143748711427014,-0.48637079385242,-1.25133746969814,-1.01473835757927,1.59255709445529
Agar,SC,P66Plate2Phosphate,Pi,Rep1,1000 micromolar Pi,d5,Plate2PhosphateD5,AgarPlant,Agar_SC_1000P,3281,8.0959035329611,1000,-0.777716754493035,0.136571290067443,-0.619561389576945,-0.565443196948308,-1.92680600413028,2.07865621317447
Agar,SC,P34Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,e10,Plate2PhosphateE10,AgarPlant,Agar_SC_1000P,4086,8.31532177537757,1000,-0.452189008077387,0.478276601511027,-0.792423484140411,-1.58891996791955,-0.591474220377479,1.0142945661653
Agar,SC,P50Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,f8,Plate2PhosphateF8,AgarPlant,Agar_SC_1000P,1977,7.58933582317062,1000,-0.41663228435457,0.920997256683034,-0.705065161979442,-1.05334962691058,-0.334228374247456,-0.0789600699599112
Agar,SC,P31Plate3Phosphate,Pi,Rep1,1000 micromolar Pi,b2,Plate3PhosphateB2,AgarPlant,Agar_SC_1000P,5677,8.64417820317073,1000,-0.642793943258243,0.0122117507568947,-0.434153921119195,-0.873292555029409,-0.245381894256406,0.69911918650789
Root,SC,P41Plate1Phosphate,Pi,Rep1,1000 micromolar Pi,c6,Plate1PhosphateC6,Root,Root_SC_1000P,20089,9.90792768056215,1000,0.67637632605621,-0.576066988532054,-1.09619702847038,-1.05840197771687,0.591389018447826,1.63780655687017
Root,SC,P85Plate1Phosphate,Pi,Rep2,1000 micromolar Pi,d3,Plate1PhosphateD3,Root,Root_SC_1000P,23708,10.0735678229077,1000,0.617948314607666,-1.01321842953806,-0.881916901234734,-1.0370507858888,0.676468483438168,0.211409921317853
Root,SC,P44Plate1Phosphate,Pi,Rep1,1000 micromolar Pi,d9,Plate1PhosphateD9,Root,Root_SC_1000P,22004,9.99897953399535,1000,0.743210360113976,-0.82548049208306,-1.33275890043178,-0.915850957039955,1.43896720267709,1.15323826981977
Root,SC,P31Plate2Phosphate,Pi,Rep1,1000 micromolar Pi,b2,Plate2PhosphateB2,Root,Root_SC_1000P,6333,8.75352933651643,1000,0.76963810905001,-0.724502612869102,-1.40342494156982,-1.1976632655368,1.20853080510868,0.98292455039498
Root,SC,P13Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,h9,Plate2PhosphateH9,Root,Root_SC_1000P,6352,8.75652500292697,1000,0.716736955238617,-0.902932143993185,-0.860759589228783,-1.21037026205772,-0.0813704614627127,1.33360198482302
Shoot,SC,P92Plate1Phosphate,Pi,Rep2,1000 micromolar Pi,b7,Plate1PhosphateB7,Shoot,Shoot_SC_1000P,10867,9.29348595306285,1000,0.769987871234742,0.809319600829444,-0.34001991012969,-0.124962487317554,0.0275654130337531,1.75734382268858
Shoot,SC,P39Plate1Phosphate,Pi,Rep2,1000 micromolar Pi,c9,Plate1PhosphateC9,Shoot,Shoot_SC_1000P,17704,9.78154588173089,1000,0.720992176432016,-0.474136066686965,-1.03483927992039,-0.876608103723067,0.986441089212529,0.649106528710876
Shoot,SC,P59Plate1Phosphate,Pi,Rep1,1000 micromolar Pi,e3,Plate1PhosphateE3,Shoot,Shoot_SC_1000P,18306,9.81498415394472,1000,0.786946100286144,0.361353084216119,-0.608956607542744,-0.573253888149973,-0.0887913228036442,1.06218428745418
Shoot,SC,P17Plate2Phosphate,Pi,Rep1,1000 micromolar Pi,b4,Plate2PhosphateB4,Shoot,Shoot_SC_1000P,6170,8.72745411689943,1000,0.716434159492504,0.791207332732357,-0.508451490705381,-0.175658102978938,0.0911506262107584,0.631197062314703
Shoot,SC,P82Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,d11,Plate2PhosphateD11,Shoot,Shoot_SC_1000P,4473,8.40581460343285,1000,0.902216261924154,0.776317760904959,-0.0637052149777899,0.0805080281962045,0.1034051464992,0.952628436021788
Shoot,SC,P68Plate2Phosphate,Pi,Rep2,1000 micromolar Pi,e9,Plate2PhosphateE9,Shoot,Shoot_SC_1000P,5698,8.64787051505785,1000,0.830980803983745,0.549268178972101,-0.549198769956395,-0.275387868757206,0.300000895227679,1.8907138374525
Shoot,SC,P20Plate2Phosphate,Pi,Rep1,1000 micromolar Pi,g9,Plate2PhosphateG9,Shoot,Shoot_SC_1000P,7555,8.92996487470684,1000,0.739822148932771,0.304702112024887,-0.56453579080355,0.739861921488755,0.79956118389563,-0.155355047477823
