Gene,group,value
AT4G36870,NB_50Pi,-0.442326550227246
AT4G36880,NB_50Pi,0.557719649286062
AT4G37520,NB_50Pi,0.340742281525028
AT5G06740,NB_50Pi,0.318788646181288
AT5G06860,NB_50Pi,1.06209604292233
AT5G08610,NB_50Pi,-0.548993603676693
AT5G10740,NB_50Pi,0.283129480563778
AT5G13210,NB_50Pi,0.307217858857654
AT5G14730,NB_50Pi,1.25319670378445
AT5G17860,NB_50Pi,0.388410697359001
AT5G19890,NB_50Pi,-0.149337058050334
AT5G22790,NB_50Pi,0.384466933333562
AT5G23010,NB_50Pi,0.249195345985
AT5G23810,NB_50Pi,0.204696050678143
AT5G24280,NB_50Pi,-0.120986744967846
AT5G24930,NB_50Pi,-0.397258728000637
AT5G25250,NB_50Pi,-0.209498796462514
AT5G38200,NB_50Pi,0.289509593908227
