Plate1PhosphateE4,Plate1PhosphateE5,Plate1PhosphateG8,Plate2PhosphateC6,Plate2PhosphateG5,Plate1PhosphateA1,Plate1PhosphateA5,Plate1PhosphateD2,Plate1PhosphateG2,Plate2PhosphateD8,Plate2PhosphateF10,Plate1PhosphateC10,Plate1PhosphateC4,Plate1PhosphateF6,Plate1PhosphateG1,Plate2PhosphateD10,Plate2PhosphateF2,Plate1PhosphateB12,Plate1PhosphateB5,Plate1PhosphateC1,Plate1PhosphateD11,Plate2PhosphateB12,Plate2PhosphateG11,Plate1PhosphateA11,Plate1PhosphateA7,Plate1PhosphateC5,Plate1PhosphateG12,Plate2PhosphateE4,Plate2PhosphateG10,Plate1PhosphateC6,Plate1PhosphateD3,Plate1PhosphateD9,Plate2PhosphateB2,Plate2PhosphateH9
Plate1PhosphateD11,0.199587855522061,0.209687063831558,0.191639257515354,0.285855851278501,0.21205502604252,0.21705315536619,0.199807816852847,0.225877120732028,0.133556911600602,0.12293399991561,0.141892216010857,0.0825360748520705,0.331334386389727,0.115774146354632,0.229608139467136,0.294714385171523,0.0755428299775874,0.124423129045116,0.16032762450933,0.175772318618098,0,0.190538612992999,0.202523710122824,0.229321267544727,0.13684349149037,0.201440473672164,0.21838485312241,0.139961565125106,0.25069489388805,0.275165584599954,0.167958468393286,0.23222709155986,0.223392397694882,0.19470051258922
Plate2PhosphateB12,0.256061757966802,0.282298550883901,0.293531938019666,0.286288971167474,0.229835762896036,0.230895519567815,0.274498162031426,0.253774422668134,0.293607992099668,0.27755659969639,0.290738952375486,0.141686570479595,0.347761932980757,0.222081921977191,0.262151982175216,0.282644486228725,0.179161742907681,0.107250079414979,0.197630891585358,0.235097067662934,0.190538612992999,0,0.157877551919463,0.124946752409216,0.191937481023542,0.132760807791711,0.139397440341534,0.180237124190451,0.165900572144632,0.165658826585125,0.107707979235549,0.14450799168688,0.143502175541427,0.120068686599793
Plate2PhosphateG11,0.238543222498284,0.262365013749021,0.270032394469243,0.249766810418652,0.259433781672982,0.146362950504523,0.203001229591586,0.180843919135381,0.258924777666634,0.239173754683252,0.24486219351788,0.181868497624201,0.334268433597102,0.236124010262323,0.192484110053836,0.22072540785303,0.212723292374344,0.171161592825274,0.118539026752855,0.15344285226403,0.202523710122824,0.157877551919463,0,0.148135169700064,0.239009452882073,0.190891119121512,0.163547830038345,0.228447254476919,0.172423481468142,0.186265839461721,0.197557417242031,0.152170395127805,0.16498091727595,0.187258878378765
Plate1PhosphateA11,0.275091978498888,0.26796495287438,0.288502899842421,0.299855990453398,0.243209763836666,0.226148680516304,0.250122235222963,0.227112329125443,0.320444550274367,0.305737917479902,0.314208242975599,0.178305035866292,0.343322577498212,0.244634722470589,0.211168414861479,0.257267741993197,0.219400597946109,0.173122440496989,0.199513848938354,0.2324623144898,0.229321267544727,0.124946752409216,0.148135169700064,0,0.192139620401444,0.131388269904589,0.0751820530634356,0.180401869344273,0.12181888224915,0.107667780244929,0.153094958065152,0.118326123133536,0.107224443176475,0.130720036599982
Plate1PhosphateA7,0.256895276552267,0.254424409892459,0.240539919395695,0.362039063105507,0.218164130416116,0.278589994669442,0.251892295167121,0.278462416766072,0.246992660811703,0.23587540287738,0.249537558511824,0.0982225665662837,0.383530671291014,0.117079160863341,0.273226288386344,0.352407956641727,0.115105175902822,0.1787080683154,0.22197205914335,0.23863715730695,0.13684349149037,0.191937481023542,0.239009452882073,0.192139620401444,0,0.125905727033595,0.212581153099796,0.0744751844139432,0.16585894574861,0.262989485385844,0.1244140534245,0.190095918803958,0.164764976197555,0.17716990598613
Plate1PhosphateC5,0.212235989243443,0.241305815616987,0.252885515233189,0.286114091269327,0.18737214255337,0.225187565858229,0.239430244207314,0.212265257400158,0.290558712064894,0.274228026733076,0.28708653775197,0.139841586460962,0.318180861443207,0.204863060948216,0.224013603705693,0.298786543293032,0.171456422083627,0.14669415346703,0.197902868413819,0.230708484685144,0.201440473672164,0.132760807791711,0.190891119121512,0.131388269904589,0.125905727033595,0,0.148857240752632,0.115520449262565,0.141627493892179,0.179368601846854,0.0967781179846445,0.138717512866915,0.121157932519107,0.122904286329417
Plate1PhosphateG12,0.242442716350595,0.255761604118115,0.272603130451774,0.273032930782738,0.241264532955982,0.212537197909465,0.233976554412029,0.209735191789739,0.290413306647607,0.280415253351788,0.282793215413046,0.175091293012364,0.330135688038173,0.253482892166424,0.198826291890445,0.242199572150438,0.22090652518967,0.15024230610494,0.170838627901935,0.205518300981674,0.21838485312241,0.139397440341534,0.163547830038345,0.0751820530634356,0.212581153099796,0.148857240752632,0,0.195441484465686,0.145319133576079,0.128346321710488,0.160154274120578,0.13651595912025,0.124500893477676,0.155102192429068
Plate2PhosphateE4,0.226887720512598,0.225761562489584,0.218379878673788,0.337666660498036,0.204920462373145,0.258894048166198,0.221499233820083,0.245547852416841,0.235494201686844,0.231949931553128,0.238597250769966,0.0953649668133041,0.368539467014497,0.143785250844637,0.25277736843141,0.33090831798124,0.106264707899849,0.161000031388094,0.204054434885241,0.217047655047289,0.139961565125106,0.180237124190451,0.228447254476919,0.180401869344273,0.0744751844139432,0.115520449262565,0.195441484465686,0,0.166030051358457,0.238735517698001,0.112515215392224,0.17926860865096,0.146334962663914,0.15130594566514
Plate2PhosphateG10,0.303412145140737,0.300168740493335,0.313117580263646,0.347324933227243,0.266071737538747,0.259122035995906,0.268937723798835,0.25833715914036,0.329339143064633,0.316542188239343,0.320439949225707,0.194415932036943,0.381905038558633,0.21720914126602,0.243212212260268,0.31848944446407,0.220622332120432,0.194747526550546,0.203927889452602,0.232747543908269,0.25069489388805,0.165900572144632,0.172423481468142,0.12181888224915,0.16585894574861,0.141627493892179,0.145319133576079,0.166030051358457,0,0.160460429337537,0.161977511615702,0.119309369329568,0.10279349149816,0.188999340290272
Plate1PhosphateC6,0.300713986245358,0.293428398376967,0.30637141996831,0.323838593947466,0.258749596830133,0.257342582525462,0.279441314343811,0.262064156038103,0.340735583691684,0.31962235362933,0.332720506722824,0.217448455103053,0.365417023656493,0.283755403110981,0.252527087564545,0.292285255127559,0.251462644930079,0.215253109980913,0.240157238431543,0.271367566360315,0.275165584599954,0.165658826585125,0.186265839461721,0.107667780244929,0.262989485385844,0.179368601846854,0.128346321710488,0.238735517698001,0.160460429337537,0,0.196480174359582,0.161830635348757,0.134372663784168,0.163626717843631
Plate1PhosphateD3,0.232403608814908,0.255962611500874,0.266878849922148,0.32176471354714,0.206483988060851,0.226298096535442,0.249642855925545,0.239426072425983,0.275767808576292,0.266952015099702,0.280483634464311,0.118697709026551,0.33607611429252,0.185104489905068,0.241774677789747,0.314665959113346,0.153547874509261,0.107975756365602,0.188477176275251,0.227796700166721,0.167958468393286,0.107707979235549,0.197557417242031,0.153094958065152,0.1244140534245,0.0967781179846445,0.160154274120578,0.112515215392224,0.161977511615702,0.196480174359582,0,0.13146044554011,0.108534048300856,0.0970986369000845
Plate1PhosphateD9,0.304606001891448,0.30578060930142,0.314075194654875,0.302944750485358,0.256608940052795,0.227865994684646,0.268618507444403,0.246885753080206,0.304128978878846,0.29833860276205,0.289717563220086,0.175302816112769,0.357272337649839,0.232904132305522,0.25209525730743,0.285916923427739,0.219434287438305,0.171507124323447,0.174878657802762,0.20719501717798,0.23222709155986,0.14450799168688,0.152170395127805,0.118326123133536,0.190095918803958,0.138717512866915,0.13651595912025,0.17926860865096,0.119309369329568,0.161830635348757,0.13146044554011,0,0.0711543037134371,0.143146860863859
Plate2PhosphateB2,0.281041387159632,0.277683436486443,0.28818325133474,0.329281602324701,0.236385600884201,0.224597280177177,0.255934651037683,0.236130748864773,0.311739145541544,0.306413150435389,0.304742204540087,0.162146250309707,0.359600895403164,0.218547207815774,0.239075347192419,0.29441648240162,0.198406307711071,0.166611484228888,0.190544415941087,0.223809973234376,0.223392397694882,0.143502175541427,0.16498091727595,0.107224443176475,0.164764976197555,0.121157932519107,0.124500893477676,0.146334962663914,0.10279349149816,0.134372663784168,0.108534048300856,0.0711543037134371,0,0.114555006739716
Plate2PhosphateH9,0.252704251527127,0.278808279923739,0.295521308205806,0.302889780921844,0.239559425972614,0.232963478547537,0.25527608761236,0.228287017700886,0.295013282391042,0.290885059354372,0.298670295485778,0.153137348442705,0.364252066972885,0.231342850445764,0.249445464644443,0.293336524993453,0.176215546397146,0.143378259177289,0.213617315783386,0.251168000113546,0.19470051258922,0.120068686599793,0.187258878378765,0.130720036599982,0.17716990598613,0.122904286329417,0.155102192429068,0.15130594566514,0.188999340290272,0.163626717843631,0.0970986369000845,0.143146860863859,0.114555006739716,0
