DADA2_Header,Plate,Well,Row,Column,Sample,Soil,Genotype,Plot,Fraction,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,CAP4,CAP5,MDS1
Plate3C1,Plate3,C1,C,1,R67,low+Pi-1,phf1,Plot1,Root,low+Pi,Pot67,109972,11.6079810669178,1.21742189665634,-0.0107579506035728,0.230300911053176,1.05225644180734,-0.22803887018846,1.56547911056062
Plate2B5,Plate2,B5,B,5,R69,low+Pi-3,phf1,Plot7,Root,low+Pi,Pot69,104848,11.5602669612793,-0.494194744532902,1.08011583622187,1.17750046539814,1.85203244713067,-0.367309211472039,-0.233992028551223
Plate2A10,Plate2,A10,A,10,R69,low+Pi-3,phf1,Plot7,Root,low+Pi,Pot69,149780,11.9169228298034,-0.573450169450011,0.789095115196269,2.84167821378522,2.75980854877352,-0.484818041597288,-0.326895230091081
Plate1H3,Plate1,H3,H,3,R71,low+Pi-5,phf1,Plot13,Root,low+Pi,Pot71,17813,9.78768380679248,-1.00579025411143,1.4814183893494,1.49192159540066,-0.254815326020587,-1.82653759825937,-0.720700565618259
Plate2H5,Plate2,H5,H,5,R72,low+Pi-6,phf1,Plot16,Root,low+Pi,Pot72,54156,10.899624049615,-1.02750524461076,1.58581358634895,0.934923275772369,0.526742134240918,-3.55977291839654,-0.918726470395367
Plate1E7,Plate1,E7,E,7,S2,low-2,Col-0,Plot4,Soil,low,Pot2,44260,10.697836613605,1.09115922120487,0.0516552738367275,0.756405978054307,-0.871412894827294,0.423402549686098,0.360176870186317
Plate3B4,Plate3,B4,B,4,S3,low-3,Col-0,Plot7,Soil,low,Pot3,295337,12.5958723561919,-0.273763129484654,-0.664265214376853,-0.82830868464691,-3.50069106711087,0.275552061603386,-1.63335933946331
Plate1A12,Plate1,A12,A,12,S4,low-4,Col-0,Plot10,Soil,low,Pot4,52404,10.8667382032736,1.35965129264849,0.392204734728562,0.416870077419082,-0.340322198732439,0.374482633790093,0.62575931138846
Plate1G7,Plate1,G7,G,7,S5,low-5,Col-0,Plot13,Soil,low,Pot5,45105,10.7167483840907,0.907962791281256,-0.0615393715969897,0.36924285913768,-1.59547028309908,0.138435644281145,-0.117292935934349
Plate2B2,Plate2,B2,B,2,S6,low-6,Col-0,Plot16,Soil,low,Pot6,361119,12.7969628228849,1.21853578092827,0.0934276920084379,-0.00935745619315404,0.255243904993074,0.643553897144273,0.599631608803198
Plate2D12,Plate2,D12,D,12,S7,low-1,phr1/phl1,Plot1,Soil,low,Pot7,277955,12.5352145090667,1.11215320216059,-0.0496761362697457,0.370856552006228,0.214311600745516,-0.310532866104183,-0.0330953072745781
Plate2G9,Plate2,G9,G,9,S8,low-2,phr1/phl1,Plot4,Soil,low,Pot8,94057,11.451656260455,1.1824360926827,0.00158036406538844,0.360839559465769,-0.670672236466943,-0.339270477537851,0.377231798915907
Plate3C6,Plate3,C6,C,6,S9,low-3,phr1/phl1,Plot7,Soil,low,Pot9,24774,10.1175499951141,1.37994623677135,-0.0720829674081243,-1.94423960792274,0.688932264141899,-0.0300708874326759,0.866379322268109
Plate1G6,Plate1,G6,G,6,S10,low-4,phr1/phl1,Plot10,Soil,low,Pot10,40868,10.6181026397113,1.11580754337964,0.253318053944647,-0.373326554841804,-0.740803142516551,0.263888739758764,0.260112835713746
Plate2F2,Plate2,F2,F,2,S11,low-5,phr1/phl1,Plot13,Soil,low,Pot11,168028,12.0318859111647,0.976763761630362,0.0699040170012191,-0.17136068540029,0.186902130354498,0.390067797819766,0.175676393871722
Plate3B6,Plate3,B6,B,6,S12,low-6,phr1/phl1,Plot16,Soil,low,Pot12,278438,12.5369506923808,-0.773788781100294,-0.977316583075013,-1.39011447746118,-3.55907172903948,0.467230763947001,-2.26616778420028
Plate2C5,Plate2,C5,C,5,S13,low-1,phf1,Plot1,Soil,low,Pot13,253638,12.4436633325913,0.940973694599809,-0.110668689748988,0.81214359829092,-0.556059510451475,-0.60527434328922,0.0260889185499519
Plate2F9,Plate2,F9,F,9,S14,low-2,phf1,Plot4,Soil,low,Pot14,152643,11.935857140577,1.28104535415679,-0.00781488156024695,0.697728076290041,-0.783977972993458,-0.327110638626942,0.7754351203912
Plate3D5,Plate3,D5,D,5,S15,low-3,phf1,Plot7,Soil,low,Pot15,131501,11.7867697351338,-0.516335894354428,-1.45768045837171,-2.33677206256879,-0.815387178652558,-1.3745710405276,-1.64856213648166
Plate3B3,Plate3,B3,B,3,S16,low-4,phf1,Plot10,Soil,low,Pot16,3797,8.2419665602318,-1.07162624023203,0.697064149470424,0.862149272002058,-1.97478417731825,-1.68692080773883,-2.03132067937473
Plate2B8,Plate2,B8,B,8,S17,low-5,phf1,Plot13,Soil,low,Pot17,273367,12.5185704937191,0.971424741419224,-0.0271205609326969,-0.0618150632632789,0.0240087211126956,-0.195990353181781,0.452203451445492
Plate1B11,Plate1,B11,B,11,S18,low-6,phf1,Plot16,Soil,low,Pot18,41762,10.63974211413,1.52266560152049,0.234612692039844,1.37236879708461,-0.728421450960159,-0.859545181478639,0.709455974430659
Plate1D1,Plate1,D1,D,1,S19,medium-1,Col-0,Plot2,Soil,medium,Pot19,26743,10.1940280358364,1.22568243129035,0.29491125548156,0.194318576798222,-0.421295098795142,0.465604738129813,0.239281526959254
Plate1A11,Plate1,A11,A,11,S20,medium-2,Col-0,Plot5,Soil,medium,Pot20,39147,10.5750790701304,1.52594161661342,0.196628509811132,0.512386425067625,-0.540110585647198,0.353031169632781,0.247533552186961
Plate1C5,Plate1,C5,C,5,S21,medium-3,Col-0,Plot8,Soil,medium,Pot21,68885,11.1401937264787,1.63934801419926,0.248696998786903,-0.359326121414237,-0.344738666969703,-0.345010587510015,0.675506724294762
Plate3D4,Plate3,D4,D,4,S22,medium-4,Col-0,Plot11,Soil,medium,Pot22,136726,11.8257342021396,1.27628373142284,-0.582601448113019,0.225267269859145,-0.865408852682203,-0.332077043328099,-0.0236993513346612
Plate2D7,Plate2,D7,D,7,S23,medium-5,Col-0,Plot14,Soil,medium,Pot23,226369,12.3299216901409,1.20928869609751,0.181546303016253,0.028769520897532,-0.213922818656048,0.621599593121377,0.0927644258690718
Plate2B6,Plate2,B6,B,6,S24,medium-6,Col-0,Plot17,Soil,medium,Pot24,294299,12.5923515363225,0.952816275761701,-0.150298320967903,-0.200456925548619,0.0710113573483464,0.816916474321242,-0.0111423189309273
Plate2E6,Plate2,E6,E,6,S25,medium-1,phr1/phl1,Plot2,Soil,medium,Pot25,149816,11.9171631534403,1.08259753652388,0.161037523406221,-0.206202569072099,-0.522305746634265,0.379387355582356,-0.0418747581688219
Plate3C3,Plate3,C3,C,3,S26,medium-2,phr1/phl1,Plot5,Soil,medium,Pot26,161247,11.9906926298338,1.30736518796943,0.188889782767425,0.0943892637698139,-0.135551756350539,0.0766591966203952,-0.0523879745837015
Plate1G9,Plate1,G9,G,9,S27,medium-3,phr1/phl1,Plot8,Soil,medium,Pot27,65708,11.0929759626611,1.05510165042099,0.256726585697985,-0.400289837851119,-0.0355895370847259,0.295632665511058,-0.124067869195529
Plate2C3,Plate2,C3,C,3,S28,medium-4,phr1/phl1,Plot11,Soil,medium,Pot28,246168,12.4137695086554,0.981339247340993,-0.522033927911149,-0.734999790700857,0.00816001502162553,-0.0425048692342763,-0.24163974461797
Plate1A10,Plate1,A10,A,10,S29,medium-5,phr1/phl1,Plot14,Soil,medium,Pot29,33777,10.4275353764712,1.34373496847369,0.243244062296212,-0.36770621921964,0.845557183271867,0.0467293426928672,0.314380425142152
Plate1D10,Plate1,D10,D,10,S30,medium-6,phr1/phl1,Plot17,Soil,medium,Pot30,43840,10.6883019216219,0.860649636650435,-0.438318593289318,-0.656139102224273,0.00608026557670854,0.115512084419774,-0.294373782325749
Plate1F4,Plate1,F4,F,4,S31,medium-1,phf1,Plot2,Soil,medium,Pot31,31849,10.3687612633332,1.14676999226272,0.247248904850724,0.119975279797265,-0.211766637370163,-0.0112189527691753,0.351976556805467
Plate2E5,Plate2,E5,E,5,S33,medium-3,phf1,Plot8,Soil,medium,Pot33,150132,11.9192701861054,1.7173542792262,0.270955496030387,0.0322047441305697,-0.911070266112568,-0.55916140368488,0.765670067758786
Plate2F3,Plate2,F3,F,3,S36,medium-6,phf1,Plot17,Soil,medium,Pot36,149465,11.9148175306916,0.875708742346186,-0.239787048224157,-0.147074652486777,0.0545665187236999,0.391898809744395,0.0521077890284532
Plate1F6,Plate1,F6,F,6,S37,high-1,Col-0,Plot3,Soil,high,Pot37,39270,10.5782161475721,1.3583167870455,0.0909448690061069,-0.0556645354679515,-0.457514116104211,0.00613000599981346,0.220022933889817
Plate1F7,Plate1,F7,F,7,S39,high-3,Col-0,Plot9,Soil,high,Pot39,71168,11.1727985581702,1.39754893991852,-0.00417860359942678,-0.51652654064896,-0.753620020032389,-0.158679841185743,0.324304703994708
Plate3E5,Plate3,E5,E,5,S40,high-4,Col-0,Plot12,Soil,high,Pot40,87545,11.3799082258604,-0.345168493896984,-0.226814406554065,1.18915656809169,-1.67067880841765,0.366206233590785,-1.7945782410511
Plate1H5,Plate1,H5,H,5,S41,high-5,Col-0,Plot15,Soil,high,Pot41,26941,10.2014045688003,0.803002411529996,-0.0356370102882437,-0.222783398035992,0.426363304540867,0.439304470338416,-0.0727657597383752
Plate2H2,Plate2,H2,H,2,S42,high-6,Col-0,Plot18,Soil,high,Pot42,151723,11.9298117688739,1.34823968186297,0.14637079877157,-0.693834593620973,-0.236140305736964,1.32734185818968,0.718646909806548
Plate1A5,Plate1,A5,A,5,S43,high-1,phr1/phl1,Plot3,Soil,high,Pot43,12039,9.39590665893503,1.08294711961849,0.0901465150838963,-1.08798514044496,0.48431571014309,-0.206826366323431,-0.0118817207870529
Plate2H8,Plate2,H8,H,8,S44,high-2,phr1/phl1,Plot6,Soil,high,Pot44,85341,11.3544102745079,1.65199002451011,0.149267498041092,0.230397288645674,-0.869851417853387,-0.669136284851696,0.218095061481144
Plate1C7,Plate1,C7,C,7,S45,high-3,phr1/phl1,Plot9,Soil,high,Pot45,77841,11.2624235636427,1.30881381065618,-0.00563826693308613,-1.03427630477019,-0.285595985404797,-0.926924717905103,0.233733124629075
Plate3A4,Plate3,A4,A,4,S46,high-4,phr1/phl1,Plot12,Soil,high,Pot46,173797,12.0656432304447,1.79163010595453,0.518230980258032,0.654301348816282,-0.161581025748364,0.282538459594611,0.788152504494875
Plate1B10,Plate1,B10,B,10,S47,high-5,phr1/phl1,Plot15,Soil,high,Pot47,29642,10.2969475535169,0.721338836048149,-0.119769707818576,-0.94744616984579,0.933348345835497,-0.28890519099191,-0.249054506009474
Plate1E1,Plate1,E1,E,1,S48,high-6,phr1/phl1,Plot18,Soil,high,Pot48,24329,10.0994243334121,1.29885427366437,0.249276347781479,-1.15324797924607,0.500312201761487,1.01920525987779,0.714454470628381
Plate2E1,Plate2,E1,E,1,S48,high-6,phr1/phl1,Plot18,Soil,high,Pot48,128231,11.7615886039098,1.41422158686958,0.213420184296534,-0.836894980380035,0.348348629154767,0.867052859615686,0.842537727513342
Plate2F5,Plate2,F5,F,5,S49,high-1,phf1,Plot3,Soil,high,Pot49,175134,12.0733066741817,1.27458547234276,-0.0517816368964663,-0.622425495410691,-0.421389859627896,-0.892894326845728,0.344974412554851
Plate2A11,Plate2,A11,A,11,S50,high-2,phf1,Plot6,Soil,high,Pot50,236648,12.3743290839993,1.6652917622281,0.138012903533056,0.482494881280618,-0.848989474886916,-0.909829501184538,0.535022741145008
Plate2A12,Plate2,A12,A,12,S51,high-3,phf1,Plot9,Soil,high,Pot51,212777,12.2679999479015,1.35130832287294,-0.0142925661088534,-0.302073972869283,-0.471931703303825,-0.861670420504714,0.500538435561179
Plate2D3,Plate2,D3,D,3,S52,high-4,phf1,Plot12,Soil,high,Pot52,79228,11.2800850506772,1.70424465747256,0.542502609533406,-0.287468889430837,1.0184505204386,0.263716151281862,1.34974990300405
Plate2C10,Plate2,C10,C,10,S53,high-5,phf1,Plot15,Soil,high,Pot53,451794,13.0209816027154,0.85920768845422,-0.226300759856603,-0.122585641485703,-0.00503273841376954,-0.360449142585858,0.119960567873093
Plate3D3,Plate3,D3,D,3,S54,high-6,phf1,Plot18,Soil,high,Pot54,239717,12.3872143398934,-0.597354785032678,-0.215620891932307,2.54858983616392,-1.34782745335673,-1.40716369852585,-1.72179377596022
Plate1D9,Plate1,D9,D,9,S55,low+Pi-1,Col-0,Plot1,Soil,low+Pi,Pot55,45772,10.7314278294376,1.30506342134337,-0.0274105279487387,0.893379057502527,0.423533792228458,-0.165514048507274,-0.323670830752729
Plate1F2,Plate1,F2,F,2,S56,low+Pi-2,Col-0,Plot4,Soil,low+Pi,Pot56,39096,10.57377543895,1.39084233446273,0.043332531226233,0.712088986931066,-0.169368292059706,0.178422535499944,0.16298260409857
Plate1C6,Plate1,C6,C,6,S57,low+Pi-3,Col-0,Plot7,Soil,low+Pi,Pot57,174593,12.0702128299459,1.76857155793219,0.273662768700676,0.643046716355244,-0.742398290702641,-0.0585559761651571,0.341625100470145
Plate2D11,Plate2,D11,D,11,S58,low+Pi-4,Col-0,Plot10,Soil,low+Pi,Pot58,205722,12.2342810217938,1.29142167921098,0.22742043022684,0.664720660960477,0.0706346433691939,0.219572855628161,-0.068605830363145
Plate1A6,Plate1,A6,A,6,S59,low+Pi-5,Col-0,Plot13,Soil,low+Pi,Pot59,18175,9.80780230240172,0.955160824453166,0.140602428946115,-0.108949550525456,1.12839057731607,0.31380284426969,-0.249685678337137
Plate1C1,Plate1,C1,C,1,S62,low+Pi-2,phr1/phl1,Plot4,Soil,low+Pi,Pot62,64920,11.0809110216285,1.16498025252935,-0.112875953876562,0.419155261246523,-0.598644370125791,-0.290028123546111,-0.205522190775662
Plate1B7,Plate1,B7,B,7,S62,low+Pi-2,phr1/phl1,Plot4,Soil,low+Pi,Pot62,43145,10.6723218149424,-0.89433794485789,-1.36014354004491,-1.21472415612455,1.61897283306713,-0.933001959113734,-2.50482715917477
Plate2H7,Plate2,H7,H,7,S64,low+Pi-4,phr1/phl1,Plot10,Soil,low+Pi,Pot64,110087,11.6090262412617,1.34337117235675,0.299747872570649,0.521448951085885,0.689701560219051,0.36522801217769,-0.00525983244928149
Plate2G6,Plate2,G6,G,6,S65,low+Pi-5,phr1/phl1,Plot13,Soil,low+Pi,Pot65,56326,10.9389115192485,1.02678183230221,-0.0266306987030577,-0.391033502199193,1.13351741467017,0.203785931455127,-0.301168228659178
Plate1A3,Plate1,A3,A,3,S66,low+Pi-6,phr1/phl1,Plot16,Soil,low+Pi,Pot66,16253,9.69603278610318,1.2933202210734,0.192319833655571,-0.34599058989904,1.57121744648434,0.598975072762527,0.127139112237469
Plate1E11,Plate1,E11,E,11,S67,low+Pi-1,phf1,Plot1,Soil,low+Pi,Pot67,37591,10.5345199390243,0.984099361420951,-0.15597966738605,1.14679345401992,0.153663107890301,-0.765753904446127,-0.577480771334874
Plate2E3,Plate2,E3,E,3,S68,low+Pi-2,phf1,Plot4,Soil,low+Pi,Pot68,122714,11.7176117236197,1.06953076252492,0.046662444811807,0.730999242014124,0.357628434211063,-0.380178503921405,0.0874237219113761
Plate2E4,Plate2,E4,E,4,S69,low+Pi-3,phf1,Plot7,Soil,low+Pi,Pot69,111479,11.6215915113368,1.79073617747726,0.27304327581553,0.551818832271922,-0.772094868129675,-0.626459342309457,0.562312478178356
Plate3B5,Plate3,B5,B,5,S70,low+Pi-4,phf1,Plot10,Soil,low+Pi,Pot70,153806,11.9434473469963,1.34721732690683,0.394579089214008,0.683124862780878,0.54074164066124,-1.2264791176018,0.241115693610237
Plate2B12,Plate2,B12,B,12,S71,low+Pi-5,phf1,Plot13,Soil,low+Pi,Pot71,343868,12.7480131417856,0.929988120693585,-0.0802237778431343,-0.101130083942026,0.462882515953343,-0.366471570255218,-0.225539520459655
Plate2G4,Plate2,G4,G,4,S72,low+Pi-6,phf1,Plot16,Soil,low+Pi,Pot72,125538,11.7403637805673,1.37936077186254,0.0996845814842501,-0.0640892866423247,1.18274022151279,-0.393636090553558,0.430653146647048
