group,Gene,value,Fraction,Phosphate,Genotype
Root_low_phr1_phl1,AT1G53310,-0.862997253789849,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G56600,0.0886289958287819,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G61800,-0.277350098112615,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G62540,0.822085648317229,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G62710,0.00589992575705909,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G64590,-0.169049678164354,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G67600,-0.749426614232717,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G67810,-0.21713327748001,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G67920,0.0617499149281462,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G68620,0.531777186544772,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G68670,0.0890186600606515,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G68740,-0.126542431063002,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G69930,-0.481335751332735,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G70900,-1.53145559931241,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G71130,0.618312477469724,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G72070,-0.371919785652517,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G72520,-0.933195203170707,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G72890,0.470283474255935,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G73010,-1.54913044420488,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G73220,-0.361342507242575,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G74210,-1.21046068457553,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G76410,-0.472287222921963,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G76430,-1.47357508248926,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G76520,-0.286670581043434,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G01880,-0.348359494458421,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G02990,-0.818690039430982,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G03020,-0.637696722833867,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G04040,-0.286618468761238,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G04160,-0.774223306291065,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G11810,-1.09449782346319,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G16430,-0.906594483458106,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G17280,-1.10526365296588,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G18660,-0.697787727225413,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G22080,0.214366497804852,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G26660,0.1652857747312,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G27190,-0.788948149039602,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G28660,0.188954288509315,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G29460,-0.381288486803969,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G29670,0.493537233492093,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G30540,1.12498489930931,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G30550,0.0949371457622753,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G32830,-0.42819903449182,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G34810,-0.914816399359171,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G36970,0.746469539437415,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G37890,0.878320396496057,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G37980,-0.920420883568776,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G38740,-0.793231736398786,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G38940,-0.946855268941071,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G40710,0.864641313938196,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G40750,0.393761858206879,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G41070,0.715980534037802,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G42690,0.204673738496355,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G43535,-0.18641123718292,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G44260,-0.256476860573899,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G45130,-0.854165649242605,Root,low,phr1_phl1
Root_low_phr1_phl1,AT2G47130,0.858328521204597,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G01830,-1.12621937077791,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G02040,-0.335848589878751,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G02870,-0.500691471290531,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G02980,-0.17475351617609,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G03310,0.45721035815243,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G03790,-0.648876270144862,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G04350,0.66802451321982,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G04530,-0.498129379919532,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G05630,-0.250084028901338,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G05690,0.0420178775867845,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G07350,-0.0757025441720572,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G08720,-0.412980734732355,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G10420,0.459532701336931,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G11230,0.320108859500502,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G11670,0.0822532315819189,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G12350,1.37776016489718,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G12500,-0.751964848564239,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G13110,-0.177990600558132,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G14940,-0.577089264472475,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G15990,-0.726325069646752,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G17790,-1.01794751845,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G18080,-0.827330800506946,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G19970,-0.76465169303279,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G20660,-0.74761465055525,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G21560,0.588551226374691,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G23870,-1.30252801043193,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G25790,-0.814983168150643,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G27190,-0.533516187352535,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G43110,0.755186718738636,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G44510,-0.786373751483405,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G47420,-0.863814940223534,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G48850,-0.217477035726726,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G49350,0.661765710102607,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G50350,0.119503939781008,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G51860,-0.333056367539091,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G52190,-0.547258295591365,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G52720,-0.619838387848743,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G52820,-1.17955373331807,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G53620,-1.26403805041507,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G56040,-0.678874238432991,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G59140,-0.786091677019459,Root,low,phr1_phl1
Root_low_phr1_phl1,AT3G61410,-1.09792832887365,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G00500,0.249960644827861,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G00550,-0.942809479373132,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G01480,-0.639505095541031,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G03960,0.386149431779383,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G11600,-0.839287685174581,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G13000,-0.663771710675833,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G13700,-0.484963676970957,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G15740,-0.738855190568449,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G17030,-0.619194744267612,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G17615,-0.854072133671546,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G17790,-0.18074932305275,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G18700,0.893951677414818,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G19810,-0.129435408150132,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G21470,-1.72397013532835,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G23000,0.0810440994044315,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G24890,-0.507579600551327,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G25160,-0.585753108883966,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G26620,0.795255906013566,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G28260,-0.222380791147458,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G31240,-0.300073122720355,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G33030,-0.018205958771106,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G33770,-0.383695467063903,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G34200,0.53736051254678,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G35750,0.373382619578506,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G36350,-0.516038468537787,Root,low,phr1_phl1
Root_low_phr1_phl1,AT4G38320,-0.822725733121286,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G01220,-0.598470042982994,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G01820,0.383939691068066,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G02200,0.210184246858092,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G06300,0.0910863828290765,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G08030,-0.27735009811262,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G08380,-0.789293133118919,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G09470,-0.40896316822741,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G09570,-0.2511494567744,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G10740,-0.697479292504532,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G13820,-0.973937712726224,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G19430,0.0192579803991072,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G20150,-1.19156954055556,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G20400,0.220971633346898,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G20410,-0.74922357366043,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G20790,-0.260446071469695,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G24600,-1.18557007682943,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G26340,-0.0722914830700855,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G36940,-0.259593512017027,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G38710,-1.11109717192664,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G39720,-0.429440297379921,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G40690,-0.920217515873085,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G41080,-1.04930722660006,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G42800,-0.632745038930466,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G43150,0.167727616330516,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G43360,0.716245707635029,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G43370,-0.488841916720382,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G47740,-0.627710198298343,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G51050,-1.75815145595286,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G53420,0.585433931587944,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G57610,-0.243828938355606,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G61510,-1.30883809096443,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G61550,-0.529089932801368,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G63130,-1.12626542187375,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G63680,-0.72432410595471,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G64000,-1.21813715634486,Root,low,phr1_phl1
Root_low_phr1_phl1,AT5G67080,-0.817756050134196,Root,low,phr1_phl1
Root_low_Pi_Col_0,AT1G02310,0.845400757135453,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G03020,0.230658144411175,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G03250,-0.484595544479296,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G05000,-1.12679636358077,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G08310,-0.842019324326962,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G08650,0.136269221033526,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G13300,0.00392894617300743,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G13750,-0.179155352315968,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G17710,-0.329953055408025,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G17745,0.775921041373461,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G17830,-0.388368199020104,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G19200,0.532751245531001,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G22150,-0.391480240023739,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G22170,0.32278504058034,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G22410,0.957568923316578,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G22990,-0.524512425806712,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G23120,-1.56674835281245,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G23140,-1.07146828869774,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G24575,0.0176058198695707,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G27760,-0.103441805789024,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G30500,-0.666137406614147,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G31120,-0.622474245943066,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G32900,0.0819695135942879,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G35720,1.09440729996055,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G48370,-0.825004996859992,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G50110,0.164892903661573,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G53310,0.617176849551024,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G56600,0.392509687921849,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G61800,1.52542553961938,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G62540,0.626181965375845,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G62710,1.3942279330555,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G64590,-0.0526763777191554,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G67600,-0.579640011049434,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G67810,-1.43483551953611,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G67920,-0.481922873712571,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G68620,-0.390074950747632,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G68670,-0.354015763310559,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G68740,-0.558374672898893,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G69930,-0.547320252164029,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G70900,0.262932081691279,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G71130,-0.578971555062996,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G72070,-0.899280650314543,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G72520,-0.536097274105695,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G72890,-1.26957424210957,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G73010,0.180777966500091,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G73220,0.0137945940715436,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G74210,-0.0236970861627289,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G76410,-0.685667381941538,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G76430,-0.438835026513695,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT1G76520,-1.39160909770156,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G01880,-0.289801023637816,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G02990,0.835541459680595,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G03020,-0.637696722833867,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G04040,-0.68140390796732,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G04160,-0.0276667150052488,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G11810,-0.736381480333267,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G16430,1.10339283194725,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G17280,0.156891665126306,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G18660,-0.0111832205592198,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G22080,0.486369403394468,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G26660,-0.997174464443005,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G27190,-0.854495066029096,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G28660,-0.724816876285375,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G29460,0.435969883673214,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G29670,-0.0178995032095962,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G30540,-0.0389038023829533,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G30550,-0.497974357833115,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G32830,0.0581956357393884,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G34810,0.729953040323207,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G36970,-0.0822769429771212,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G37890,-0.189234076039739,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G37980,0.00893693832646192,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G38740,0.198320226297755,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G38940,-0.316059402184889,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G40710,0.321961684627787,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G40750,-0.639912407042824,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G41070,-0.411686579189772,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G42690,0.651481474226261,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G43535,0.0710422724450935,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G44260,0.955031892673706,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G45130,0.199608178338222,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT2G47130,-0.846038718884656,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G01830,-0.462220217111878,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G02040,-0.860490009441089,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G02870,-0.0624518227562894,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G02980,0.110000389267173,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G03310,-0.658421771588815,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G03790,0.274476986526228,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G04350,-0.976562672299374,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G04530,-0.770902750375675,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G05630,-0.905979314292281,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G05690,-0.992543984070287,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G07350,-0.691045304383954,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G08720,-1.48095955284115,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G10420,-1.19861104822253,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G11230,-1.24758312771322,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G11670,-0.597244556330343,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G12350,-0.205342745848593,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G12500,0.124736325969618,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G13110,0.0810302083401301,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G14940,-0.0159075295130079,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G15990,-0.676334931139382,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G17790,-0.601227576993484,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G18080,0.668676236058639,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G19970,-1.37857557503359,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G20660,-0.780190627917098,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G21560,0.463174872878688,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G23870,0.253046944931468,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G25790,-0.34537452259443,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G27190,-0.926253602204553,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G43110,0.417480530956402,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G44510,-1.02374011785632,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G47420,-0.699425571861748,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G48850,-0.0700297233548665,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G49350,-0.986309459075178,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G50350,-0.112800166522602,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G51860,-1.1402092156518,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G52190,-0.314939898836227,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G52720,-0.0939431458170228,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G52820,0.186917462984909,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G53620,0.944562993481931,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G56040,-0.952882166353524,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G59140,-0.382826981106889,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT3G61410,-0.778809104800776,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G00500,-1.22196420408643,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G00550,0.000163474288609855,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G01480,-0.400204845732195,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G03960,-0.982384408504222,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G11600,-0.275346238400119,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G13000,0.309678009276524,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G13700,0.225038332269989,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G15740,-0.485874530913038,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G17030,-0.090768220010647,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G17615,-1.40191828307241,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G17790,-1.0478081572412,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G18700,-0.10104218930045,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G19810,1.11655172719624,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G21470,0.169603670832303,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G23000,-1.19831922689746,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G24890,-0.455603381167775,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G25160,-0.397824531656006,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G26620,-0.432940844926854,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G28260,-0.957204293154447,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G31240,-0.946186437936121,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G33030,-1.28578536256002,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G33770,-0.401632423515521,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G34200,0.311288336617579,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G35750,-0.901991173957305,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G36350,0.460816863644293,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT4G38320,0.641861203047353,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G01220,-0.619574696852322,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G01820,0.82889837314651,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G02200,-0.931172886774294,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G06300,-0.363272751279031,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G08030,-0.27735009811262,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G08380,-0.491677422985292,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G09470,-0.40896316822741,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G09570,0.498770741517261,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G10740,-1.4351497319141,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G13820,0.121390266245705,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G19430,-0.441865115341315,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G20150,-0.830939820954304,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G20400,-0.389174744806447,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G20410,0.0268794271126553,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G20790,-0.949642085983598,Root,low_Pi,Col_0
Root_low_Pi_Col_0,AT5G24600,-1.07075792058146,Root,low_Pi,Col_0
