group,Gene,value,Fraction,Phosphate,Genotype
Root_low_phf1,AT1G17745,0.281451088472044,Root,low,phf1
Root_low_phf1,AT1G17830,0.204389329322851,Root,low,phf1
Root_low_phf1,AT1G19200,0.171772059825861,Root,low,phf1
Root_low_phf1,AT1G22150,0.21610964456951,Root,low,phf1
Root_low_phf1,AT1G22170,0.254530875212267,Root,low,phf1
Root_low_phf1,AT1G22410,-0.154143167829061,Root,low,phf1
Root_low_phf1,AT1G22990,0.0853608191150334,Root,low,phf1
Root_low_phf1,AT1G23120,0.378097170174546,Root,low,phf1
Root_low_phf1,AT1G23140,0.631417917566776,Root,low,phf1
Root_low_phf1,AT1G24575,0.59209675838515,Root,low,phf1
Root_low_phf1,AT1G27760,0.391932135112221,Root,low,phf1
Root_low_phf1,AT1G30500,0.206851497274064,Root,low,phf1
Root_low_phf1,AT1G31120,0.411345158930185,Root,low,phf1
Root_low_phf1,AT1G32900,0.589862843061605,Root,low,phf1
Root_low_phf1,AT1G35720,-0.0814186202362066,Root,low,phf1
Root_low_phf1,AT1G48370,-0.0672725663058733,Root,low,phf1
Root_low_phf1,AT1G50110,-0.182061857055148,Root,low,phf1
Root_low_phf1,AT1G53310,0.150193349221225,Root,low,phf1
Root_low_phf1,AT1G56600,0.31426522801129,Root,low,phf1
Root_low_phf1,AT1G61800,-0.277350098112615,Root,low,phf1
Root_low_phf1,AT1G62540,0.245667193238321,Root,low,phf1
Root_low_phf1,AT1G62710,0.0889050508576611,Root,low,phf1
Root_low_phf1,AT1G64590,0.149291242665201,Root,low,phf1
Root_low_phf1,AT1G67600,0.936608606809531,Root,low,phf1
Root_low_phf1,AT1G67810,0.141924773331648,Root,low,phf1
Root_low_phf1,AT1G67920,-0.178292194287486,Root,low,phf1
Root_low_phf1,AT1G68620,0.38139250757661,Root,low,phf1
Root_low_phf1,AT1G68670,0.52348561860912,Root,low,phf1
Root_low_phf1,AT1G68740,0.546823571498159,Root,low,phf1
Root_low_phf1,AT1G69930,-0.371977091252884,Root,low,phf1
Root_low_phf1,AT1G70900,0.88525806371028,Root,low,phf1
Root_low_phf1,AT1G71130,-0.0296634886510334,Root,low,phf1
Root_low_phf1,AT1G72070,0.585788403960832,Root,low,phf1
Root_low_phf1,AT1G72520,-0.333441860084544,Root,low,phf1
Root_low_phf1,AT1G72890,0.167252773369291,Root,low,phf1
Root_low_phf1,AT1G73010,0.411613221816175,Root,low,phf1
Root_low_phf1,AT1G73220,-0.0678342631441138,Root,low,phf1
Root_low_phf1,AT1G74210,0.184254291030304,Root,low,phf1
Root_low_phf1,AT1G76410,0.0125841538682778,Root,low,phf1
Root_low_phf1,AT1G76430,1.0603121620288,Root,low,phf1
Root_low_phf1,AT1G76520,0.178145328903066,Root,low,phf1
Root_low_phf1,AT2G01880,-0.243726724701578,Root,low,phf1
Root_low_phf1,AT2G02990,-0.164141705208432,Root,low,phf1
Root_low_phf1,AT2G03020,-0.637696722833867,Root,low,phf1
Root_low_phf1,AT2G04040,0.0744504281426703,Root,low,phf1
Root_low_phf1,AT2G04160,-0.303649739621047,Root,low,phf1
Root_low_phf1,AT2G11810,0.576749447986657,Root,low,phf1
Root_low_phf1,AT2G16430,-0.286911505548495,Root,low,phf1
Root_low_phf1,AT2G17280,-0.0639235238132743,Root,low,phf1
Root_low_phf1,AT2G18660,0.121092816603173,Root,low,phf1
Root_low_phf1,AT2G22080,-0.570421131556631,Root,low,phf1
Root_low_phf1,AT2G26660,0.335329479236363,Root,low,phf1
Root_low_phf1,AT2G27190,0.80792290631743,Root,low,phf1
Root_low_phf1,AT2G28660,0.566305447041295,Root,low,phf1
Root_low_phf1,AT2G29460,-0.18520857970212,Root,low,phf1
Root_low_phf1,AT2G29670,0.525349297168488,Root,low,phf1
Root_low_phf1,AT2G30540,-0.0249605973607239,Root,low,phf1
Root_low_phf1,AT2G30550,-0.342477992144376,Root,low,phf1
Root_low_phf1,AT2G32830,0.927868751420139,Root,low,phf1
Root_low_phf1,AT2G34810,-0.532894122259612,Root,low,phf1
Root_low_phf1,AT2G36970,0.174145080349708,Root,low,phf1
Root_low_phf1,AT2G37890,0.696930972253158,Root,low,phf1
Root_low_phf1,AT2G37980,-0.28002428859498,Root,low,phf1
Root_low_phf1,AT2G38740,0.659809846350764,Root,low,phf1
Root_low_phf1,AT2G38940,-0.23911797067358,Root,low,phf1
Root_low_phf1,AT2G40710,-0.12189956719398,Root,low,phf1
Root_low_phf1,AT2G40750,-0.217251303216486,Root,low,phf1
Root_low_phf1,AT2G41070,-0.488955266513903,Root,low,phf1
Root_low_phf1,AT2G42690,0.416756627343313,Root,low,phf1
Root_low_phf1,AT2G43535,-1.06419722428822,Root,low,phf1
Root_low_phf1,AT2G44260,-0.0870568224605753,Root,low,phf1
Root_low_phf1,AT2G45130,-0.158925719287075,Root,low,phf1
Root_low_phf1,AT2G47130,-0.455208071180746,Root,low,phf1
Root_low_phf1,AT3G01830,-0.494019670881948,Root,low,phf1
Root_low_phf1,AT3G02040,0.14420476433157,Root,low,phf1
Root_low_phf1,AT3G02870,0.661733831492954,Root,low,phf1
Root_low_phf1,AT3G02980,-0.387846924197868,Root,low,phf1
Root_low_phf1,AT3G03310,0.213437885206039,Root,low,phf1
Root_low_phf1,AT3G03790,0.42184406760208,Root,low,phf1
Root_low_phf1,AT3G04350,0.287066674492828,Root,low,phf1
Root_low_phf1,AT3G04530,-0.0412291234636322,Root,low,phf1
Root_low_phf1,AT3G05630,0.392046033696145,Root,low,phf1
Root_low_phf1,AT3G05690,-0.177765071999245,Root,low,phf1
Root_low_phf1,AT3G07350,0.583473415879369,Root,low,phf1
Root_low_phf1,AT3G08720,0.156666512849863,Root,low,phf1
Root_low_phf1,AT3G10420,0.437508631394226,Root,low,phf1
Root_low_phf1,AT3G11230,-0.070256669459208,Root,low,phf1
Root_low_phf1,AT3G11670,0.0279744810198452,Root,low,phf1
Root_low_phf1,AT3G12350,-0.546586967373176,Root,low,phf1
Root_low_phf1,AT3G12500,0.351127583298604,Root,low,phf1
Root_low_phf1,AT3G13110,0.033593282934347,Root,low,phf1
Root_low_phf1,AT3G14940,-0.126459335685282,Root,low,phf1
Root_low_phf1,AT3G15990,0.628452619213975,Root,low,phf1
Root_low_phf1,AT3G17790,0.735063787643125,Root,low,phf1
Root_low_phf1,AT3G18080,0.256998440878703,Root,low,phf1
Root_low_phf1,AT3G19970,0.801160832167168,Root,low,phf1
Root_low_phf1,AT3G20660,0.521544734569939,Root,low,phf1
Root_low_phf1,AT3G21560,0.351215686435841,Root,low,phf1
Root_low_phf1,AT3G23870,0.337395089456128,Root,low,phf1
Root_low_phf1,AT3G25790,0.627279589501172,Root,low,phf1
Root_low_phf1,AT3G27190,0.191622664105711,Root,low,phf1
Root_low_phf1,AT3G43110,-0.723868875621564,Root,low,phf1
Root_low_phf1,AT3G44510,0.498821979047567,Root,low,phf1
Root_low_phf1,AT3G47420,0.687329814459284,Root,low,phf1
Root_low_phf1,AT3G48850,0.073442346284943,Root,low,phf1
Root_low_phf1,AT3G49350,-0.0389891500603879,Root,low,phf1
Root_low_phf1,AT3G50350,-0.0766338709799635,Root,low,phf1
Root_low_phf1,AT3G51860,0.539397577289834,Root,low,phf1
Root_low_phf1,AT3G52190,-0.339299461186998,Root,low,phf1
Root_low_phf1,AT3G52720,-0.232007644025731,Root,low,phf1
Root_low_phf1,AT3G52820,0.400152797933288,Root,low,phf1
Root_low_phf1,AT3G53620,0.19862992550844,Root,low,phf1
Root_low_phf1,AT3G56040,0.751348593817719,Root,low,phf1
Root_low_phf1,AT3G59140,-0.422035290964299,Root,low,phf1
Root_low_phf1,AT3G61410,0.364764753024551,Root,low,phf1
Root_low_phf1,AT4G00500,0.251669022912394,Root,low,phf1
Root_low_phf1,AT4G00550,0.179958236801144,Root,low,phf1
Root_low_phf1,AT4G01480,0.350917342690943,Root,low,phf1
Root_low_phf1,AT4G03960,0.307916339754143,Root,low,phf1
Root_low_phf1,AT4G11600,0.639590404334209,Root,low,phf1
Root_low_phf1,AT4G13000,0.741051785873356,Root,low,phf1
Root_low_phf1,AT4G13700,0.577649192412335,Root,low,phf1
Root_low_phf1,AT4G15740,-0.0188177129949626,Root,low,phf1
Root_low_phf1,AT4G17030,-0.366784525541112,Root,low,phf1
Root_low_phf1,AT4G17615,0.342727534711665,Root,low,phf1
Root_low_phf1,AT4G17790,0.416061784741061,Root,low,phf1
Root_low_phf1,AT4G18700,0.221925841848672,Root,low,phf1
Root_low_phf1,AT4G19810,0.283792740632958,Root,low,phf1
Root_low_phf1,AT4G21470,0.458826602176948,Root,low,phf1
Root_low_phf1,AT4G23000,0.792751602949521,Root,low,phf1
Root_low_phf1,AT4G24890,0.452144965975849,Root,low,phf1
Root_low_phf1,AT4G25160,-0.33331276243428,Root,low,phf1
Root_low_phf1,AT4G26620,0.138135776150115,Root,low,phf1
Root_low_phf1,AT4G28260,0.143564228040594,Root,low,phf1
Root_low_phf1,AT4G31240,0.952468871181952,Root,low,phf1
Root_low_phf1,AT4G33030,0.608945009569874,Root,low,phf1
Root_low_phf1,AT4G33770,-0.160666988074793,Root,low,phf1
Root_low_phf1,AT4G34200,-0.32704275725074,Root,low,phf1
Root_low_phf1,AT4G35750,0.196588070093597,Root,low,phf1
Root_low_phf1,AT4G36350,0.414034475738729,Root,low,phf1
Root_low_phf1,AT4G38320,0.387252514379438,Root,low,phf1
Root_low_phf1,AT5G01220,0.0512170328239879,Root,low,phf1
Root_low_phf1,AT5G01820,-0.0591565811535867,Root,low,phf1
Root_low_phf1,AT5G02200,0.518156368011227,Root,low,phf1
Root_low_phf1,AT5G06300,-0.308496979511847,Root,low,phf1
Root_low_phf1,AT5G08030,-0.27735009811262,Root,low,phf1
Root_low_phf1,AT5G08380,0.288580809936099,Root,low,phf1
Root_low_phf1,AT5G09470,0.429071304205595,Root,low,phf1
Root_low_phf1,AT5G09570,0.304566143834048,Root,low,phf1
Root_low_phf1,AT5G10740,0.197855303417961,Root,low,phf1
Root_low_phf1,AT5G13820,0.312521224226038,Root,low,phf1
Root_low_phf1,AT5G19430,0.0999717391281521,Root,low,phf1
Root_low_phf1,AT5G20150,0.456281468092797,Root,low,phf1
Root_low_phf1,AT5G20400,-0.558413743002973,Root,low,phf1
Root_low_phf1,AT5G20410,0.683409495505441,Root,low,phf1
Root_low_phf1,AT5G20790,0.572199751880567,Root,low,phf1
Root_low_phf1,AT5G24600,0.541867701979899,Root,low,phf1
Root_low_phf1,AT5G26340,0.144422349621941,Root,low,phf1
Root_low_phf1,AT5G36940,0.241363761980704,Root,low,phf1
Root_low_phf1,AT5G38710,0.392225976513006,Root,low,phf1
Root_low_phf1,AT5G39720,-0.272042662860537,Root,low,phf1
Root_low_phf1,AT5G40690,-0.46840194924832,Root,low,phf1
Root_low_phf1,AT5G41080,-0.128160703983849,Root,low,phf1
Root_low_phf1,AT5G42800,0.192408099520626,Root,low,phf1
Root_low_phf1,AT5G43150,-0.0577040790555384,Root,low,phf1
Root_low_phf1,AT5G43360,0.419846823682942,Root,low,phf1
Root_low_phf1,AT5G43370,1.09237799540042,Root,low,phf1
Root_low_phf1,AT5G47740,-0.179500370747269,Root,low,phf1
Root_low_phf1,AT5G51050,-0.249365179759059,Root,low,phf1
Root_low_phf1,AT5G53420,0.304625824486379,Root,low,phf1
Root_low_phf1,AT5G57610,0.505064829101839,Root,low,phf1
Root_low_phf1,AT5G61510,0.71783522002064,Root,low,phf1
Root_low_phf1,AT5G61550,0.278695514306336,Root,low,phf1
Root_low_phf1,AT5G63130,0.0991670146078067,Root,low,phf1
Root_low_phf1,AT5G63680,0.368230634485309,Root,low,phf1
Root_low_phf1,AT5G64000,0.30640949359074,Root,low,phf1
Root_low_phf1,AT5G67080,0.150701905677508,Root,low,phf1
Root_low_phr1_phl1,AT1G02310,0.089857257130096,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G03020,-0.606640601523449,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G03250,-0.628621903909625,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G05000,-1.48821612894976,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G08310,-1.06816311391001,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G08650,0.332173724743288,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G13300,-0.00446200828572541,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G13750,-1.39035074480835,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G17710,-0.603834403310014,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G17745,-0.0966107181339212,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G17830,0.0884144583390876,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G19200,-0.914310204493011,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G22150,-0.391480240023739,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G22170,-0.263540619890937,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G22410,-0.812283790718465,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G22990,0.733365319662737,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G23120,0.26418293559239,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G23140,-1.15758674003811,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G24575,-0.138301368168504,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G27760,-0.99561062649629,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G30500,0.935832989980253,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G31120,0.20315273297881,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G32900,-0.512435741146346,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G35720,-0.309677659627967,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G48370,-0.765207390386206,Root,low,phr1_phl1
Root_low_phr1_phl1,AT1G50110,-0.965959495163375,Root,low,phr1_phl1
