Phosphate,variable,value
medium,Regulon,-0.964879282624484
medium,Regulon,-0.262541212718924
medium,Regulon,0.00592348814381697
medium,Regulon,0.759711517257997
medium,Regulon,-0.666429126835532
medium,Regulon,1.12917534374073
medium,Regulon,0.693146315937241
medium,Regulon,0.207621547681022
medium,Regulon,0.592372567454455
medium,Regulon,-0.680216668020338
medium,Regulon,0.288874480428093
medium,Regulon,-0.985185460182343
medium,Regulon,0.231301962220058
medium,Regulon,-0.7007728522962
medium,Regulon,-0.991069179272423
medium,Regulon,1.07718420394325
medium,Regulon,-0.0394171148860443
medium,Regulon,0.302625528823688
medium,Regulon,-0.0321972577591368
medium,Regulon,0.40271069250104
medium,Regulon,-0.0133695923144939
medium,Regulon,-0.0582447292379477
medium,Regulon,-0.500723987630698
medium,Regulon,-0.458957878675708
medium,Regulon,0.357740666460308
medium,Regulon,1.44355990186624
medium,Regulon,0.81521126489563
medium,Regulon,0.678908041724873
medium,Regulon,0.834664709656832
medium,Regulon,-0.135945387947332
medium,Regulon,0.0965214976491631
medium,Regulon,1.28213619257575
medium,Regulon,-0.308491835534217
medium,Regulon,0.658175073804617
medium,Regulon,-0.223622976157758
medium,Regulon,-0.122021604635981
medium,Regulon,-0.762479670766294
medium,Regulon,-0.156978297841658
medium,Regulon,-0.291882399784815
medium,Regulon,0.675192194411262
medium,Regulon,0.414178978798732
medium,Regulon,-0.175651700887552
medium,Regulon,0.257568820138376
medium,Regulon,-0.97517183851335
medium,Regulon,0.471817468360553
medium,Regulon,-0.83685386419077
medium,Regulon,-0.0699821457350471
medium,Regulon,-0.546737948292585
medium,Regulon,0.226355481739198
medium,Regulon,0.645547083145397
medium,Regulon,1.0523340786644
medium,Regulon,-0.101832378561009
medium,Regulon,-0.468979572030362
medium,Regulon,-1.07309418643254
medium,Regulon,-0.146916858986149
medium,Regulon,-0.668143014122695
medium,Regulon,-0.641849403744144
medium,Regulon,1.23857041576602
medium,Regulon,-0.359240482130982
medium,Regulon,0.129942905007471
medium,Regulon,-0.54685555213315
medium,Regulon,0.427554299875822
medium,Regulon,-0.150027256177994
medium,Regulon,0.164450482772165
medium,Regulon,-0.172230070475044
medium,Regulon,1.11513686606378
medium,Regulon,0.0947537019299736
medium,Regulon,0.0978705868688827
medium,Regulon,-0.255854665499896
medium,Regulon,-0.535216717728195
medium,Regulon,-0.564665977694163
medium,Regulon,0.36844559812448
medium,Regulon,0.796487849332194
medium,Regulon,-0.440583912854527
medium,Regulon,0.87985438776313
medium,Regulon,0.871497311050139
medium,Regulon,1.06807473058059
medium,Regulon,-0.472006076176713
medium,Regulon,-0.858744418968014
medium,Regulon,-0.65892773857504
medium,Regulon,0.0845428584153888
medium,Regulon,0.00691227750496831
medium,Regulon,0.395435377956623
medium,Regulon,-0.225708359214455
medium,Regulon,0.810006547819325
medium,Regulon,0.00808376415287676
medium,Regulon,-0.616050270370666
medium,Regulon,-0.676238007240161
medium,Regulon,0.6780030224419
medium,Regulon,-0.37280469196555
medium,Regulon,0.380439499546598
medium,Regulon,0.200584145024474
medium,Regulon,0.268985776633687
medium,Regulon,0.0325425095954194
medium,Regulon,0.543020161022909
medium,Regulon,0.715210536174678
medium,Regulon,-0.411041559333633
medium,Regulon,-0.549555874496814
medium,Regulon,0.246648796373001
medium,Regulon,-0.177950060928731
medium,Regulon,0.0210853125010251
medium,Regulon,-0.474032247338349
medium,Regulon,1.04466842323163
medium,Regulon,-0.316227766016839
medium,Regulon,-0.820808224058599
medium,Regulon,-0.668316543298525
medium,Regulon,0.0147222849492458
medium,Regulon,1.26491106406735
medium,Regulon,-0.197243972009535
medium,Regulon,-0.259638469310252
medium,Regulon,0.157329977830278
medium,Regulon,-0.491243155995955
medium,Regulon,-0.587117956239255
medium,Regulon,-0.819984523287367
medium,Regulon,-0.574200157802403
medium,Regulon,-0.277587127160069
medium,Regulon,-0.775335542678057
medium,Regulon,1.33931770924051
medium,Regulon,-0.523203571478186
medium,Regulon,-0.373808472935045
medium,Regulon,0.809265415359936
medium,Regulon,0.180744754205862
medium,Regulon,0.835492966212775
medium,Regulon,-0.265324287712135
medium,Regulon,-0.895971817519403
medium,Regulon,-0.280721723110344
medium,Regulon,-0.389972637106292
medium,Regulon,0.475439330886775
medium,Regulon,1.22450058883754
medium,Regulon,0.125876543141073
medium,Regulon,0.836711524923494
medium,Regulon,0.373311425493381
medium,Regulon,0.0641081663166114
medium,Regulon,0.141073016235837
high,Regulon,0.983272407473866
high,Regulon,-0.316227766016839
high,Regulon,0.441259714558802
high,Regulon,0.257525437143629
high,Regulon,-0.00865043602284616
high,Regulon,0.799647577116901
high,Regulon,-0.0671353579044233
high,Regulon,-0.0224627181283094
high,Regulon,-0.286338990699506
high,Regulon,-0.299517077991893
high,Regulon,-0.228890763481292
high,Regulon,0.513621564512289
high,Regulon,0.408444640265615
high,Regulon,0.363439390278513
high,Regulon,-0.536638805377859
high,Regulon,1.17859450879307
high,Regulon,0.415291778137074
high,Regulon,0.100596168875655
high,Regulon,0.204231146770922
high,Regulon,-0.0262940547467649
high,Regulon,0.179714011679473
high,Regulon,0.792447460349191
high,Regulon,-0.123710955784548
high,Regulon,-0.394377009093075
high,Regulon,0.311000952644024
high,Regulon,0.255826983769059
high,Regulon,-0.241158727427548
high,Regulon,-7.2117735498913e-05
high,Regulon,0.19745624178506
high,Regulon,0.316587500988994
high,Regulon,0.235079961115752
high,Regulon,0.661386225844613
high,Regulon,-0.0764057402100238
high,Regulon,0.0453717100697193
high,Regulon,0.637168246310803
high,Regulon,0.638272016425457
high,Regulon,-0.612011832396709
high,Regulon,0.336921681845561
high,Regulon,-0.564169210068356
high,Regulon,-0.249804079725833
high,Regulon,-0.07051188276908
high,Regulon,-0.29791560356295
high,Regulon,-0.462413903613516
high,Regulon,-0.189576443454443
high,Regulon,-0.496020806432488
high,Regulon,0.0617751158338894
high,Regulon,0.277996855436118
high,Regulon,-0.987400133451902
high,Regulon,-0.0205792827079217
high,Regulon,-0.432216283070576
high,Regulon,0.759340398101358
high,Regulon,-0.313337019092424
high,Regulon,-0.159327656521194
high,Regulon,-0.491638610883897
high,Regulon,0.154303338378893
high,Regulon,-0.352571764327092
high,Regulon,0.10536540185723
high,Regulon,0.424512321609295
high,Regulon,-0.320502700685254
high,Regulon,-0.331717587596432
high,Regulon,-0.38685139225857
high,Regulon,-0.624971790180439
high,Regulon,-0.448448549071104
high,Regulon,-0.361178762957776
high,Regulon,-0.402859205838665
high,Regulon,-0.720041647903832
high,Regulon,0.69851089147299
high,Regulon,-0.342491387641516
high,Regulon,-0.0956147556669612
high,Regulon,-0.352963249068132
high,Regulon,0.273676461476443
high,Regulon,0.220059867784072
high,Regulon,0.492199566580726
high,Regulon,-0.614618450563924
high,Regulon,0.691339279396627
high,Regulon,-0.101433140005336
high,Regulon,0.00140151335495331
high,Regulon,-0.212656675441761
high,Regulon,0.109128150796167
high,Regulon,-0.561612785008205
high,Regulon,-0.165867506848273
high,Regulon,-0.0221066027974813
high,Regulon,-0.580329523146255
high,Regulon,-0.706783632777253
high,Regulon,-0.466329002556439
high,Regulon,1.06016208111892
high,Regulon,0.128964080122496
high,Regulon,-0.348254082490332
high,Regulon,-0.257588615250123
high,Regulon,0.253085518153593
high,Regulon,-0.734741895925495
high,Regulon,0.405837054428115
high,Regulon,-1.04451111280283
high,Regulon,-0.410623920436001
high,Regulon,0.630077620023943
high,Regulon,0.640735863842083
high,Regulon,0.0740981558189147
high,Regulon,-0.699073062786202
high,Regulon,-0.29089342194447
high,Regulon,-1.23697100577599
high,Regulon,0.317192025388957
high,Regulon,-0.071298042343153
high,Regulon,-0.152096831347868
high,Regulon,-0.243872221494564
high,Regulon,0.508661083163027
high,Regulon,-0.716568165486592
high,Regulon,-0.163085731179049
high,Regulon,1.09057277265284
high,Regulon,-0.0393219170650747
high,Regulon,-0.0701665779921451
high,Regulon,-0.0312332625957397
high,Regulon,0.848881818834236
high,Regulon,-0.580157642835415
high,Regulon,-0.262793078469634
high,Regulon,0.178457215345385
high,Regulon,-0.386304050542852
high,Regulon,0.331707586512386
high,Regulon,-0.186803744204412
high,Regulon,-0.287631045062719
high,Regulon,-0.544591046017533
high,Regulon,-0.539947647986732
high,Regulon,-0.260611371564376
high,Regulon,0.355300031497434
high,Regulon,0.171013525012403
high,Regulon,-0.415818920757832
high,Regulon,-0.180623698616048
high,Regulon,0.614647846317711
high,Regulon,-0.22137471444738
high,Regulon,0.0631086059461777
high,Regulon,-0.098234220716699
high,Regulon,-0.472006076176713
high,Regulon,-0.0762300684076451
high,Regulon,0.382348762250413
high,Regulon,0.708554303579844
high,Regulon,0.00283034404446821
high,Regulon,0.139813119162529
high,Regulon,0.327392231641125
high,Regulon,-0.5176386293939
high,Regulon,0.0683008710767529
high,Regulon,-0.422213357842245
high,Regulon,0.21414295564293
high,Regulon,-0.562493692132419
high,Regulon,-0.584020220426396
high,Regulon,0.62953813625608
high,Regulon,-0.211548597799715
high,Regulon,-0.582131357841897
high,Regulon,-0.830299805108967
high,Regulon,-0.199834192992129
high,Regulon,-0.474338759169718
high,Regulon,0.463663549343764
high,Regulon,0.194292305417084
high,Regulon,0.304161555566176
high,Regulon,1.11360483222426
high,Regulon,0.652490630411008
high,Regulon,0.290485968147933
high,Regulon,-0.498854324931062
high,Regulon,0.737864787372621
high,Regulon,-0.0185801312033695
high,Regulon,0.170135876733213
high,Regulon,-0.266580125582363
high,Regulon,-0.316227766016837
high,Regulon,-0.234837996793018
high,Regulon,-0.704496381430649
high,Regulon,-0.426625068304519
high,Regulon,0.221652345373102
high,Regulon,-0.175797221541113
high,Regulon,-0.442756518190881
high,Regulon,-0.754758525139535
high,Regulon,0.682188010448505
high,Regulon,-0.274873004025437
high,Regulon,-0.218406049736291
high,Regulon,0.803914550643697
high,Regulon,-0.5683788412723
high,Regulon,-0.472186826207242
high,Regulon,0.742908356239062
high,Regulon,-0.217265305177279
high,Regulon,-0.529848746858821
high,Regulon,0.28494537121688
high,Regulon,0.887008795447736
high,Regulon,0.922847182355113
high,Regulon,0.265582751747414
high,Regulon,-0.427886353454208
high,Regulon,0.335445163756732
high,Regulon,0.545080258902334
high,Regulon,-0.858301861589481
high,Regulon,0.297177711272782
high,Regulon,-0.786462987803899
low_Pi,Regulon,-0.261872556158677
low_Pi,Regulon,1.26491106406735
low_Pi,Regulon,-0.473269206283699
low_Pi,Regulon,-0.501567107349646
low_Pi,Regulon,-0.436329148778522
low_Pi,Regulon,-0.210760769557853
low_Pi,Regulon,0.503315969947018
low_Pi,Regulon,-0.764201176406534
low_Pi,Regulon,-0.679288825010294
low_Pi,Regulon,0.415954609159069
low_Pi,Regulon,0.0608421890522135
low_Pi,Regulon,-0.199437068507982
low_Pi,Regulon,-0.557460346344434
low_Pi,Regulon,0.168062135563166
low_Pi,Regulon,0.537095309275831
low_Pi,Regulon,-0.716015437483583
low_Pi,Regulon,-0.908511853817011
low_Pi,Regulon,-0.965938549859525
low_Pi,Regulon,0.238554810673016
low_Pi,Regulon,-0.729937094561323
low_Pi,Regulon,-0.4238670230567
low_Pi,Regulon,-0.55920109913044
low_Pi,Regulon,-0.267733568021058
low_Pi,Regulon,0.258273286254241
low_Pi,Regulon,-1.278294556299
low_Pi,Regulon,-0.320637494093446
low_Pi,Regulon,0.125848234895748
low_Pi,Regulon,0.0445645649466709
low_Pi,Regulon,0.425343053501101
low_Pi,Regulon,0.253154078172118
low_Pi,Regulon,0.656202705828103
low_Pi,Regulon,-0.540778959290862
low_Pi,Regulon,-0.0634148145999997
low_Pi,Regulon,-0.944402302458874
low_Pi,Regulon,-0.785130748414831
low_Pi,Regulon,-0.22042992387414
low_Pi,Regulon,0.60943407759695
low_Pi,Regulon,-0.292608996039215
low_Pi,Regulon,-0.396548434204035
low_Pi,Regulon,-0.0361728400855847
low_Pi,Regulon,-0.478399912342211
low_Pi,Regulon,-0.16020819358959
low_Pi,Regulon,-0.959654292418924
low_Pi,Regulon,-0.984163815819637
low_Pi,Regulon,-0.454288372473166
low_Pi,Regulon,-0.361145577115468
low_Pi,Regulon,-0.701954932863047
low_Pi,Regulon,0.208755205200816
low_Pi,Regulon,-0.395824092756252
low_Pi,Regulon,-0.286923798318404
low_Pi,Regulon,-0.607394011437827
low_Pi,Regulon,0.567537685422927
low_Pi,Regulon,-0.907703775785609
low_Pi,Regulon,0.0302858245929389
low_Pi,Regulon,-0.393642012842842
low_Pi,Regulon,-0.734572472635983
low_Pi,Regulon,0.0500604347878975
low_Pi,Regulon,-0.4555012278463
low_Pi,Regulon,-0.284232725332656
low_Pi,Regulon,0.332171434224077
low_Pi,Regulon,-0.569460697747087
low_Pi,Regulon,-0.407000773837351
low_Pi,Regulon,0.314580617168171
low_Pi,Regulon,0.00915867607171406
low_Pi,Regulon,0.435656977268101
low_Pi,Regulon,0.315601550006875
low_Pi,Regulon,-0.744597649077836
low_Pi,Regulon,0.552365989429952
low_Pi,Regulon,0.0647956483600528
low_Pi,Regulon,0.13225325084191
low_Pi,Regulon,-0.0731042934635616
low_Pi,Regulon,-0.697318743030586
low_Pi,Regulon,-0.539424931711368
low_Pi,Regulon,-0.548004833649281
low_Pi,Regulon,0.069683082075944
low_Pi,Regulon,-0.0831797790009652
low_Pi,Regulon,-0.540665266216289
low_Pi,Regulon,0.645921150810427
low_Pi,Regulon,-0.557308165252478
low_Pi,Regulon,0.666849679346539
low_Pi,Regulon,-0.296322778770689
low_Pi,Regulon,-0.873202116822491
low_Pi,Regulon,-0.413683155380266
low_Pi,Regulon,-0.0174527777443214
low_Pi,Regulon,0.00148586766956121
low_Pi,Regulon,-1.04797536042487
low_Pi,Regulon,-0.346215338424528
low_Pi,Regulon,0.16898934648361
low_Pi,Regulon,-0.252556575771931
low_Pi,Regulon,-0.808327652340048
low_Pi,Regulon,-0.519019058255195
low_Pi,Regulon,-1.25173714175032
low_Pi,Regulon,0.343775043634667
low_Pi,Regulon,-1.04971723488027
low_Pi,Regulon,-1.15570389060222
low_Pi,Regulon,-1.00218956372014
low_Pi,Regulon,-0.591484087057168
low_Pi,Regulon,-0.128911440477051
low_Pi,Regulon,0.316348320738644
low_Pi,Regulon,0.827322166143288
low_Pi,Regulon,-0.498594775522101
low_Pi,Regulon,-0.526206236630557
low_Pi,Regulon,-0.584406837277136
low_Pi,Regulon,0.64017245060797
low_Pi,Regulon,-1.48976268517655
low_Pi,Regulon,0.159476800139022
low_Pi,Regulon,0.743281251769495
low_Pi,Regulon,-0.394928946662697
low_Pi,Regulon,0.137848555126332
low_Pi,Regulon,-0.474977024440742
low_Pi,Regulon,-0.121208833979414
low_Pi,Regulon,-1.23726453019102
low_Pi,Regulon,-0.247464650789131
low_Pi,Regulon,-0.307827435586845
low_Pi,Regulon,-1.1327522239601
low_Pi,Regulon,-0.0446987036839171
low_Pi,Regulon,-1.14829219154526
low_Pi,Regulon,-0.868712709651281
low_Pi,Regulon,-0.436160967014435
low_Pi,Regulon,-0.0217034605261461
low_Pi,Regulon,1.0972442132304
low_Pi,Regulon,-0.869893757039213
low_Pi,Regulon,-0.904738492881646
low_Pi,Regulon,-1.11229145771643
low_Pi,Regulon,-0.506341328134529
low_Pi,Regulon,-0.629359734793166
low_Pi,Regulon,-1.02322080033474
low_Pi,Regulon,-0.563811782638621
low_Pi,Regulon,-0.594903790577722
low_Pi,Regulon,-0.23339200438587
low_Pi,Regulon,0.602883854401822
low_Pi,Regulon,-0.321340009880639
low_Pi,Regulon,-0.487395305850204
low_Pi,Regulon,-1.64747887904506
low_Pi,Regulon,-0.625041115448163
low_Pi,Regulon,0.173366020615501
low_Pi,Regulon,0.599871069481994
low_Pi,Regulon,-0.500493692223228
low_Pi,Regulon,-0.809607594850266
low_Pi,Regulon,-0.134384356005383
low_Pi,Regulon,-0.435034337915474
low_Pi,Regulon,0.297538824149002
low_Pi,Regulon,0.194396716442755
low_Pi,Regulon,-1.03923395272951
low_Pi,Regulon,-0.829000104198943
low_Pi,Regulon,-0.069405798917438
low_Pi,Regulon,0.35643698942815
low_Pi,Regulon,-0.326820800964005
low_Pi,Regulon,0.707805741334481
low_Pi,Regulon,0.631605208923181
low_Pi,Regulon,-0.733753102893928
low_Pi,Regulon,-0.0428431623698592
low_Pi,Regulon,-0.717478307158331
low_Pi,Regulon,-0.99416889051235
low_Pi,Regulon,-0.474032247338349
low_Pi,Regulon,-0.451224242152789
low_Pi,Regulon,-0.316227766016839
low_Pi,Regulon,0.601532591252053
low_Pi,Regulon,-1.00638936702918
low_Pi,Regulon,-0.097641557471979
low_Pi,Regulon,-0.316227766016837
low_Pi,Regulon,-0.0521340287949215
low_Pi,Regulon,-0.203984943831742
low_Pi,Regulon,-0.612219550543956
low_Pi,Regulon,-0.215391852586635
low_Pi,Regulon,-0.587117956239255
low_Pi,Regulon,-0.268600360251375
low_Pi,Regulon,0.428279792015732
low_Pi,Regulon,-0.573838949186887
low_Pi,Regulon,0.206142571280504
low_Pi,Regulon,-0.208922120121503
low_Pi,Regulon,-0.871324734737218
low_Pi,Regulon,0.250953268581056
low_Pi,Regulon,-0.472186826207242
low_Pi,Regulon,-0.223912824752677
low_Pi,Regulon,-0.0668684482718327
low_Pi,Regulon,-0.356705998201694
low_Pi,Regulon,-0.877649240327522
low_Pi,Regulon,-0.814857460187496
low_Pi,Regulon,-0.633841943808342
low_Pi,Regulon,-0.705375316026577
low_Pi,Regulon,-0.249885542612742
low_Pi,Regulon,-0.634080248389928
low_Pi,Regulon,-0.833306834870686
low_Pi,Regulon,-0.330631749757357
low_Pi,Regulon,-1.17006475218086
low_Pi,Regulon,-0.393225854821075
low,ZPiperG,-2.45229324917495
low,ZPiperG,-0.102907677706743
low,ZPiperG,0.525626991441489
low,ZPiperG,0.651772788410472
low,ZPiperG,-1.59504192227803
low,ZPiperG,-0.557702014061113
medium,ZPiperG,-0.719507505883875
medium,ZPiperG,-1.3568973686652
medium,ZPiperG,0.105730281380039
medium,ZPiperG,1.10566182243015
medium,ZPiperG,0.0713757795832207
medium,ZPiperG,0.0142855613462109
high,ZPiperG,1.2628955386946
high,ZPiperG,-1.74548640709695
high,ZPiperG,0.339503283755954
high,ZPiperG,-0.473608081214918
high,ZPiperG,1.23181085088748
high,ZPiperG,0.446026333465336
low_Pi,ZPiperG,0.237355275863133
low_Pi,ZPiperG,0.598392292568967
low_Pi,ZPiperG,1.27081489536872
low_Pi,ZPiperG,0.373558545440129
low_Pi,ZPiperG,-0.190026134231267
low_Pi,ZPiperG,0.958660119677148
