Plate1PhosphateB4,Plate2PhosphateA1,Plate2PhosphateC11,Plate2PhosphateC4,Plate2PhosphateD3,Plate3PhosphateE2,Plate1PhosphateA4,Plate2PhosphateB11,Plate3PhosphateA3,Plate3PhosphateC3,Plate3PhosphateF3,Plate3PhosphateH3,Plate1PhosphateA2,Plate1PhosphateE1,Plate1PhosphateF12,Plate1PhosphateG4,Plate2PhosphateF7,Plate3PhosphateD3,Plate1PhosphateB3,Plate1PhosphateC3,Plate2PhosphateF1,Plate2PhosphateG4,Plate2PhosphateH8,Plate3PhosphateH1,Plate1PhosphateC7,Plate1PhosphateD7,Plate2PhosphateH1,Plate3PhosphateB4,Plate3PhosphateF4,Plate3PhosphateG1,Plate1PhosphateE6,Plate1PhosphateG9,Plate2PhosphateD5,Plate2PhosphateE10,Plate2PhosphateF8,Plate3PhosphateB2
Plate2PhosphateH8,0.266847549113641,0.371786406827755,0.262398565657115,0.245740120512419,0.428737355741483,0.39329528633027,0.251036489158294,0.107477037181199,0.292457117147517,0.335832050069896,0.172245770503847,0.358302597528085,0.32035196566376,0.28418188475171,0.376591801677227,0.133835523683674,0.0751327010727522,0.165735018139694,0.374779089683982,0.098500507205737,0.466214654132038,0.243086309889398,0,0.20210072635805,0.230848363251391,0.407689063687072,0.292416881191767,0.370689561996389,0.306975727935871,0.282199868667962,0.16850020540266,0.341381975716844,0.138835975875746,0.409717148458472,0.410931721205198,0.216240015366336
Plate3PhosphateH1,0.185786169212074,0.296840999778619,0.196601966824281,0.18800109286179,0.342548400895871,0.295218131490837,0.186810532010675,0.203825799486781,0.215336604460876,0.252804417745559,0.127544658929908,0.248511934350836,0.211441096719326,0.245187856163096,0.300289337235335,0.175049412593729,0.213465039807426,0.0676005362717443,0.283408549251666,0.11052806660491,0.364311979508717,0.217861435671713,0.20210072635805,0,0.192172279937154,0.340359738883737,0.230286729860444,0.25191483785017,0.227978013315025,0.140427288211917,0.127250750357394,0.246294354896384,0.159540597390861,0.331536722006231,0.334208992694664,0.125596899548823
Plate1PhosphateC7,0.249937681104754,0.304775868490234,0.276780345128857,0.300641205773108,0.346706238239322,0.305131968753729,0.145852686593121,0.216535133429843,0.253554368422743,0.26350814724604,0.212446775287956,0.27959834708612,0.261937817043132,0.176894444623673,0.255622641919001,0.138981519772683,0.228846558404834,0.188417085964605,0.276816681010824,0.157723685951748,0.372472170756213,0.21449906343146,0.230848363251391,0.192172279937154,0,0.290685760198405,0.236534748983291,0.256985935308825,0.200877640736261,0.211709972309019,0.177793278190736,0.293802516798171,0.262678034587292,0.324149400129443,0.315161519850212,0.16887694847814
Plate1PhosphateD7,0.398602691196168,0.330801764553163,0.440817920988185,0.467322076339258,0.299084869942568,0.31177855179147,0.333401661115563,0.418437755308657,0.299165492356616,0.232860302346357,0.377042231431859,0.234091156961267,0.223205641088289,0.171676538544808,0.13216689755387,0.368951168944278,0.383821431568348,0.354488599686003,0.209065308078485,0.342118742580288,0.20746967168811,0.258923328672266,0.407689063687072,0.340359738883737,0.290685760198405,0,0.172518573479052,0.185744131266242,0.276186891709642,0.292338273760318,0.303293037757507,0.264284857886925,0.383177947991744,0.249380494414151,0.178512192046243,0.278833152367702
Plate2PhosphateH1,0.266916643664416,0.250787162597687,0.305402661871057,0.329114871129852,0.255952564699526,0.23721246932428,0.245157715724952,0.321984254556964,0.175527540631807,0.139475162941208,0.278633715938295,0.152303142639829,0.0952329258270761,0.121644455774556,0.132978483184888,0.270774743535622,0.282103295190003,0.229385233582808,0.13850517249783,0.236364159072708,0.260303147652964,0.137688245761564,0.292416881191767,0.230286729860444,0.236534748983291,0.172518573479052,0,0.176606932602223,0.223223262004213,0.172876572781445,0.202463011089862,0.136816715896001,0.241433496846478,0.151150742947943,0.154324213311023,0.178459389759831
Plate3PhosphateB4,0.3130719796228,0.285414820145148,0.365983496658778,0.373718770019218,0.300481997353338,0.271108133328893,0.294242069421429,0.388553558866168,0.229879976731685,0.23574357666408,0.325391838114101,0.240663440463676,0.186946137923354,0.135756426195061,0.128186529866243,0.340741476434878,0.358640443184944,0.258703476380156,0.128768715012826,0.294500230900118,0.172469314978095,0.219375396425067,0.370689561996389,0.25191483785017,0.256985935308825,0.185744131266242,0.176606932602223,0,0.183709047075725,0.196651562000998,0.253214393238003,0.216287740322078,0.2770682287181,0.209701852202,0.158973049129694,0.228304597814642
Plate3PhosphateF4,0.267417410700758,0.294930175198879,0.324132081641094,0.333130238621434,0.293376047522789,0.30637867582116,0.273248370800752,0.343493331052811,0.29282575956316,0.241694613557277,0.301402321226278,0.284001658008734,0.251632227265842,0.203618244732922,0.239116152683567,0.302788820532975,0.331188448334284,0.218299158941617,0.238551062699067,0.24542743668142,0.243157217427566,0.291652970021326,0.306975727935871,0.227978013315025,0.200877640736261,0.276186891709642,0.223223262004213,0.183709047075725,0,0.213985237201011,0.256231790317139,0.296027318729468,0.294357559070475,0.288074570860068,0.239768495774099,0.221448740010819
Plate3PhosphateG1,0.20609892256676,0.27142847509051,0.259510845835159,0.270555659625703,0.317108669655303,0.245990803719416,0.206369581991367,0.295838646050495,0.200137312374335,0.213872612781159,0.2168441000095,0.205444877434535,0.157238371069468,0.186352624352593,0.251898729959406,0.244919965648046,0.276158771729823,0.166104019645052,0.219882685327894,0.195537926740853,0.31526612012743,0.222783012572296,0.282199868667962,0.140427288211917,0.211709972309019,0.292338273760318,0.172876572781445,0.196651562000998,0.213985237201011,0,0.175587565517532,0.201657004932459,0.204680467254504,0.260881449235272,0.284421985089773,0.134454349418271
Plate1PhosphateE6,0.215675519753058,0.326191571066686,0.211557246121107,0.217467585568745,0.353188063755506,0.306606659412443,0.171240026378478,0.17843541023165,0.196788993874409,0.260709265473813,0.113021701879533,0.262435407752118,0.211070175356619,0.201728348528038,0.268752296306478,0.118596690167257,0.155310992403888,0.12513093108075,0.269960818318715,0.0871967061505985,0.369580445785343,0.164820665785955,0.16850020540266,0.127250750357394,0.177793278190736,0.303293037757507,0.202463011089862,0.253214393238003,0.256231790317139,0.175587565517532,0,0.245818294329644,0.119250599330791,0.325585520056341,0.323210496033651,0.0752033154032169
Plate1PhosphateG9,0.28337918665217,0.263816394956469,0.319069161485045,0.323603335199988,0.296172705437752,0.241696616219962,0.284107131242011,0.343436615174943,0.164586168676541,0.18564724199724,0.294666465486861,0.161502870620657,0.0915343976905464,0.190026346651118,0.16822196371347,0.310700932089755,0.320470642633038,0.246812632574213,0.178859017927457,0.274468075603734,0.313724760914995,0.126677514580887,0.341381975716844,0.246294354896384,0.293802516798171,0.264284857886925,0.136816715896001,0.216287740322078,0.296027318729468,0.201657004932459,0.245818294329644,0,0.255121322061557,0.131057994055945,0.161160706809822,0.220702331520457
Plate2PhosphateD5,0.25338636968151,0.349867379700833,0.256429598388101,0.220799840630428,0.403433852274072,0.335981950258197,0.270738843523223,0.158938442188201,0.217300024172613,0.293380975787764,0.174861185734888,0.284587515838426,0.230610129951759,0.264713714569848,0.332368993916228,0.175272151575632,0.12681811284528,0.141954524015876,0.277106007353423,0.128543497972302,0.372191561482279,0.222107640009961,0.138835975875746,0.159540597390861,0.262678034587292,0.383177947991744,0.241433496846478,0.2770682287181,0.294357559070475,0.204680467254504,0.119250599330791,0.255121322061557,0,0.330825159109622,0.342932600245709,0.174957775958719
Plate2PhosphateE10,0.354326226008161,0.281470761217005,0.406047481141168,0.412199827208983,0.31657116228442,0.269749319298687,0.350598582668037,0.430244999601301,0.238726011443617,0.218218380361008,0.388014650194938,0.201383714529311,0.159979562197484,0.19273847571334,0.180892115313107,0.389955963709668,0.396976331972435,0.338045225965758,0.140383030663519,0.35465139317916,0.26877072247542,0.186202456819905,0.409717148458472,0.331536722006231,0.324149400129443,0.249380494414151,0.151150742947943,0.209701852202,0.288074570860068,0.260881449235272,0.325585520056341,0.131057994055945,0.330825159109622,0,0.133372253752218,0.296015920178726
Plate2PhosphateF8,0.358572024854623,0.292056917763676,0.410877393439969,0.42680766693481,0.260475635587827,0.281809875752603,0.358901266868936,0.440722718595331,0.251898906388991,0.19132892066811,0.395135266174606,0.216282219560555,0.178851719502732,0.179293410892798,0.108307685123742,0.389454041549773,0.399184054573386,0.339887759513738,0.159496071915637,0.356991113510144,0.232660672358994,0.203812164990093,0.410931721205198,0.334208992694664,0.315161519850212,0.178512192046243,0.154324213311023,0.158973049129694,0.239768495774099,0.284421985089773,0.323210496033651,0.161160706809822,0.342932600245709,0.133372253752218,0,0.295487769379572
Plate3PhosphateB2,0.199495872397369,0.315561952700273,0.211142868056004,0.232548809824466,0.325355091170599,0.279839467647022,0.163243494920111,0.221389304752883,0.201244019526259,0.231515068168164,0.143457485373062,0.235790638889078,0.181271178163618,0.180646973206139,0.238802493629104,0.16610994132759,0.200784342154958,0.132903022060659,0.246063814013017,0.131970912028742,0.358830113545084,0.159873684132599,0.216240015366336,0.125596899548823,0.16887694847814,0.278833152367702,0.178459389759831,0.228304597814642,0.221448740010819,0.134454349418271,0.0752033154032169,0.220702331520457,0.174957775958719,0.296015920178726,0.295487769379572,0
