Gene,group,value
AT5G67080,Full_50Pi,1.3025276585163
AT1G02310,NB_50Pi,0.300958475613803
AT1G03020,NB_50Pi,0.0657870104063031
AT1G03250,NB_50Pi,0.177111742493494
AT1G05000,NB_50Pi,0.48239236506293
AT1G08310,NB_50Pi,0.701140508007049
AT1G08650,NB_50Pi,0.218933344824304
AT1G13300,NB_50Pi,-0.182028391440373
AT1G13750,NB_50Pi,0.460860845215061
AT1G17710,NB_50Pi,0.579378821350705
AT1G17745,NB_50Pi,0.386265695244403
AT1G17830,NB_50Pi,0.0519640624430985
AT1G19200,NB_50Pi,0.227136326145856
AT1G22150,NB_50Pi,0.199024597155281
AT1G22170,NB_50Pi,0.353543966812447
AT1G22410,NB_50Pi,0.345510814633688
AT1G22990,NB_50Pi,0.195734958055753
AT1G23120,NB_50Pi,0.254719226159705
AT1G23140,NB_50Pi,0.549114542730622
AT1G24575,NB_50Pi,0.330760866859762
AT1G27760,NB_50Pi,0.294187073772038
AT1G30500,NB_50Pi,0.0778319832269819
AT1G31120,NB_50Pi,-0.0150032312615975
AT1G32900,NB_50Pi,-0.768933201741714
AT1G35720,NB_50Pi,0.52665523684593
AT1G48370,NB_50Pi,0.418649663839546
AT1G50110,NB_50Pi,0.254715795081145
AT1G53310,NB_50Pi,0.467333830170072
AT1G56600,NB_50Pi,0.266645378806975
AT1G56650,NB_50Pi,-0.410663909165008
AT1G61800,NB_50Pi,-0.37852960868505
AT1G62540,NB_50Pi,-0.282773848366112
AT1G62710,NB_50Pi,-0.0577985800379227
AT1G64590,NB_50Pi,0.641465487918725
AT1G66390,NB_50Pi,-0.288417665912835
AT1G67600,NB_50Pi,0.427449158093034
AT1G67810,NB_50Pi,0.656456119576083
AT1G67920,NB_50Pi,0.26431440409297
AT1G68620,NB_50Pi,0.00898636580657138
AT1G68670,NB_50Pi,0.043493772117559
AT1G68740,NB_50Pi,0.486306394915957
AT1G69930,NB_50Pi,-0.322340882707092
AT1G70900,NB_50Pi,0.404889178563275
AT1G71130,NB_50Pi,0.193976407513288
AT1G72070,NB_50Pi,0.339173073879665
AT1G72520,NB_50Pi,-0.11144853331463
AT1G72890,NB_50Pi,0.145396251290145
AT1G73010,NB_50Pi,0.522883831675439
AT1G73220,NB_50Pi,0.708671749346445
AT1G74210,NB_50Pi,0.463711188601569
AT1G76410,NB_50Pi,-0.123328124822406
AT1G76430,NB_50Pi,0.470500347332066
AT1G76520,NB_50Pi,0.735715248852136
AT2G01880,NB_50Pi,0.371436531096233
AT2G02990,NB_50Pi,0.513495811908721
AT2G03020,NB_50Pi,-0.119237109330427
AT2G04040,NB_50Pi,-0.0753114343348434
AT2G04160,NB_50Pi,0.112774540208893
AT2G11810,NB_50Pi,0.532100364259865
AT2G16430,NB_50Pi,0.113339691503331
AT2G17280,NB_50Pi,0.442585281911035
AT2G18660,NB_50Pi,-0.426607057075507
AT2G22080,NB_50Pi,0.62497801184202
AT2G26660,NB_50Pi,0.605114565270466
AT2G27190,NB_50Pi,0.608259506391777
AT2G28660,NB_50Pi,0.450864513522746
AT2G29460,NB_50Pi,0.10011524393673
AT2G29670,NB_50Pi,0.0664228759944776
AT2G30540,NB_50Pi,-0.106662533352314
AT2G30550,NB_50Pi,-0.297762916384446
AT2G32830,NB_50Pi,0.305481995163289
AT2G34810,NB_50Pi,-0.378437906053849
AT2G36970,NB_50Pi,0.00595185050407633
AT2G37890,NB_50Pi,0.0780438518159872
AT2G37980,NB_50Pi,0.444676050300975
AT2G38740,NB_50Pi,0.412597031273811
AT2G38940,NB_50Pi,0.577275565819654
AT2G40710,NB_50Pi,-0.631361124221563
AT2G40750,NB_50Pi,0.00602557267319101
AT2G41070,NB_50Pi,0.13125635509394
AT2G42690,NB_50Pi,-0.271399410114005
AT2G43535,NB_50Pi,0.508084583312443
AT2G44260,NB_50Pi,0.56214080995726
AT2G45130,NB_50Pi,0.457238433356909
AT2G46880,NB_50Pi,0.175005242885956
AT2G47130,NB_50Pi,0.310389939331266
AT3G01830,NB_50Pi,-0.338023968682856
AT3G02040,NB_50Pi,0.599099780992675
AT3G02870,NB_50Pi,0.259631559471279
AT3G02980,NB_50Pi,0.168513439829779
AT3G03310,NB_50Pi,0.444925904460992
AT3G03540,NB_50Pi,0.586528512889101
AT3G03790,NB_50Pi,0.075792246303198
AT3G04350,NB_50Pi,0.430123862675615
AT3G04530,NB_50Pi,0.226267258842701
AT3G05630,NB_50Pi,0.55948051187982
AT3G05690,NB_50Pi,0.458678344638509
AT3G07350,NB_50Pi,-0.196712578544595
AT3G08720,NB_50Pi,0.290716202763847
AT3G10420,NB_50Pi,-0.154824055311272
AT3G11230,NB_50Pi,0.156583766333506
AT3G11670,NB_50Pi,-0.287031403859981
AT3G12350,NB_50Pi,0.095952258838227
AT3G12500,NB_50Pi,0.683454610638439
AT3G13110,NB_50Pi,0.44622334141416
AT3G14940,NB_50Pi,0.621249326516428
AT3G15990,NB_50Pi,0.173523348015557
AT3G17790,NB_50Pi,0.550660523982617
AT3G18080,NB_50Pi,0.112157765057604
AT3G19970,NB_50Pi,0.482601101191958
AT3G20660,NB_50Pi,0.484773777325508
AT3G21560,NB_50Pi,-0.435252582976507
AT3G23870,NB_50Pi,0.315055694788261
AT3G25790,NB_50Pi,0.425609033065015
AT3G27190,NB_50Pi,0.699367304494487
AT3G43110,NB_50Pi,0.289601071375371
AT3G44510,NB_50Pi,0.450549456824225
AT3G47420,NB_50Pi,0.5380432874194
AT3G48850,NB_50Pi,0.411494730457642
AT3G49350,NB_50Pi,0.253998133551091
AT3G50350,NB_50Pi,0.695931196920241
AT3G51860,NB_50Pi,0.467256240327725
AT3G52190,NB_50Pi,0.535929114056431
AT3G52720,NB_50Pi,-0.269316354191562
AT3G52820,NB_50Pi,0.3625862012871
AT3G53620,NB_50Pi,0.421301099293215
AT3G56040,NB_50Pi,0.0500650065714159
AT3G59140,NB_50Pi,0.313593270942779
AT3G61410,NB_50Pi,0.37083228773855
AT4G00500,NB_50Pi,0.116166889937548
AT4G00550,NB_50Pi,0.415723456276119
AT4G01480,NB_50Pi,0.597134730343568
AT4G03960,NB_50Pi,0.667977103075058
AT4G10960,NB_50Pi,NA
AT4G11600,NB_50Pi,0.466186385847445
AT4G13000,NB_50Pi,0.326412517495946
AT4G13700,NB_50Pi,0.334736564158452
AT4G15740,NB_50Pi,0.593176739235886
AT4G17030,NB_50Pi,0.0610194712591835
AT4G17615,NB_50Pi,0.0544726437001771
AT4G17790,NB_50Pi,0.442273434579454
AT4G18700,NB_50Pi,0.324477694861212
AT4G19810,NB_50Pi,0.604477817788778
AT4G21470,NB_50Pi,0.41736027402033
AT4G23000,NB_50Pi,0.573099554988526
AT4G24890,NB_50Pi,0.26000432270594
AT4G25160,NB_50Pi,0.56369299503425
AT4G26620,NB_50Pi,0.431181136212946
AT4G28260,NB_50Pi,0.345179814769977
AT4G31240,NB_50Pi,0.543592229745151
AT4G33030,NB_50Pi,0.336647100593922
AT4G33770,NB_50Pi,0.676136249973188
AT4G34200,NB_50Pi,0.161136414006901
AT4G35750,NB_50Pi,0.599159743790359
AT4G36350,NB_50Pi,0.0716728563124958
AT4G38320,NB_50Pi,-0.115280812441927
AT5G01220,NB_50Pi,0.514382714965437
AT5G01820,NB_50Pi,-0.225675403778782
AT5G02200,NB_50Pi,0.526572146435832
AT5G06300,NB_50Pi,0.598388069208895
AT5G08030,NB_50Pi,-0.23352702683453
AT5G08380,NB_50Pi,0.317530648541853
AT5G09470,NB_50Pi,0.0699664158029995
AT5G09570,NB_50Pi,0.241392228715969
AT5G10740,NB_50Pi,0.283129480563778
AT5G13820,NB_50Pi,0.449669130816012
AT5G17340,NB_50Pi,0.318565396138746
AT5G19430,NB_50Pi,0.230751688948907
AT5G20150,NB_50Pi,0.682951289975898
AT5G20400,NB_50Pi,0.411418487623299
AT5G20410,NB_50Pi,0.421722928156663
AT5G20790,NB_50Pi,0.582878222409595
AT5G24600,NB_50Pi,0.439313009482733
AT5G26340,NB_50Pi,0.591244947388214
AT5G36940,NB_50Pi,0.0380691217640555
AT5G38710,NB_50Pi,0.611088389284739
AT5G39720,NB_50Pi,0.543487461917629
AT5G40690,NB_50Pi,0.667945204429557
AT5G41080,NB_50Pi,0.545374091115261
AT5G42800,NB_50Pi,-0.393845288747478
AT5G43150,NB_50Pi,0.314316165329375
AT5G43360,NB_50Pi,0.327745029111635
AT5G43370,NB_50Pi,0.586853064045935
AT5G47740,NB_50Pi,0.621496897272864
AT5G51050,NB_50Pi,0.449863557705616
AT5G53420,NB_50Pi,0.0960879936059943
AT5G57610,NB_50Pi,0.133131641343647
AT5G61510,NB_50Pi,0.0411458711089163
AT5G61550,NB_50Pi,0.49772135786129
AT5G63130,NB_50Pi,0.37506909056867
AT5G63680,NB_50Pi,0.471772035323775
AT5G64000,NB_50Pi,0.147597988438565
AT5G67080,NB_50Pi,0.120132997971129
