baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genotype
2430.62330802202,-0.141620419868575,0.814215898872118,-0.173934726728811,0.861916760599394,1,Col-0
535.496988467627,-3.59462922530863,2.44632673089445,-1.46939866204803,0.141724690017578,0.530973199112368,Col-0
1525.31562736296,0.217028013176977,0.834191361610076,0.260165740338153,0.794735929767579,1,Col-0
2379.77913072282,-6.45146882907365,2.53478949592666,-2.54516946651428,0.0109224715502599,0.0627091598606147,Col-0
12.9880511394823,6.79024151259617,3.97189688250558,1.70957144998001,0.0873451488164755,0.3702974598509,Col-0
12.5202296685259,4.25472230603619,3.99112186175873,1.06604670401152,0.286402530028543,0.880523808923632,Col-0
1044.02787336959,0.169507826915291,0.776114900235533,0.218405582554657,0.827113116279976,1,Col-0
106.579687246917,-8.66175497718287,4.03803332288421,-2.14504296636069,0.0319494118156191,0.162367515567705,Col-0
783.238424058385,-2.02570027238634,1.64739122251944,-1.22964129266655,0.218831459920882,0.729891266941079,Col-0
813.518661300818,-0.394602802423912,1.53346714387686,-0.257327197390281,0.796926198708869,1,Col-0
23.9936497418642,1.89371157681022,3.91783447760827,0.483356708312568,0.628842481349893,1,Col-0
15.0268045840435,-2.50260271599895,3.79359418290744,-0.659691731728916,0.509451673725358,1,Col-0
819.342089397817,0.591394354595657,0.954268253910456,0.619735962264497,0.53543163514046,1,Col-0
72.890126547827,-0.671709046908489,2.01310975687953,-0.333667374375894,0.738630571430618,1,Col-0
713.729367909259,-0.0991051519578881,1.39439459641575,-0.0710739644377817,0.943338889124137,1,Col-0
8.22908107467773,2.55234501203643,5.1690084538584,0.493778455736754,0.621462650027675,1,Col-0
18.336789297627,-19.558106236419,4.64697768655961,-4.20877988998885,2.56753348343177e-05,0.000454538070528415,Col-0
369.10832877195,-3.77104799812757,2.0089045600754,-1.87716632889022,0.060495300824857,0.275085464952922,Col-0
619.186573657549,-1.50360677753254,1.49735174330279,-1.00417739803471,0.315293114339991,0.918302440288872,Col-0
65.8637774826781,-1.46386041869648,1.78780873966848,-0.818801466966724,0.41289969384915,1,Col-0
484.63636252227,0.331584635484871,0.613413065088706,0.540556852073115,0.588813064945771,1,Col-0
303.175630867918,0.631378425490313,1.70210090975256,0.370940654500972,0.710681733948879,1,Col-0
65.9214940296627,6.25467315656961,3.23464415204512,1.93365107955231,0.0531560424445977,0.250392936778499,Col-0
283.491127606339,0.336321179897593,1.56166318441084,0.215360894240761,0.829485956507042,1,Col-0
169.112248903269,-2.90773617784267,2.33869559254333,-1.24331537080485,0.213751642251407,0.717403949306286,Col-0
466.8363352112,-0.648788490122498,1.07860348087843,-0.60150787719887,0.547501766772432,1,Col-0
895.18151356281,-4.59069621717017,2.36689211233486,-1.93954603728921,0.0524348844216585,0.248040984189737,Col-0
247.07994721851,0.439535474323504,1.661479136791,0.264544684667197,0.791360237400142,1,Col-0
125.491128841243,3.56727029652444,2.61077889218742,1.36636247029546,0.171825222200983,0.609714610056792,Col-0
279.001257242975,-0.063423157971059,0.662534033102189,-0.0957281510114918,0.923736482294324,1,Col-0
2.22492119590255,0,5.21448127520891,0,1,1,Col-0
126.870996002164,-0.833961792255105,1.29236755223556,-0.645297687033771,0.518734291318521,1,Col-0
25.8253394492039,-0.906301540567587,3.02373731855021,-0.299728926520023,0.764383932271914,1,Col-0
294.56266319784,-0.192201698332147,1.23268993820573,-0.155920554208393,0.876095643541382,1,Col-0
257.886868943754,0.238709143517553,0.618940292376843,0.385673943767446,0.699738162512907,1,Col-0
124.259910075381,0.94621572596037,2.43657846414686,0.388337884407788,0.697766005099066,1,Col-0
377.234418700167,0.49009955359557,2.40068102139336,0.204150217887387,0.838236112382645,1,Col-0
5.26674195769379,-14.5125233652652,5.19714911719339,-2.7924008024427,0.00523185065102437,0.0319261795409101,Col-0
181.363959968857,-2.55631277881932,1.37257135354605,-1.86242614798499,0.0625430462958716,0.281443708331422,Col-0
23.8973791336007,-3.81746994095519,2.50969855586636,-1.52108703733838,0.128237996970034,0.494237830427572,Col-0
275.090365575565,-3.15528639988909,2.09523475669679,-1.50593454494975,0.13208397744304,0.505432987317667,Col-0
