Plate1_A1,Plate1_A2,Plate1_A4,Plate1_A8,Plate1_A9,Plate1_B1,Plate1_B12,Plate1_B2,Plate1_B3,Plate1_B4,Plate1_B6,Plate1_B8,Plate1_B9,Plate1_C10,Plate1_C11,Plate1_C12,Plate1_C2,Plate1_C3,Plate1_C4,Plate1_C9,Plate1_D11,Plate1_D2,Plate1_D3,Plate1_D5,Plate1_D6,Plate1_E10,Plate1_E3,Plate1_E4,Plate1_E6,Plate1_F3,Plate1_G1,Plate1_G11,Plate1_G12,Plate1_G3,Plate1_G5,Plate1_H1,Plate1_H3,Plate1_H7,Plate2_A1,Plate2_A10,Plate2_A4,Plate2_B1,Plate2_B5,Plate2_B7,Plate2_C1,Plate2_C11,Plate2_C2,Plate2_C4,Plate2_D10,Plate2_D2,Plate2_D8,Plate2_E12,Plate2_E7,Plate2_F10,Plate2_F11,Plate2_F7,Plate2_G12,Plate2_G3,Plate2_H1,Plate2_H5,Plate2_H6,Plate3_A2,Plate3_A3,Plate3_C1,Plate3_E2,Plate3_E3,Plate3_F1,Plate3_G2,Plate3_G4,Plate3_H2
Plate1_D11,0.954,0.947,0.861666666666667,0.937,0.904333333333333,0.954,0.905333333333333,0.939666666666667,0.936666666666667,0.952666666666667,0.928333333333333,0.930333333333333,0.953666666666667,0.923,0.842666666666667,0.917666666666667,0.866333333333333,0.935666666666667,0.930666666666667,0.901666666666667,0,0.898666666666667,0.952333333333333,0.905666666666667,0.923333333333333,0.863666666666667,0.887666666666667,0.865,0.922666666666667,0.919666666666667,0.961333333333333,0.922333333333333,0.897666666666667,0.938333333333333,0.925,0.954,0.950333333333333,0.871333333333333,0.948333333333333,0.956666666666667,0.953666666666667,0.974333333333333,0.946666666666667,0.943,0.935666666666667,0.959333333333333,0.955,0.939,0.926,0.938333333333333,0.928666666666667,0.948666666666667,0.953666666666667,0.920666666666667,0.944333333333333,0.941,0.944333333333333,0.934,0.889333333333333,0.961,0.959,0.953333333333333,0.947,0.949,0.974,0.956333333333333,0.959333333333333,0.925666666666667,0.947,0.962
Plate1_D2,0.878,0.945666666666667,0.866333333333333,0.671333333333333,0.909,0.91,0.885666666666667,0.855,0.657333333333333,0.911666666666667,0.665666666666667,0.73,0.917666666666667,0.699,0.841333333333333,0.903,0.673666666666667,0.895,0.721666666666667,0.893,0.898666666666667,0,0.716666666666667,0.547666666666667,0.927,0.899,0.878666666666667,0.893666666666667,0.919666666666667,0.873,0.586333333333333,0.849666666666667,0.652666666666667,0.915666666666667,0.87,0.920333333333333,0.649666666666667,0.883333333333333,0.921333333333333,0.927666666666667,0.913333333333333,0.564,0.92,0.876333333333333,0.921,0.589,0.923333333333333,0.923666666666667,0.897333333333333,0.917333333333333,0.893333333333333,0.911333333333333,0.927,0.905,0.882,0.866333333333333,0.594666666666667,0.705666666666667,0.920666666666667,0.619333333333333,0.646333333333333,0.922666666666667,0.926333333333333,0.928666666666667,0.963666666666667,0.921,0.554333333333333,0.917333333333333,0.711666666666667,0.571
Plate1_D3,0.724,0.930666666666667,0.789,0.801666666666667,0.941666666666667,0.822,0.8,0.656333333333333,0.758333333333333,0.768666666666667,0.644333333333333,0.670666666666667,0.812,0.480666666666667,0.822,0.727666666666667,0.840666666666667,0.731333333333333,0.626666666666667,0.749333333333333,0.952333333333333,0.716666666666667,0,0.791,0.898333333333333,0.977,0.781666666666667,0.856,0.895666666666667,0.774666666666667,0.618666666666667,0.667333333333333,0.646333333333333,0.830666666666667,0.759,0.897666666666667,0.604,0.788333333333333,0.836,0.853666666666667,0.790666666666667,0.760333333333333,0.774666666666667,0.692333333333333,0.806,0.796666666666667,0.775333333333333,0.800333333333333,0.799333333333333,0.784666666666667,0.806,0.766666666666667,0.829,0.879666666666667,0.780333333333333,0.772666666666667,0.723333333333333,0.752333333333333,0.913333333333333,0.673,0.704666666666667,0.839,0.811333333333333,0.816333333333333,0.958666666666667,0.83,0.682333333333333,0.826,0.448333333333333,0.631333333333333
Plate1_D5,0.930666666666667,0.948333333333333,0.914666666666667,0.649333333333333,0.908,0.936,0.903333333333333,0.905333333333333,0.614333333333333,0.939,0.763333333333333,0.807,0.945333333333333,0.775333333333333,0.820333333333333,0.938333333333333,0.604,0.912666666666667,0.766,0.919666666666667,0.905666666666667,0.547666666666667,0.791,0,0.921666666666667,0.846333333333333,0.911,0.906,0.918,0.896,0.608333333333333,0.898,0.675666666666667,0.938,0.899,0.941333333333333,0.711,0.906333333333333,0.944666666666667,0.946,0.931666666666667,0.518333333333333,0.940333333333333,0.904,0.948666666666667,0.545,0.947666666666667,0.943333333333333,0.917333333333333,0.935,0.922333333333333,0.931333333333333,0.952,0.929666666666667,0.907333333333333,0.913666666666667,0.634,0.753333333333333,0.930333333333333,0.646333333333333,0.666666666666667,0.941666666666667,0.950666666666667,0.948,0.967666666666667,0.944666666666667,0.584,0.919666666666667,0.776333333333333,0.588
Plate1_D6,0.826666666666667,0.783,0.856333333333333,0.971333333333333,0.982333333333333,0.669,0.689333333333333,0.791333333333333,0.937333333333333,0.719666666666667,0.932666666666667,0.927,0.742666666666667,0.888,0.790333333333333,0.804666666666667,0.904666666666667,0.721,0.929,0.743666666666667,0.923333333333333,0.927,0.898333333333333,0.921666666666667,0,0.866666666666667,0.829333333333333,0.876333333333333,0.825,0.651333333333333,0.963666666666667,0.803,0.899333333333333,0.839333333333333,0.848666666666667,0.730666666666667,0.948666666666667,0.785333333333333,0.636333333333333,0.697,0.803666666666667,0.968666666666667,0.762,0.768333333333333,0.729666666666667,0.973333333333333,0.734333333333333,0.670666666666667,0.799333333333333,0.741666666666667,0.802666666666667,0.769666666666667,0.692,0.876,0.839333333333333,0.846,0.961333333333333,0.965666666666667,0.664666666666667,0.952666666666667,0.950666666666667,0.7,0.703333333333333,0.739,0.884666666666667,0.699,0.957333333333333,0.810333333333333,0.915,0.95
Plate1_E10,0.966666666666667,0.914333333333333,0.933,0.982666666666667,0.968666666666667,0.933,0.885333333333333,0.944666666666667,0.978,0.923333333333333,0.975666666666667,0.967333333333333,0.941,0.960666666666667,0.593666666666667,0.927333333333333,0.708,0.91,0.957333333333333,0.918,0.863666666666667,0.899,0.977,0.846333333333333,0.866666666666667,0,0.926,0.896333333333333,0.912,0.857333333333333,0.985,0.924,0.846,0.917666666666667,0.950333333333333,0.917,0.975666666666667,0.891333333333333,0.925666666666667,0.943666666666667,0.930666666666667,0.987333333333333,0.940666666666667,0.942,0.938333333333333,0.989333333333333,0.948333333333333,0.907666666666667,0.928666666666667,0.919333333333333,0.916666666666667,0.945333333333333,0.936666666666667,0.913333333333333,0.957333333333333,0.957,0.978,0.983333333333333,0.888666666666667,0.987,0.975333333333333,0.918666666666667,0.941,0.923333333333333,0.960333333333333,0.937333333333333,0.986333333333333,0.901,0.980333333333333,0.985
Plate1_E3,0.791,0.891666666666667,0.746,0.923333333333333,0.933666666666667,0.749,0.7,0.694333333333333,0.886,0.707,0.867333333333333,0.819666666666667,0.722333333333333,0.807666666666667,0.807,0.684666666666667,0.904,0.666,0.836666666666667,0.677666666666667,0.887666666666667,0.878666666666667,0.781666666666667,0.911,0.829333333333333,0.926,0,0.777,0.791,0.707333333333333,0.851666666666667,0.684,0.794,0.790333333333333,0.672666666666667,0.806333333333333,0.820333333333333,0.721,0.782333333333333,0.759,0.618,0.917666666666667,0.648,0.663333333333333,0.757666666666667,0.918666666666667,0.652333333333333,0.758333333333333,0.636666666666667,0.632,0.703333333333333,0.630666666666667,0.790333333333333,0.790333333333333,0.686666666666667,0.680666666666667,0.901666666666667,0.883,0.799666666666667,0.887666666666667,0.858666666666667,0.748,0.680333333333333,0.784666666666667,0.877333333333333,0.759,0.891333333333333,0.749,0.778,0.854
Plate1_E4,0.845666666666667,0.887666666666667,0.797666666666667,0.930333333333333,0.921,0.822666666666667,0.800666666666667,0.782,0.913,0.838666666666667,0.885333333333333,0.880666666666667,0.809333333333333,0.830333333333333,0.848,0.774333333333333,0.886333333333333,0.779,0.877333333333333,0.769,0.865,0.893666666666667,0.856,0.906,0.876333333333333,0.896333333333333,0.777,0,0.804666666666667,0.783333333333333,0.922,0.742,0.868333333333333,0.826333333333333,0.846,0.828666666666667,0.915666666666667,0.831666666666667,0.820666666666667,0.831666666666667,0.748333333333333,0.953333333333333,0.830666666666667,0.758333333333333,0.825,0.940333333333333,0.799333333333333,0.778,0.814333333333333,0.796666666666667,0.810333333333333,0.764,0.855,0.835666666666667,0.858,0.823333333333333,0.921,0.914666666666667,0.823666666666667,0.913333333333333,0.910333333333333,0.814666666666667,0.842666666666667,0.844666666666667,0.936666666666667,0.819333333333333,0.929,0.811333333333333,0.885333333333333,0.920666666666667
Plate1_E6,0.874333333333333,0.856,0.828,0.944333333333333,0.973333333333333,0.796666666666667,0.745666666666667,0.834,0.917666666666667,0.810333333333333,0.916333333333333,0.914666666666667,0.691333333333333,0.888333333333333,0.844333333333333,0.750333333333333,0.919333333333333,0.776,0.877,0.77,0.922666666666667,0.919666666666667,0.895666666666667,0.918,0.825,0.912,0.791,0.804666666666667,0,0.748666666666667,0.94,0.799666666666667,0.886333333333333,0.834333333333333,0.768666666666667,0.800333333333333,0.942,0.793666666666667,0.809,0.759666666666667,0.723333333333333,0.951666666666667,0.761666666666667,0.767333333333333,0.757666666666667,0.959,0.761666666666667,0.793666666666667,0.752333333333333,0.699333333333333,0.692,0.713,0.817333333333333,0.834333333333333,0.755333333333333,0.789666666666667,0.923,0.938,0.82,0.929,0.896,0.740666666666667,0.782666666666667,0.72,0.904666666666667,0.731333333333333,0.917666666666667,0.794333333333333,0.869666666666667,0.926333333333333
Plate1_F3,0.665666666666667,0.842333333333333,0.708666666666667,0.954333333333333,0.970666666666667,0.578,0.500333333333333,0.585,0.903333333333333,0.498666666666667,0.885,0.865,0.505333333333333,0.796333333333333,0.723666666666667,0.577666666666667,0.866333333333333,0.489333333333333,0.889333333333333,0.478666666666667,0.919666666666667,0.873,0.774666666666667,0.896,0.651333333333333,0.857333333333333,0.707333333333333,0.783333333333333,0.748666666666667,0,0.905333333333333,0.585666666666667,0.837666666666667,0.773,0.754666666666667,0.596333333333333,0.9,0.626,0.615666666666667,0.518666666666667,0.655333333333333,0.941666666666667,0.489,0.506,0.500666666666667,0.944666666666667,0.502,0.487666666666667,0.672333333333333,0.538666666666667,0.657333333333333,0.595666666666667,0.488333333333333,0.831666666666667,0.704666666666667,0.731666666666667,0.924,0.918333333333333,0.721,0.907,0.895,0.528333333333333,0.557,0.686,0.871666666666667,0.493,0.905333333333333,0.647333333333333,0.845333333333333,0.9
Plate1_G1,0.882,0.963,0.876333333333333,0.664,0.913333333333333,0.913333333333333,0.91,0.825333333333333,0.611,0.888666666666667,0.651,0.614666666666667,0.906,0.651,0.907666666666667,0.874666666666667,0.724666666666667,0.867,0.596666666666667,0.881666666666667,0.961333333333333,0.586333333333333,0.618666666666667,0.608333333333333,0.963666666666667,0.985,0.851666666666667,0.922,0.94,0.905333333333333,0,0.831,0.549,0.894,0.829,0.932666666666667,0.48,0.907,0.927333333333333,0.939333333333333,0.867666666666667,0.530666666666667,0.890333333333333,0.837666666666667,0.922666666666667,0.546666666666667,0.889333333333333,0.924,0.902333333333333,0.885333333333333,0.904,0.863,0.930333333333333,0.919333333333333,0.84,0.859,0.531333333333333,0.637333333333333,0.953333333333333,0.517666666666667,0.527,0.930333333333333,0.897666666666667,0.918333333333333,0.977,0.928333333333333,0.490333333333333,0.923666666666667,0.59,0.426333333333333
Plate1_G11,0.629666666666667,0.872666666666667,0.663333333333333,0.914,0.95,0.691,0.647333333333333,0.478,0.856333333333333,0.618333333333333,0.823666666666667,0.798666666666667,0.633,0.723,0.737666666666667,0.530333333333333,0.899333333333333,0.551333333333333,0.812333333333333,0.573,0.922333333333333,0.849666666666667,0.667333333333333,0.898,0.803,0.924,0.684,0.742,0.799666666666667,0.585666666666667,0.831,0,0.788666666666667,0.770333333333333,0.637333333333333,0.797333333333333,0.826666666666667,0.624666666666667,0.712333333333333,0.705666666666667,0.617,0.903333333333333,0.614333333333333,0.504333333333333,0.614,0.902666666666667,0.610333333333333,0.594333333333333,0.664333333333333,0.621666666666667,0.693666666666667,0.586,0.677,0.817,0.637,0.647333333333333,0.873666666666667,0.867666666666667,0.821,0.842333333333333,0.839333333333333,0.681333333333333,0.672,0.712333333333333,0.908333333333333,0.677,0.849333333333333,0.695333333333333,0.750666666666667,0.830666666666667
Plate1_G12,0.871,0.925666666666667,0.853666666666667,0.771333333333333,0.923333333333333,0.888,0.848333333333333,0.803333333333333,0.726,0.853333333333333,0.712666666666667,0.638333333333333,0.875666666666667,0.681666666666667,0.781,0.830666666666667,0.709,0.812333333333333,0.653333333333333,0.841666666666667,0.897666666666667,0.652666666666667,0.646333333333333,0.675666666666667,0.899333333333333,0.846,0.794,0.868333333333333,0.886333333333333,0.837666666666667,0.549,0.788666666666667,0,0.865333333333333,0.819,0.907,0.518666666666667,0.836,0.888333333333333,0.918,0.833,0.707333333333333,0.847666666666667,0.816333333333333,0.898,0.695666666666667,0.864333333333333,0.885333333333333,0.871333333333333,0.833,0.859333333333333,0.833,0.91,0.887,0.845666666666667,0.84,0.667666666666667,0.668333333333333,0.908333333333333,0.633333333333333,0.629666666666667,0.889666666666667,0.846666666666667,0.885,0.96,0.890666666666667,0.631666666666667,0.873333333333333,0.668,0.553666666666667
Plate1_G3,0.845666666666667,0.898,0.876,0.965333333333333,0.974,0.799333333333333,0.790666666666667,0.791,0.915333333333333,0.726,0.908666666666667,0.878,0.766333333333333,0.852,0.801666666666667,0.684333333333333,0.928666666666667,0.736333333333333,0.914666666666667,0.737,0.938333333333333,0.915666666666667,0.830666666666667,0.938,0.839333333333333,0.917666666666667,0.790333333333333,0.826333333333333,0.834333333333333,0.773,0.894,0.770333333333333,0.865333333333333,0,0.83,0.844,0.877333333333333,0.802333333333333,0.81,0.835666666666667,0.719666666666667,0.942333333333333,0.734333333333333,0.761,0.805,0.945,0.737333333333333,0.753,0.785,0.758,0.798,0.750333333333333,0.692666666666667,0.820333333333333,0.840666666666667,0.843,0.950666666666667,0.934333333333333,0.834333333333333,0.917333333333333,0.905,0.821333333333333,0.786333333333333,0.853333333333333,0.901666666666667,0.754666666666667,0.928,0.757333333333333,0.868,0.891333333333333
Plate1_G5,0.765666666666667,0.870333333333333,0.736333333333333,0.910333333333333,0.955333333333333,0.780333333333333,0.688,0.676666666666667,0.863666666666667,0.774666666666667,0.831333333333333,0.818333333333333,0.732333333333333,0.780333333333333,0.822333333333333,0.721666666666667,0.909333333333333,0.675,0.769333333333333,0.718,0.925,0.87,0.759,0.899,0.848666666666667,0.950333333333333,0.672666666666667,0.846,0.768666666666667,0.754666666666667,0.829,0.637333333333333,0.819,0.83,0,0.812,0.830666666666667,0.77,0.785333333333333,0.800333333333333,0.692333333333333,0.894333333333333,0.732333333333333,0.709666666666667,0.789333333333333,0.912333333333333,0.671,0.786,0.680666666666667,0.683333333333333,0.662,0.658666666666667,0.813333333333333,0.650333333333333,0.571,0.581666666666667,0.860333333333333,0.862,0.838333333333333,0.844333333333333,0.831666666666667,0.775333333333333,0.753333333333333,0.792666666666667,0.867666666666667,0.773,0.852666666666667,0.793666666666667,0.72,0.833
Plate1_H1,0.839,0.883666666666667,0.820666666666667,0.963333333333333,0.979666666666667,0.713333333333333,0.623666666666667,0.790666666666667,0.923,0.661333333333333,0.914,0.911333333333333,0.658,0.891333333333333,0.844333333333333,0.796666666666667,0.932666666666667,0.668333333333333,0.893666666666667,0.676,0.954,0.920333333333333,0.897666666666667,0.941333333333333,0.730666666666667,0.917,0.806333333333333,0.828666666666667,0.800333333333333,0.596333333333333,0.932666666666667,0.797333333333333,0.907,0.844,0.812,0,0.922333333333333,0.816333333333333,0.727666666666667,0.598666666666667,0.738,0.946333333333333,0.649666666666667,0.728333333333333,0.670333333333333,0.962,0.647,0.647666666666667,0.788333333333333,0.685666666666667,0.743666666666667,0.702333333333333,0.634,0.791,0.736666666666667,0.793,0.925666666666667,0.932,0.756666666666667,0.93,0.91,0.616333333333333,0.668666666666667,0.787,0.75,0.616333333333333,0.932333333333333,0.786666666666667,0.890333333333333,0.921
Plate1_H3,0.866666666666667,0.959666666666667,0.884333333333333,0.758,0.927,0.911666666666667,0.902333333333333,0.811333333333333,0.707333333333333,0.865,0.663666666666667,0.626,0.894666666666667,0.612666666666667,0.887,0.865666666666667,0.778333333333333,0.849,0.625333333333333,0.876333333333333,0.950333333333333,0.649666666666667,0.604,0.711,0.948666666666667,0.975666666666667,0.820333333333333,0.915666666666667,0.942,0.9,0.48,0.826666666666667,0.518666666666667,0.877333333333333,0.830666666666667,0.922333333333333,0,0.888333333333333,0.918666666666667,0.935333333333333,0.848333333333333,0.652333333333333,0.850666666666667,0.842666666666667,0.920666666666667,0.671333333333333,0.871,0.910333333333333,0.897,0.865666666666667,0.900333333333333,0.828,0.93,0.917666666666667,0.848666666666667,0.864,0.649333333333333,0.66,0.941,0.605,0.591333333333333,0.928,0.858666666666667,0.912333333333333,0.977333333333333,0.926666666666667,0.601666666666667,0.907666666666667,0.599,0.504
Plate1_H7,0.734333333333333,0.883333333333333,0.636,0.932666666666667,0.89,0.719,0.640666666666667,0.658,0.909,0.648,0.884666666666667,0.845666666666667,0.530333333333333,0.818666666666667,0.680333333333333,0.61,0.892,0.664,0.889,0.589,0.871333333333333,0.883333333333333,0.788333333333333,0.906333333333333,0.785333333333333,0.891333333333333,0.721,0.831666666666667,0.793666666666667,0.626,0.907,0.624666666666667,0.836,0.802333333333333,0.77,0.816333333333333,0.888333333333333,0,0.764333333333333,0.715333333333333,0.755,0.942666666666667,0.593333333333333,0.644666666666667,0.649666666666667,0.950666666666667,0.657333333333333,0.666,0.605666666666667,0.645666666666667,0.731,0.718333333333333,0.642,0.871666666666667,0.773333333333333,0.785333333333333,0.918666666666667,0.911666666666667,0.794666666666667,0.922,0.893666666666667,0.6,0.631666666666667,0.692333333333333,0.913333333333333,0.634333333333333,0.911333333333333,0.612333333333333,0.838333333333333,0.891666666666667
Plate2_A1,0.727,0.790333333333333,0.803666666666667,0.961666666666667,0.984,0.615,0.667,0.692,0.921,0.676666666666667,0.899333333333333,0.899,0.674333333333333,0.809666666666667,0.826333333333333,0.719,0.925666666666667,0.645333333333333,0.896333333333333,0.654666666666667,0.948333333333333,0.921333333333333,0.836,0.944666666666667,0.636333333333333,0.925666666666667,0.782333333333333,0.820666666666667,0.809,0.615666666666667,0.927333333333333,0.712333333333333,0.888333333333333,0.81,0.785333333333333,0.727666666666667,0.918666666666667,0.764333333333333,0,0.695,0.707,0.949,0.661,0.666333333333333,0.698,0.96,0.66,0.619666666666667,0.766333333333333,0.689666666666667,0.755666666666667,0.666333333333333,0.683333333333333,0.857666666666667,0.768,0.762666666666667,0.950666666666667,0.941333333333333,0.664333333333333,0.911666666666667,0.923333333333333,0.685666666666667,0.675666666666667,0.709333333333333,0.895666666666667,0.688666666666667,0.924,0.759666666666667,0.880666666666667,0.921333333333333
Plate2_A10,0.795,0.882,0.771,0.968,0.983666666666667,0.628666666666667,0.517666666666667,0.73,0.919333333333333,0.551333333333333,0.925333333333333,0.904,0.576666666666667,0.882666666666667,0.794333333333333,0.696666666666667,0.950333333333333,0.608666666666667,0.91,0.58,0.956666666666667,0.927666666666667,0.853666666666667,0.946,0.697,0.943666666666667,0.759,0.831666666666667,0.759666666666667,0.518666666666667,0.939333333333333,0.705666666666667,0.918,0.835666666666667,0.800333333333333,0.598666666666667,0.935333333333333,0.715333333333333,0.695,0,0.708333333333333,0.943,0.535666666666667,0.643666666666667,0.555666666666667,0.953333333333333,0.549666666666667,0.512333333333333,0.692,0.545666666666667,0.683666666666667,0.652,0.488,0.870333333333333,0.727666666666667,0.759666666666667,0.946666666666667,0.937333333333333,0.736666666666667,0.929666666666667,0.926,0.493,0.543666666666667,0.719333333333333,0.883666666666667,0.49,0.926,0.688,0.884333333333333,0.931
Plate2_A4,0.752333333333333,0.870666666666667,0.784666666666667,0.957,0.980333333333333,0.713666666666667,0.645333333333333,0.649666666666667,0.901333333333333,0.662333333333333,0.897,0.863,0.587666666666667,0.819333333333333,0.812333333333333,0.569333333333333,0.928666666666667,0.544,0.875,0.602,0.953666666666667,0.913333333333333,0.790666666666667,0.931666666666667,0.803666666666667,0.930666666666667,0.618,0.748333333333333,0.723333333333333,0.655333333333333,0.867666666666667,0.617,0.833,0.719666666666667,0.692333333333333,0.738,0.848333333333333,0.755,0.707,0.708333333333333,0,0.944333333333333,0.560666666666667,0.569333333333333,0.702666666666667,0.947666666666667,0.591666666666667,0.648333333333333,0.660666666666667,0.575,0.662,0.480333333333333,0.712666666666667,0.789666666666667,0.692333333333333,0.710333333333333,0.925333333333333,0.919333333333333,0.791333333333333,0.909,0.865666666666667,0.665,0.577666666666667,0.750666666666667,0.839333333333333,0.665666666666667,0.911333333333333,0.685333333333333,0.82,0.868333333333333
Plate2_B1,0.907666666666667,0.977333333333333,0.929,0.623333333333333,0.929,0.939666666666667,0.941666666666667,0.898,0.551,0.939,0.735333333333333,0.765333333333333,0.947666666666667,0.768333333333333,0.932333333333333,0.942,0.719666666666667,0.935666666666667,0.746,0.941,0.974333333333333,0.564,0.760333333333333,0.518333333333333,0.968666666666667,0.987333333333333,0.917666666666667,0.953333333333333,0.951666666666667,0.941666666666667,0.530666666666667,0.903333333333333,0.707333333333333,0.942333333333333,0.894333333333333,0.946333333333333,0.652333333333333,0.942666666666667,0.949,0.943,0.944333333333333,0,0.942,0.904333333333333,0.945333333333333,0.429666666666667,0.944,0.950666666666667,0.940333333333333,0.953666666666667,0.937666666666667,0.929333333333333,0.952333333333333,0.950333333333333,0.901333333333333,0.869,0.578,0.69,0.968333333333333,0.524666666666667,0.626,0.953666666666667,0.953,0.955666666666667,0.977333333333333,0.947,0.503666666666667,0.945,0.753,0.526
Plate2_B5,0.726333333333333,0.893333333333333,0.695,0.962666666666667,0.980666666666667,0.625666666666667,0.523,0.624,0.911,0.498,0.909666666666667,0.866666666666667,0.412,0.834,0.732666666666667,0.545,0.939666666666667,0.498,0.897333333333333,0.430666666666667,0.946666666666667,0.92,0.774666666666667,0.940333333333333,0.762,0.940666666666667,0.648,0.830666666666667,0.761666666666667,0.489,0.890333333333333,0.614333333333333,0.847666666666667,0.734333333333333,0.732333333333333,0.649666666666667,0.850666666666667,0.593333333333333,0.661,0.535666666666667,0.560666666666667,0.942,0,0.506666666666667,0.558,0.947,0.436666666666667,0.556666666666667,0.574666666666667,0.477333333333333,0.638333333333333,0.506666666666667,0.521,0.826333333333333,0.651,0.716,0.942333333333333,0.927,0.775,0.912666666666667,0.896666666666667,0.507,0.458,0.650333333333333,0.854333333333333,0.459333333333333,0.915333333333333,0.585666666666667,0.835333333333333,0.889666666666667
Plate2_B7,0.606,0.891666666666667,0.712666666666667,0.926333333333333,0.968666666666667,0.653,0.613333333333333,0.489333333333333,0.863,0.556333333333333,0.847,0.831666666666667,0.545666666666667,0.751666666666667,0.770333333333333,0.546666666666667,0.908666666666667,0.503666666666667,0.877333333333333,0.52,0.943,0.876333333333333,0.692333333333333,0.904,0.768333333333333,0.942,0.663333333333333,0.758333333333333,0.767333333333333,0.506,0.837666666666667,0.504333333333333,0.816333333333333,0.761,0.709666666666667,0.728333333333333,0.842666666666667,0.644666666666667,0.666333333333333,0.643666666666667,0.569333333333333,0.904333333333333,0.506666666666667,0,0.563666666666667,0.913333333333333,0.507,0.548,0.631333333333333,0.533333333333333,0.672,0.526666666666667,0.615,0.843,0.683666666666667,0.690666666666667,0.887333333333333,0.884,0.794333333333333,0.869333333333333,0.847,0.627666666666667,0.6,0.705333333333333,0.891333333333333,0.599,0.865666666666667,0.679,0.770666666666667,0.828
Plate2_C1,0.699,0.917,0.695,0.974666666666667,0.984,0.645333333333333,0.572,0.641666666666667,0.918,0.47,0.91,0.892333333333333,0.554,0.836333333333333,0.744333333333333,0.550666666666667,0.944666666666667,0.572666666666667,0.895666666666667,0.568,0.935666666666667,0.921,0.806,0.948666666666667,0.729666666666667,0.938333333333333,0.757666666666667,0.825,0.757666666666667,0.500666666666667,0.922666666666667,0.614,0.898,0.805,0.789333333333333,0.670333333333333,0.920666666666667,0.649666666666667,0.698,0.555666666666667,0.702666666666667,0.945333333333333,0.558,0.563666666666667,0,0.962333333333333,0.527,0.434666666666667,0.663666666666667,0.604333333333333,0.718,0.640333333333333,0.485666666666667,0.864666666666667,0.748333333333333,0.754333333333333,0.936,0.938666666666667,0.794,0.91,0.913,0.536333333333333,0.58,0.694,0.897333333333333,0.500333333333333,0.912666666666667,0.642,0.866666666666667,0.918333333333333
Plate2_C11,0.930666666666667,0.971,0.925,0.632666666666667,0.896666666666667,0.953333333333333,0.948333333333333,0.907333333333333,0.510333333333333,0.955666666666667,0.738,0.724,0.958,0.785666666666667,0.935666666666667,0.948666666666667,0.714333333333333,0.949333333333333,0.76,0.944666666666667,0.959333333333333,0.589,0.796666666666667,0.545,0.973333333333333,0.989333333333333,0.918666666666667,0.940333333333333,0.959,0.944666666666667,0.546666666666667,0.902666666666667,0.695666666666667,0.945,0.912333333333333,0.962,0.671333333333333,0.950666666666667,0.96,0.953333333333333,0.947666666666667,0.429666666666667,0.947,0.913333333333333,0.962333333333333,0,0.947333333333333,0.961333333333333,0.920666666666667,0.959,0.936333333333333,0.942666666666667,0.963,0.949666666666667,0.92,0.888,0.608666666666667,0.682,0.964666666666667,0.570333333333333,0.619333333333333,0.959333333333333,0.965666666666667,0.960666666666667,0.984333333333333,0.948333333333333,0.541333333333333,0.953333333333333,0.757333333333333,0.541333333333333
Plate2_C2,0.722666666666667,0.897,0.672666666666667,0.96,0.978,0.620333333333333,0.491666666666667,0.626666666666667,0.913666666666667,0.501666666666667,0.905666666666667,0.861333333333333,0.468,0.830333333333333,0.743333333333333,0.568333333333333,0.948,0.497,0.865,0.478,0.955,0.923333333333333,0.775333333333333,0.947666666666667,0.734333333333333,0.948333333333333,0.652333333333333,0.799333333333333,0.761666666666667,0.502,0.889333333333333,0.610333333333333,0.864333333333333,0.737333333333333,0.671,0.647,0.871,0.657333333333333,0.66,0.549666666666667,0.591666666666667,0.944,0.436666666666667,0.507,0.527,0.947333333333333,0,0.530666666666667,0.540333333333333,0.507666666666667,0.642666666666667,0.534333333333333,0.530666666666667,0.792666666666667,0.638,0.654666666666667,0.938333333333333,0.919333333333333,0.77,0.907666666666667,0.897,0.536333333333333,0.489,0.659333333333333,0.845333333333333,0.499,0.915333333333333,0.612,0.807,0.882
Plate2_C4,0.701,0.862333333333333,0.762,0.97,0.985,0.615333333333333,0.559333333333333,0.592,0.922333333333333,0.420333333333333,0.909,0.899,0.551333333333333,0.815333333333333,0.742,0.584666666666667,0.928666666666667,0.52,0.913,0.522666666666667,0.939,0.923666666666667,0.800333333333333,0.943333333333333,0.670666666666667,0.907666666666667,0.758333333333333,0.778,0.793666666666667,0.487666666666667,0.924,0.594333333333333,0.885333333333333,0.753,0.786,0.647666666666667,0.910333333333333,0.666,0.619666666666667,0.512333333333333,0.648333333333333,0.950666666666667,0.556666666666667,0.548,0.434666666666667,0.961333333333333,0.530666666666667,0,0.697666666666667,0.569333333333333,0.721333333333333,0.634,0.466,0.844333333333333,0.779,0.766,0.956333333333333,0.939,0.73,0.927333333333333,0.924333333333333,0.538,0.559333333333333,0.683333333333333,0.890333333333333,0.496333333333333,0.935333333333333,0.649666666666667,0.879333333333333,0.917666666666667
