Taxon,Fraction,Genotype,Phosphate,Abundance,Sample
Filobasidiales,Root,phf1,low+Pi,71.8,Root_phf1_low+Pi
Platygloeales,Root,phf1,low+Pi,3.2,Root_phf1_low+Pi
Mortierellales,Root,phf1,low+Pi,890.2,Root_phf1_low+Pi
Fungi_unclassified,Root,phf1,low+Pi,270.4,Root_phf1_low+Pi
Other,Root,phf1,low+Pi,66.2,Root_phf1_low+Pi
Ascomycota_unclassified,Shoot,phf1,low+Pi,86,Shoot_phf1_low+Pi
Branch06,Shoot,phf1,low+Pi,0,Shoot_phf1_low+Pi
Capnodiales,Shoot,phf1,low+Pi,26.3333333333333,Shoot_phf1_low+Pi
Chaetothyriales,Shoot,phf1,low+Pi,8,Shoot_phf1_low+Pi
Glomerellales,Shoot,phf1,low+Pi,102.666666666667,Shoot_phf1_low+Pi
Helotiales,Shoot,phf1,low+Pi,60.6666666666667,Shoot_phf1_low+Pi
Hypocreales,Shoot,phf1,low+Pi,308.333333333333,Shoot_phf1_low+Pi
Pezizales,Shoot,phf1,low+Pi,1.66666666666667,Shoot_phf1_low+Pi
Pleosporales,Shoot,phf1,low+Pi,74,Shoot_phf1_low+Pi
Sordariales,Shoot,phf1,low+Pi,38.3333333333333,Shoot_phf1_low+Pi
Thelebolales,Shoot,phf1,low+Pi,15.6666666666667,Shoot_phf1_low+Pi
Xylariales,Shoot,phf1,low+Pi,3,Shoot_phf1_low+Pi
Agaricales,Shoot,phf1,low+Pi,33.6666666666667,Shoot_phf1_low+Pi
Cantharellales,Shoot,phf1,low+Pi,5.66666666666667,Shoot_phf1_low+Pi
Cystofilobasidiales,Shoot,phf1,low+Pi,68.6666666666667,Shoot_phf1_low+Pi
Filobasidiales,Shoot,phf1,low+Pi,107.666666666667,Shoot_phf1_low+Pi
Platygloeales,Shoot,phf1,low+Pi,22.6666666666667,Shoot_phf1_low+Pi
Mortierellales,Shoot,phf1,low+Pi,983.333333333333,Shoot_phf1_low+Pi
Fungi_unclassified,Shoot,phf1,low+Pi,960.333333333333,Shoot_phf1_low+Pi
Other,Shoot,phf1,low+Pi,93.3333333333333,Shoot_phf1_low+Pi
Ascomycota_unclassified,Soil,phr1/phl1,low+Pi,40.6,Soil_phr1/phl1_low+Pi
Branch06,Soil,phr1/phl1,low+Pi,0,Soil_phr1/phl1_low+Pi
Capnodiales,Soil,phr1/phl1,low+Pi,77.8,Soil_phr1/phl1_low+Pi
Chaetothyriales,Soil,phr1/phl1,low+Pi,32.2,Soil_phr1/phl1_low+Pi
Glomerellales,Soil,phr1/phl1,low+Pi,96,Soil_phr1/phl1_low+Pi
Helotiales,Soil,phr1/phl1,low+Pi,115.2,Soil_phr1/phl1_low+Pi
Hypocreales,Soil,phr1/phl1,low+Pi,438.8,Soil_phr1/phl1_low+Pi
Pezizales,Soil,phr1/phl1,low+Pi,5.8,Soil_phr1/phl1_low+Pi
Pleosporales,Soil,phr1/phl1,low+Pi,119.8,Soil_phr1/phl1_low+Pi
Sordariales,Soil,phr1/phl1,low+Pi,82,Soil_phr1/phl1_low+Pi
Thelebolales,Soil,phr1/phl1,low+Pi,48.4,Soil_phr1/phl1_low+Pi
Xylariales,Soil,phr1/phl1,low+Pi,350.4,Soil_phr1/phl1_low+Pi
Agaricales,Soil,phr1/phl1,low+Pi,44.6,Soil_phr1/phl1_low+Pi
Cantharellales,Soil,phr1/phl1,low+Pi,9.8,Soil_phr1/phl1_low+Pi
Cystofilobasidiales,Soil,phr1/phl1,low+Pi,97.4,Soil_phr1/phl1_low+Pi
Filobasidiales,Soil,phr1/phl1,low+Pi,266.2,Soil_phr1/phl1_low+Pi
Platygloeales,Soil,phr1/phl1,low+Pi,11.4,Soil_phr1/phl1_low+Pi
Mortierellales,Soil,phr1/phl1,low+Pi,1023.4,Soil_phr1/phl1_low+Pi
Fungi_unclassified,Soil,phr1/phl1,low+Pi,22.4,Soil_phr1/phl1_low+Pi
Other,Soil,phr1/phl1,low+Pi,117.8,Soil_phr1/phl1_low+Pi
Ascomycota_unclassified,Root,phr1/phl1,low+Pi,41.5,Root_phr1/phl1_low+Pi
Branch06,Root,phr1/phl1,low+Pi,15.75,Root_phr1/phl1_low+Pi
Capnodiales,Root,phr1/phl1,low+Pi,6.25,Root_phr1/phl1_low+Pi
Chaetothyriales,Root,phr1/phl1,low+Pi,10.25,Root_phr1/phl1_low+Pi
Glomerellales,Root,phr1/phl1,low+Pi,61.25,Root_phr1/phl1_low+Pi
Helotiales,Root,phr1/phl1,low+Pi,105.75,Root_phr1/phl1_low+Pi
Hypocreales,Root,phr1/phl1,low+Pi,352,Root_phr1/phl1_low+Pi
Pezizales,Root,phr1/phl1,low+Pi,97.25,Root_phr1/phl1_low+Pi
Pleosporales,Root,phr1/phl1,low+Pi,289.75,Root_phr1/phl1_low+Pi
Sordariales,Root,phr1/phl1,low+Pi,78.5,Root_phr1/phl1_low+Pi
Thelebolales,Root,phr1/phl1,low+Pi,28.5,Root_phr1/phl1_low+Pi
Xylariales,Root,phr1/phl1,low+Pi,26.5,Root_phr1/phl1_low+Pi
Agaricales,Root,phr1/phl1,low+Pi,45.75,Root_phr1/phl1_low+Pi
Cantharellales,Root,phr1/phl1,low+Pi,5.75,Root_phr1/phl1_low+Pi
Cystofilobasidiales,Root,phr1/phl1,low+Pi,80.25,Root_phr1/phl1_low+Pi
Filobasidiales,Root,phr1/phl1,low+Pi,185.5,Root_phr1/phl1_low+Pi
Platygloeales,Root,phr1/phl1,low+Pi,5,Root_phr1/phl1_low+Pi
Mortierellales,Root,phr1/phl1,low+Pi,1389.25,Root_phr1/phl1_low+Pi
Fungi_unclassified,Root,phr1/phl1,low+Pi,47,Root_phr1/phl1_low+Pi
Other,Root,phr1/phl1,low+Pi,128.25,Root_phr1/phl1_low+Pi
Ascomycota_unclassified,Shoot,phr1/phl1,low+Pi,8.33333333333333,Shoot_phr1/phl1_low+Pi
Branch06,Shoot,phr1/phl1,low+Pi,0.333333333333333,Shoot_phr1/phl1_low+Pi
Capnodiales,Shoot,phr1/phl1,low+Pi,202.666666666667,Shoot_phr1/phl1_low+Pi
Chaetothyriales,Shoot,phr1/phl1,low+Pi,1,Shoot_phr1/phl1_low+Pi
Glomerellales,Shoot,phr1/phl1,low+Pi,1381.33333333333,Shoot_phr1/phl1_low+Pi
Helotiales,Shoot,phr1/phl1,low+Pi,57.3333333333333,Shoot_phr1/phl1_low+Pi
Hypocreales,Shoot,phr1/phl1,low+Pi,930,Shoot_phr1/phl1_low+Pi
Pezizales,Shoot,phr1/phl1,low+Pi,0,Shoot_phr1/phl1_low+Pi
Pleosporales,Shoot,phr1/phl1,low+Pi,95.3333333333333,Shoot_phr1/phl1_low+Pi
Sordariales,Shoot,phr1/phl1,low+Pi,3,Shoot_phr1/phl1_low+Pi
Thelebolales,Shoot,phr1/phl1,low+Pi,0,Shoot_phr1/phl1_low+Pi
Xylariales,Shoot,phr1/phl1,low+Pi,29.6666666666667,Shoot_phr1/phl1_low+Pi
Agaricales,Shoot,phr1/phl1,low+Pi,0,Shoot_phr1/phl1_low+Pi
Cantharellales,Shoot,phr1/phl1,low+Pi,0.666666666666667,Shoot_phr1/phl1_low+Pi
Cystofilobasidiales,Shoot,phr1/phl1,low+Pi,2.33333333333333,Shoot_phr1/phl1_low+Pi
Filobasidiales,Shoot,phr1/phl1,low+Pi,2.33333333333333,Shoot_phr1/phl1_low+Pi
Platygloeales,Shoot,phr1/phl1,low+Pi,0,Shoot_phr1/phl1_low+Pi
Mortierellales,Shoot,phr1/phl1,low+Pi,278.333333333333,Shoot_phr1/phl1_low+Pi
Fungi_unclassified,Shoot,phr1/phl1,low+Pi,2.66666666666667,Shoot_phr1/phl1_low+Pi
Other,Shoot,phr1/phl1,low+Pi,4.66666666666667,Shoot_phr1/phl1_low+Pi
