DADA2_Header,Plate,Well,Row,Column,Sample,Soil,Genotype,Plot,Fraction,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,MDS1,MDS2,MDS3
Plate1F9,Plate1,F9,F,9,L30,medium-6,phr1/phl1,Plot17,Shoot,medium,Pot30,12950,9.46885106712768,0.392518002182576,0.125400002897772,0.202543393569528,-0.384315429998229,0.495333863507116,-1.69123747881883
Plate2G7,Plate2,G7,G,7,L30,medium-6,phr1/phl1,Plot17,Shoot,medium,Pot30,62073,11.0360663907675,-0.696704678882795,-0.431739008145618,-0.60723033464803,1.59912021339014,0.277094285314604,0.156219644901678
Plate2D6,Plate2,D6,D,6,L31,medium-1,phf1,Plot2,Shoot,medium,Pot31,39459,10.5830174371369,-0.927104480927617,0.876472057140816,0.474655647539537,0.0233911238758044,-1.08945206871805,1.16932706173467
Plate1D8,Plate1,D8,D,8,L32,medium-2,phf1,Plot5,Shoot,medium,Pot32,11355,9.33741345453966,-0.0626689343300737,0.216032878296956,1.13622750415702,-0.0332720289130212,0.22525211981515,-0.702565108800386
Plate2G1,Plate2,G1,G,1,L33,medium-3,phf1,Plot8,Shoot,medium,Pot33,131396,11.785970943169,0.17797686114426,-0.7282751620551,1.5199549469829,0.145321410667747,0.908071041817819,0.744952800880532
Plate2C12,Plate2,C12,C,12,L34,medium-4,phf1,Plot11,Shoot,medium,Pot34,259860,12.4678983034367,3.20402057468511e-16,2.37286835823472e-17,1.55460433902255e-16,7.23203475865179e-17,2.62077684387522e-16,-3.12480177601206e-16
Plate2B4,Plate2,B4,B,4,L35,medium-5,phf1,Plot14,Shoot,medium,Pot35,365789,12.8098119434097,0.937204637980103,-1.25514396993713,1.09055934683043,-1.00727739165023,1.15180809390398,0.281401529144661
Plate2A3,Plate2,A3,A,3,L36,medium-6,phf1,Plot17,Shoot,medium,Pot36,95180,11.4635251146751,1.18887379545254,1.07192785796631,0.964154494176178,-1.9298695122721,-0.875136185220031,0.756352800596813
Plate1H8,Plate1,H8,H,8,L37,high-1,Col-0,Plot3,Shoot,high,Pot37,15442,9.64484634886876,-0.998977191486783,-0.40757453523167,-0.847403882641964,-0.123708392916405,-0.196942977004415,-0.382789400294227
Plate1A7,Plate1,A7,A,7,L38,high-2,Col-0,Plot6,Shoot,high,Pot38,13951,9.54330646926811,-1.11918687503725,-0.555499888290644,-0.803720963651486,0.387498182891749,-0.819410302488409,-0.643694286126774
Plate1E2,Plate1,E2,E,2,L39,high-3,Col-0,Plot9,Shoot,high,Pot39,20952,9.94998938618755,-1.05129772221042,-0.149892186616504,-0.541303551617421,-0.05413340479612,-0.0375095613939697,0.495697616366297
Plate1G4,Plate1,G4,G,4,L40,high-4,Col-0,Plot12,Shoot,high,Pot40,61612,11.0286119357443,-0.932956192747486,-0.604428898613038,-0.427253569894257,-0.250028293908136,0.653648218139897,-0.382139911150885
Plate2G8,Plate2,G8,G,8,L41,high-5,Col-0,Plot15,Shoot,high,Pot41,24013,10.0863506293483,-0.877581617408116,-0.68035005539183,-1.23338823440963,1.22252253080509,0.0928102584787741,0.517201151863477
Plate2F6,Plate2,F6,F,6,L43,high-1,phr1/phl1,Plot3,Shoot,high,Pot43,74653,11.2206059897017,0.609923159467092,0.824652462107204,-0.938898303463775,0.606182255419824,-0.165355419248292,0.563747689922273
Plate1E8,Plate1,E8,E,8,L44,high-2,phr1/phl1,Plot6,Shoot,high,Pot44,44589,10.705242470817,1.42919547525624,0.149797040981018,-0.452423515817479,-0.228561241599769,1.40751628966602,0.731049898750475
Plate2A2,Plate2,A2,A,2,L45,high-3,phr1/phl1,Plot9,Shoot,high,Pot45,236595,12.3741050975897,1.94010933205183,1.02284136459634,-0.510798379319097,-0.460236018695004,-0.680452621388146,1.19453523946464
Plate1H4,Plate1,H4,H,4,L46,high-4,phr1/phl1,Plot12,Shoot,high,Pot46,88903,11.3953011667144,1.68346356292735,0.718333487360476,-1.27852644159347,-0.265497340383343,-0.278452868546959,0.615795940066668
Plate2E11,Plate2,E11,E,11,L48,high-6,phr1/phl1,Plot18,Shoot,high,Pot48,75852,11.2365393522603,0.83550579284338,0.00290292071533358,-0.672629958379309,0.0876194219765677,0.21086066658697,0.643829394569555
Plate1F10,Plate1,F10,F,10,L49,high-1,phf1,Plot3,Shoot,high,Pot49,19643,9.88547631973428,0.389054032019691,-0.417077926875534,1.78630218610574,-0.482473862503419,0.362298396252707,-0.180958289628044
Plate1E12,Plate1,E12,E,12,L50,high-2,phf1,Plot6,Shoot,high,Pot50,12535,9.43628001059239,-0.310008600218985,0.405702847309628,1.25614447946896,-0.15893694129198,-0.588105987177615,-0.0873556126237007
Plate1E5,Plate1,E5,E,5,L51,high-3,phf1,Plot9,Shoot,high,Pot51,8053,8.99379997179554,-0.88881160984141,-0.872949177979837,1.05210193093652,0.514369423491124,0.717962182782115,-1.69023285583093
Plate2C9,Plate2,C9,C,9,L52,high-4,phf1,Plot12,Shoot,high,Pot52,175126,12.07326099383,-0.750507370179867,-0.113904588747438,1.70578001148772,0.51552563429148,-0.375195349592938,-0.233656028915783
Plate1D12,Plate1,D12,D,12,L53,high-5,phf1,Plot15,Shoot,high,Pot53,43523,10.6810448129775,0.877581617408116,0.680350055391831,1.23338823440963,-1.22252253080509,-0.0928102584787741,-0.517201151863477
