Plate1C3,Plate1C9,Plate3E3,Plate1B2,Plate2G3,Plate1D2,Plate1A2,Plate2F11,Plate1H1,Plate1G3,Plate1G5,Plate1B8,Plate2A4,Plate1B9,Plate3A2,Plate1A1,Plate1G12,Plate1G1,Plate1C12,Plate1H7,Plate3A3,Plate1A4,Plate2B1,Plate1B6,Plate1E10,Plate1E4,Plate1D11,Plate2D2,Plate1E3,Plate1C2,Plate1A9,Plate2A1,Plate2H1,Plate1D6,Plate1G11,Plate2C11,Plate1C4,Plate1B1,Plate1B4,Plate2B7,Plate2C1,Plate1A8,Plate1C10,Plate3E2,Plate1C11,Plate2D10,Plate2D8,Plate1D5,Plate1B12,Plate2C4,Plate2C2,Plate1B3,Plate1D3,Plate2E12,Plate1F3,Plate2E7,Plate2F7,Plate1E6,Plate2F10,Plate2H6,Plate2G12,Plate3C1,Plate2B5,Plate2A10,Plate1H3,Plate2H5
Plate3A3,0.637,0.84,0.866666666666667,0.573,0.863,0.912,0.967666666666667,0.867333333333333,0.909333333333333,0.576,0.867,0.840666666666667,0.838666666666667,0.848,0.463333333333333,0.896666666666667,0.859666666666667,0.918,0.845666666666667,0.604,0,0.755666666666667,0.876,0.91,0.817,0.926333333333333,0.908,0.729333333333333,0.817,0.776333333333333,0.913,0.966,0.937333333333333,0.947,0.751333333333333,0.923333333333333,0.877666666666667,0.841333333333333,0.619666666666667,0.826666666666667,0.76,0.962,0.816666666666667,0.883666666666667,0.849,0.830333333333333,0.95,0.891333333333333,0.742333333333333,0.629666666666667,0.695666666666667,0.914666666666667,0.953,0.681333333333333,0.759333333333333,0.809666666666667,0.838666666666667,0.941666666666667,0.881666666666667,0.887333333333333,0.792333333333333,0.840666666666667,0.828,0.850666666666667,0.809333333333333,0.855666666666667
Plate1A4,0.753,0.715333333333333,0.72,0.802,0.584666666666667,0.759333333333333,0.954333333333333,0.703333333333333,0.861333333333333,0.810333333333333,0.763666666666667,0.628,0.609666666666667,0.793,0.833666666666667,0.817666666666667,0.782333333333333,0.774333333333333,0.728333333333333,0.59,0.755666666666667,0,0.832333333333333,0.712666666666667,0.637666666666667,0.848333333333333,0.841,0.805,0.583666666666667,0.626666666666667,0.699,0.960666666666667,0.903666666666667,0.919666666666667,0.704333333333333,0.86,0.614666666666667,0.812666666666667,0.593,0.735333333333333,0.696333333333333,0.885666666666667,0.659666666666667,0.667333333333333,0.708,0.591666666666667,0.958333333333333,0.573666666666667,0.586666666666667,0.767333333333333,0.689,0.708333333333333,0.898,0.556666666666667,0.735666666666667,0.744,0.595333333333333,0.743,0.618666666666667,0.64,0.631666666666667,0.617333333333333,0.778,0.763666666666667,0.677666666666667,0.832666666666667
Plate2B1,0.887666666666667,0.686333333333333,0.694333333333333,0.929666666666667,0.567666666666667,0.618333333333333,0.972666666666667,0.593666666666667,0.862666666666667,0.919,0.859,0.849,0.844,0.775333333333333,0.874,0.886,0.663666666666667,0.699666666666667,0.822666666666667,0.797666666666667,0.876,0.832333333333333,0,0.661333333333333,0.868,0.906666666666667,0.928333333333333,0.858333333333333,0.818333333333333,0.797,0.882333333333333,0.962,0.951333333333333,0.953333333333333,0.700666666666667,0.794,0.646333333333333,0.893666666666667,0.765,0.744,0.665333333333333,0.845,0.685,0.903333333333333,0.869666666666667,0.827,0.888666666666667,0.743,0.763666666666667,0.766666666666667,0.747666666666667,0.731333333333333,0.895333333333333,0.801333333333333,0.787666666666667,0.864666666666667,0.851,0.853,0.871,0.861,0.676333333333333,0.864333333333333,0.758333333333333,0.890666666666667,0.635666666666667,0.624666666666667
Plate1B6,0.846666666666667,0.632,0.522,0.918333333333333,0.506,0.654666666666667,0.936,0.693666666666667,0.833666666666667,0.932,0.841,0.830666666666667,0.804,0.723666666666667,0.863333333333333,0.829,0.431,0.568666666666667,0.786333333333333,0.781666666666667,0.91,0.712666666666667,0.661333333333333,0,0.83,0.910666666666667,0.939,0.838333333333333,0.797,0.714,0.871333333333333,0.956666666666667,0.943333333333333,0.858333333333333,0.534333333333333,0.768,0.461,0.862,0.752666666666667,0.614333333333333,0.646333333333333,0.76,0.581,0.857666666666667,0.837,0.800333333333333,0.859333333333333,0.677333333333333,0.526666666666667,0.725333333333333,0.507666666666667,0.816333333333333,0.881666666666667,0.761,0.716333333333333,0.79,0.807666666666667,0.821666666666667,0.828666666666667,0.824333333333333,0.676333333333333,0.826,0.741666666666667,0.830333333333333,0.499333333333333,0.55
Plate1E10,0.792666666666667,0.783333333333333,0.840333333333333,0.860666666666667,0.655,0.833,0.966666666666667,0.890333333333333,0.866666666666667,0.766666666666667,0.777,0.606,0.643666666666667,0.829333333333333,0.817333333333333,0.913666666666667,0.79,0.825666666666667,0.798666666666667,0.672333333333333,0.817,0.637666666666667,0.868,0.83,0,0.840333333333333,0.801666666666667,0.778333333333333,0.451666666666667,0.514,0.634666666666667,0.948666666666667,0.954,0.926,0.828,0.887666666666667,0.720666666666667,0.869,0.666666666666667,0.839666666666667,0.809,0.963666666666667,0.733666666666667,0.499,0.652666666666667,0.468,0.965666666666667,0.471333333333333,0.738333333333333,0.790666666666667,0.709666666666667,0.724,0.968,0.472666666666667,0.820666666666667,0.822333333333333,0.448666666666667,0.649333333333333,0.483,0.447,0.529666666666667,0.302666666666667,0.796,0.841333333333333,0.686333333333333,0.838333333333333
Plate1E4,0.947666666666667,0.880666666666667,0.875,0.949666666666667,0.849666666666667,0.871666666666667,0.969333333333333,0.925,0.893666666666667,0.872333333333333,0.872,0.849666666666667,0.853333333333333,0.961333333333333,0.939666666666667,0.960666666666667,0.859666666666667,0.862666666666667,0.937,0.858666666666667,0.926333333333333,0.848333333333333,0.906666666666667,0.910666666666667,0.840333333333333,0,0.762666666666667,0.947,0.849333333333333,0.855,0.868,0.949333333333333,0.973666666666667,0.941666666666667,0.910666666666667,0.932333333333333,0.860333333333333,0.952333333333333,0.864666666666667,0.958,0.906,0.957,0.887333333333333,0.85,0.868666666666667,0.841333333333333,0.979,0.843666666666667,0.902,0.933666666666667,0.879333333333333,0.876666666666667,0.978,0.837666666666667,0.935333333333333,0.936333333333333,0.841666666666667,0.899,0.853,0.839,0.854,0.837666666666667,0.898333333333333,0.954333333333333,0.863666666666667,0.908333333333333
Plate1D11,0.943666666666667,0.875,0.863333333333333,0.959333333333333,0.836666666666667,0.872666666666667,0.986333333333333,0.924666666666667,0.890666666666667,0.857666666666667,0.852,0.823666666666667,0.841,0.959666666666667,0.929666666666667,0.968666666666667,0.849333333333333,0.868,0.941333333333333,0.835333333333333,0.908,0.841,0.928333333333333,0.939,0.801666666666667,0.762666666666667,0,0.946666666666667,0.795,0.820333333333333,0.85,0.978,0.983666666666667,0.972333333333333,0.920666666666667,0.925,0.841,0.955666666666667,0.839666666666667,0.962666666666667,0.901,0.976666666666667,0.893666666666667,0.822666666666667,0.840333333333333,0.813,0.966666666666667,0.827333333333333,0.895,0.937333333333333,0.863666666666667,0.861666666666667,0.978333333333333,0.81,0.925,0.962333333333333,0.807,0.887666666666667,0.810666666666667,0.799666666666667,0.821333333333333,0.788333333333333,0.919333333333333,0.962333333333333,0.819666666666667,0.89
Plate2D2,0.697666666666667,0.851333333333333,0.869666666666667,0.814333333333333,0.763333333333333,0.869666666666667,0.969,0.886,0.944666666666667,0.83,0.871,0.858333333333333,0.667666666666667,0.693333333333333,0.724,0.88,0.885666666666667,0.910333333333333,0.667666666666667,0.528,0.729333333333333,0.805,0.858333333333333,0.838333333333333,0.778333333333333,0.947,0.946666666666667,0,0.814333333333333,0.708666666666667,0.918666666666667,0.967333333333333,0.930333333333333,0.931,0.778,0.920666666666667,0.860666666666667,0.805666666666667,0.502,0.665666666666667,0.783333333333333,0.958,0.594,0.896666666666667,0.796666666666667,0.875666666666667,0.957,0.795,0.711,0.686,0.626,0.934,0.943,0.659333333333333,0.787,0.674666666666667,0.865333333333333,0.805333333333333,0.872333333333333,0.897,0.775,0.807333333333333,0.686,0.676333333333333,0.761666666666667,0.871666666666667
Plate1E3,0.788,0.746666666666667,0.768333333333333,0.888333333333333,0.659,0.812,0.970333333333333,0.777333333333333,0.869,0.769666666666667,0.691333333333333,0.555333333333333,0.541333333333333,0.814333333333333,0.795333333333333,0.891,0.740666666666667,0.789333333333333,0.797666666666667,0.666333333333333,0.817,0.583666666666667,0.818333333333333,0.797,0.451666666666667,0.849333333333333,0.795,0.814333333333333,0,0.570666666666667,0.551,0.964333333333333,0.951,0.941333333333333,0.73,0.824333333333333,0.615666666666667,0.856,0.623666666666667,0.815,0.762333333333333,0.937666666666667,0.720333333333333,0.408666666666667,0.739333333333333,0.357,0.951333333333333,0.556666666666667,0.724666666666667,0.790666666666667,0.699,0.661333333333333,0.913666666666667,0.344333333333333,0.793333333333333,0.803666666666667,0.335666666666667,0.621,0.361333333333333,0.455,0.502,0.417333333333333,0.820666666666667,0.83,0.671,0.786666666666667
Plate1C2,0.734,0.774333333333333,0.786,0.796666666666667,0.573,0.746666666666667,0.981666666666667,0.829,0.854,0.694333333333333,0.784333333333333,0.688666666666667,0.639666666666667,0.819,0.755666666666667,0.902333333333333,0.711666666666667,0.742333333333333,0.829,0.598,0.776333333333333,0.626666666666667,0.797,0.714,0.514,0.855,0.820333333333333,0.708666666666667,0.570666666666667,0,0.665333333333333,0.968666666666667,0.978333333333333,0.954666666666667,0.781333333333333,0.855333333333333,0.643333333333333,0.895,0.633,0.840333333333333,0.715666666666667,0.931333333333333,0.676333333333333,0.602666666666667,0.711666666666667,0.597,0.937,0.439,0.766666666666667,0.759333333333333,0.625333333333333,0.686666666666667,0.930666666666667,0.457,0.803,0.842333333333333,0.576333333333333,0.683333333333333,0.582333333333333,0.578333333333333,0.505333333333333,0.527,0.804,0.850333333333333,0.629333333333333,0.772666666666667
Plate1A9,0.927333333333333,0.825,0.782666666666667,0.927,0.733333333333333,0.847666666666667,0.980666666666667,0.88,0.892333333333333,0.827666666666667,0.815,0.675333333333333,0.718333333333333,0.933333333333333,0.926,0.94,0.820666666666667,0.803666666666667,0.9,0.801,0.913,0.699,0.882333333333333,0.871333333333333,0.634666666666667,0.868,0.85,0.918666666666667,0.551,0.665333333333333,0,0.968333333333333,0.976333333333333,0.939666666666667,0.89,0.887333333333333,0.743333333333333,0.934,0.795333333333333,0.909333333333333,0.878333333333333,0.83,0.774666666666667,0.538666666666667,0.801,0.520666666666667,0.965666666666667,0.652333333333333,0.870333333333333,0.914,0.837333333333333,0.653,0.941666666666667,0.545666666666667,0.902333333333333,0.917,0.486333333333333,0.682666666666667,0.485666666666667,0.541333333333333,0.624333333333333,0.593,0.907,0.936,0.776333333333333,0.875333333333333
Plate2A1,0.959,0.964,0.974666666666667,0.952666666666667,0.960666666666667,0.965333333333333,0.979,0.968333333333333,0.974666666666667,0.978,0.968333333333333,0.973333333333333,0.970666666666667,0.96,0.961,0.967,0.963333333333333,0.975666666666667,0.963666666666667,0.966333333333333,0.966,0.960666666666667,0.962,0.956666666666667,0.948666666666667,0.949333333333333,0.978,0.967333333333333,0.964333333333333,0.968666666666667,0.968333333333333,0,0.633666666666667,0.928333333333333,0.922666666666667,0.975,0.971333333333333,0.942,0.955666666666667,0.97,0.965,0.972,0.964,0.959333333333333,0.954666666666667,0.961666666666667,0.987,0.952333333333333,0.962,0.952,0.965,0.974333333333333,0.980666666666667,0.961,0.966666666666667,0.948,0.952,0.980666666666667,0.973,0.957,0.970666666666667,0.944,0.945666666666667,0.968333333333333,0.974333333333333,0.972
Plate2H1,0.906666666666667,0.940333333333333,0.956333333333333,0.954333333333333,0.953333333333333,0.975666666666667,0.941333333333333,0.931333333333333,0.977666666666667,0.983666666666667,0.960666666666667,0.943333333333333,0.947333333333333,0.915,0.935333333333333,0.935,0.961666666666667,0.973,0.932,0.918333333333333,0.937333333333333,0.903666666666667,0.951333333333333,0.943333333333333,0.954,0.973666666666667,0.983666666666667,0.930333333333333,0.951,0.978333333333333,0.976333333333333,0.633666666666667,0,0.951333333333333,0.874333333333333,0.986333333333333,0.953666666666667,0.856666666666667,0.936666666666667,0.936333333333333,0.943666666666667,0.978,0.935333333333333,0.979333333333333,0.947333333333333,0.939333333333333,0.992,0.968666666666667,0.91,0.890333333333333,0.924333333333333,0.980666666666667,0.967,0.935333333333333,0.937,0.917,0.949666666666667,0.986,0.981333333333333,0.971,0.975666666666667,0.962666666666667,0.934,0.931333333333333,0.975,0.974666666666667
Plate1D6,0.935666666666667,0.944666666666667,0.952333333333333,0.950666666666667,0.939,0.938,0.951,0.932,0.965333333333333,0.960333333333333,0.939333333333333,0.942333333333333,0.952333333333333,0.951333333333333,0.950666666666667,0.912333333333333,0.945333333333333,0.946,0.937333333333333,0.931,0.947,0.919666666666667,0.953333333333333,0.858333333333333,0.926,0.941666666666667,0.972333333333333,0.931,0.941333333333333,0.954666666666667,0.939666666666667,0.928333333333333,0.951333333333333,0,0.922666666666667,0.959333333333333,0.931,0.929333333333333,0.941666666666667,0.928333333333333,0.950666666666667,0.940666666666667,0.911666666666667,0.961333333333333,0.935666666666667,0.947333333333333,0.988333333333333,0.927666666666667,0.931333333333333,0.920333333333333,0.929333333333333,0.959666666666667,0.964333333333333,0.937333333333333,0.936333333333333,0.922333333333333,0.936666666666667,0.966,0.955666666666667,0.943,0.95,0.928333333333333,0.939,0.941333333333333,0.953,0.958666666666667
Plate1G11,0.709333333333333,0.685,0.624,0.818333333333333,0.624333333333333,0.774666666666667,0.955333333333333,0.593666666666667,0.88,0.855333333333333,0.725666666666667,0.871333333333333,0.759333333333333,0.759,0.748666666666667,0.795666666666667,0.453333333333333,0.622666666666667,0.774,0.657,0.751333333333333,0.704333333333333,0.700666666666667,0.534333333333333,0.828,0.910666666666667,0.920666666666667,0.778,0.73,0.781333333333333,0.89,0.922666666666667,0.874333333333333,0.922666666666667,0,0.776,0.53,0.825666666666667,0.617,0.61,0.613666666666667,0.829333333333333,0.673666666666667,0.888,0.805666666666667,0.847333333333333,0.896333333333333,0.826666666666667,0.510333333333333,0.631666666666667,0.490333333333333,0.882666666666667,0.89,0.728666666666667,0.642666666666667,0.774666666666667,0.781,0.857333333333333,0.856333333333333,0.868666666666667,0.653333333333333,0.817,0.800666666666667,0.826,0.530333333333333,0.546333333333333
Plate2C11,0.920333333333333,0.761,0.849,0.956,0.777,0.734,0.990333333333333,0.812666666666667,0.787,0.935,0.825666666666667,0.804333333333333,0.824,0.774666666666667,0.939666666666667,0.950666666666667,0.726333333333333,0.890666666666667,0.924333333333333,0.891333333333333,0.923333333333333,0.86,0.794,0.768,0.887666666666667,0.932333333333333,0.925,0.920666666666667,0.824333333333333,0.855333333333333,0.887333333333333,0.975,0.986333333333333,0.959333333333333,0.776,0,0.780333333333333,0.958666666666667,0.893,0.871666666666667,0.747666666666667,0.911,0.832333333333333,0.896,0.900333333333333,0.887666666666667,0.799666666666667,0.795,0.932,0.948333333333333,0.906666666666667,0.783333333333333,0.914,0.881666666666667,0.774333333333333,0.944666666666667,0.855666666666667,0.895,0.873333333333333,0.885,0.776,0.880333333333333,0.796,0.962333333333333,0.861666666666667,0.863666666666667
Plate1C4,0.828666666666667,0.692333333333333,0.405,0.909,0.447333333333333,0.692,0.968,0.563666666666667,0.868333333333333,0.831333333333333,0.721,0.697,0.668,0.832333333333333,0.868666666666667,0.878,0.446666666666667,0.461,0.807666666666667,0.728333333333333,0.877666666666667,0.614666666666667,0.646333333333333,0.461,0.720666666666667,0.860333333333333,0.841,0.860666666666667,0.615666666666667,0.643333333333333,0.743333333333333,0.971333333333333,0.953666666666667,0.931,0.53,0.780333333333333,0,0.882666666666667,0.667333333333333,0.655,0.717333333333333,0.809666666666667,0.542666666666667,0.764,0.778,0.706333333333333,0.960333333333333,0.531333333333333,0.522666666666667,0.748333333333333,0.448333333333333,0.64,0.890333333333333,0.668666666666667,0.848333333333333,0.84,0.673333333333333,0.805666666666667,0.704333333333333,0.721666666666667,0.598,0.716333333333333,0.853,0.875333333333333,0.356,0.400666666666667
Plate1B1,0.805,0.821,0.907,0.912,0.863666666666667,0.889333333333333,0.960666666666667,0.893333333333333,0.942,0.952666666666667,0.884666666666667,0.895,0.846,0.812666666666667,0.838333333333333,0.904666666666667,0.913,0.928333333333333,0.823333333333333,0.806666666666667,0.841333333333333,0.812666666666667,0.893666666666667,0.862,0.869,0.952333333333333,0.955666666666667,0.805666666666667,0.856,0.895,0.934,0.942,0.856666666666667,0.929333333333333,0.825666666666667,0.958666666666667,0.882666666666667,0,0.805333333333333,0.835666666666667,0.845666666666667,0.962333333333333,0.839,0.948,0.855333333333333,0.882,0.959666666666667,0.889,0.777333333333333,0.775333333333333,0.827666666666667,0.95,0.943333333333333,0.82,0.798666666666667,0.825,0.872,0.921666666666667,0.918666666666667,0.912,0.916666666666667,0.875,0.832,0.833,0.879666666666667,0.918333333333333
Plate1B4,0.647333333333333,0.661666666666667,0.709666666666667,0.743,0.606666666666667,0.790666666666667,0.961,0.745,0.864333333333333,0.708,0.761,0.715,0.553,0.736,0.605666666666667,0.820333333333333,0.656666666666667,0.752666666666667,0.716333333333333,0.353333333333333,0.619666666666667,0.593,0.765,0.752666666666667,0.666666666666667,0.864666666666667,0.839666666666667,0.502,0.623666666666667,0.633,0.795333333333333,0.955666666666667,0.936666666666667,0.941666666666667,0.617,0.893,0.667333333333333,0.805333333333333,0,0.615666666666667,0.616,0.876666666666667,0.525,0.761333333333333,0.745333333333333,0.673,0.933333333333333,0.722333333333333,0.541,0.603666666666667,0.536666666666667,0.794,0.925333333333333,0.508,0.716333333333333,0.645333333333333,0.692333333333333,0.801666666666667,0.735666666666667,0.749,0.577333333333333,0.674333333333333,0.782666666666667,0.738,0.599,0.743
Plate2B7,0.773333333333333,0.702333333333333,0.692333333333333,0.891666666666667,0.614666666666667,0.744666666666667,0.970333333333333,0.745666666666667,0.951,0.942333333333333,0.871666666666667,0.780666666666667,0.795333333333333,0.662666666666667,0.782,0.852,0.694,0.735,0.562666666666667,0.671,0.826666666666667,0.735333333333333,0.744,0.614333333333333,0.839666666666667,0.958,0.962666666666667,0.665666666666667,0.815,0.840333333333333,0.909333333333333,0.97,0.936333333333333,0.928333333333333,0.61,0.871666666666667,0.655,0.835666666666667,0.615666666666667,0,0.761333333333333,0.835666666666667,0.468,0.943666666666667,0.802,0.869333333333333,0.952,0.749666666666667,0.512666666666667,0.653,0.542333333333333,0.866,0.907666666666667,0.762,0.759666666666667,0.441,0.862333333333333,0.576333333333333,0.918,0.918333333333333,0.815333333333333,0.849333333333333,0.502666666666667,0.572333333333333,0.699,0.74
Plate2C1,0.758,0.449333333333333,0.730333333333333,0.747333333333333,0.632666666666667,0.726666666666667,0.965333333333333,0.636666666666667,0.474,0.821,0.808333333333333,0.848,0.808,0.413,0.762666666666667,0.747,0.527333333333333,0.753666666666667,0.803333333333333,0.668,0.76,0.696333333333333,0.665333333333333,0.646333333333333,0.809,0.906,0.901,0.783333333333333,0.762333333333333,0.715666666666667,0.878333333333333,0.965,0.943666666666667,0.950666666666667,0.613666666666667,0.747666666666667,0.717333333333333,0.845666666666667,0.616,0.761333333333333,0,0.854666666666667,0.695,0.867,0.842,0.819333333333333,0.532333333333333,0.801333333333333,0.696333333333333,0.661,0.651666666666667,0.845333333333333,0.89,0.691,0.36,0.832,0.819333333333333,0.834666666666667,0.843,0.847,0.599,0.805,0.707333333333333,0.847,0.657333333333333,0.715
Plate1A8,0.960333333333333,0.860333333333333,0.821,0.96,0.811,0.861,0.956666666666667,0.82,0.978666666666667,0.977,0.933333333333333,0.938333333333333,0.947333333333333,0.938333333333333,0.959333333333333,0.883,0.84,0.84,0.906333333333333,0.904333333333333,0.962,0.885666666666667,0.845,0.76,0.963666666666667,0.957,0.976666666666667,0.958,0.937666666666667,0.931333333333333,0.83,0.972,0.978,0.940666666666667,0.829333333333333,0.911,0.809666666666667,0.962333333333333,0.876666666666667,0.835666666666667,0.854666666666667,0,0.769333333333333,0.965666666666667,0.940666666666667,0.96,0.976666666666667,0.889333333333333,0.852666666666667,0.850333333333333,0.861333333333333,0.909666666666667,0.922333333333333,0.92,0.937333333333333,0.918666666666667,0.959666666666667,0.958666666666667,0.964666666666667,0.958333333333333,0.854333333333333,0.952,0.971,0.955333333333333,0.835666666666667,0.840333333333333
Plate1C10,0.817333333333333,0.660666666666667,0.603,0.902333333333333,0.450333333333333,0.705333333333333,0.961,0.678,0.902,0.868333333333333,0.787333333333333,0.734,0.603333333333333,0.669333333333333,0.828333333333333,0.861666666666667,0.648666666666667,0.647333333333333,0.652,0.567333333333333,0.816666666666667,0.659666666666667,0.685,0.581,0.733666666666667,0.887333333333333,0.893666666666667,0.594,0.720333333333333,0.676333333333333,0.774666666666667,0.964,0.935333333333333,0.911666666666667,0.673666666666667,0.832333333333333,0.542666666666667,0.839,0.525,0.468,0.695,0.769333333333333,0,0.84,0.723666666666667,0.748666666666667,0.952,0.621333333333333,0.577333333333333,0.697,0.565333333333333,0.754333333333333,0.870666666666667,0.655333333333333,0.794,0.614,0.771333333333333,0.665333333333333,0.803666666666667,0.788333333333333,0.673333333333333,0.763333333333333,0.674333333333333,0.651666666666667,0.581666666666667,0.679333333333333
Plate3E2,0.913333333333333,0.84,0.837333333333333,0.897666666666667,0.721666666666667,0.888666666666667,0.981,0.907666666666667,0.865333333333333,0.780666666666667,0.821666666666667,0.629666666666667,0.667,0.965666666666667,0.901,0.936,0.802,0.830666666666667,0.925666666666667,0.790666666666667,0.883666666666667,0.667333333333333,0.903333333333333,0.857666666666667,0.499,0.85,0.822666666666667,0.896666666666667,0.408666666666667,0.602666666666667,0.538666666666667,0.959333333333333,0.979333333333333,0.961333333333333,0.888,0.896,0.764,0.948,0.761333333333333,0.943666666666667,0.867,0.965666666666667,0.84,0,0.789,0.359,0.971666666666667,0.601666666666667,0.863666666666667,0.899333333333333,0.807,0.667666666666667,0.975,0.437,0.888666666666667,0.921666666666667,0.33,0.695666666666667,0.320333333333333,0.419,0.536666666666667,0.429666666666667,0.895333333333333,0.948666666666667,0.762666666666667,0.869
Plate1C11,0.82,0.791666666666667,0.833666666666667,0.918,0.670333333333333,0.832666666666667,0.965,0.882333333333333,0.889333333333333,0.85,0.810666666666667,0.696,0.743,0.782666666666667,0.851666666666667,0.942,0.730333333333333,0.846,0.676666666666667,0.735,0.849,0.708,0.869666666666667,0.837,0.652666666666667,0.868666666666667,0.840333333333333,0.796666666666667,0.739333333333333,0.711666666666667,0.801,0.954666666666667,0.947333333333333,0.935666666666667,0.805666666666667,0.900333333333333,0.778,0.855333333333333,0.745333333333333,0.802,0.842,0.940666666666667,0.723666666666667,0.789,0,0.733666666666667,0.957333333333333,0.649,0.748,0.736,0.738,0.846333333333333,0.948333333333333,0.717,0.802,0.791666666666667,0.744,0.771333333333333,0.785666666666667,0.754666666666667,0.771333333333333,0.69,0.75,0.817333333333333,0.745,0.869333333333333
Plate2D10,0.873333333333333,0.737666666666667,0.780666666666667,0.894333333333333,0.657,0.848666666666667,0.967333333333333,0.856666666666667,0.864,0.795666666666667,0.783333333333333,0.565666666666667,0.568,0.841666666666667,0.841666666666667,0.938,0.797,0.802,0.811,0.660666666666667,0.830333333333333,0.591666666666667,0.827,0.800333333333333,0.468,0.841333333333333,0.813,0.875666666666667,0.357,0.597,0.520666666666667,0.961666666666667,0.939333333333333,0.947333333333333,0.847333333333333,0.887666666666667,0.706333333333333,0.882,0.673,0.869333333333333,0.819333333333333,0.96,0.748666666666667,0.359,0.733666666666667,0,0.970666666666667,0.548,0.812,0.858666666666667,0.751333333333333,0.659333333333333,0.947333333333333,0.338,0.853,0.817,0.272666666666667,0.659,0.328333333333333,0.334666666666667,0.523666666666667,0.399333333333333,0.824666666666667,0.857333333333333,0.719666666666667,0.871666666666667
Plate2D8,0.959333333333333,0.695333333333333,0.952666666666667,0.970666666666667,0.875666666666667,0.905666666666667,0.990666666666667,0.951333333333333,0.257666666666667,0.978,0.954333333333333,0.970333333333333,0.966,0.458333333333333,0.958333333333333,0.965333333333333,0.763,0.97,0.954333333333333,0.954666666666667,0.95,0.958333333333333,0.888666666666667,0.859333333333333,0.965666666666667,0.979,0.966666666666667,0.957,0.951333333333333,0.937,0.965666666666667,0.987,0.992,0.988333333333333,0.896333333333333,0.799666666666667,0.960333333333333,0.959666666666667,0.933333333333333,0.952,0.532333333333333,0.976666666666667,0.952,0.971666666666667,0.957333333333333,0.970666666666667,0,0.952333333333333,0.957,0.956,0.943333333333333,0.971,0.969333333333333,0.954666666666667,0.500333333333333,0.967,0.944333333333333,0.924333333333333,0.964333333333333,0.970666666666667,0.867666666666667,0.965,0.833333333333333,0.968,0.946,0.949333333333333
Plate1D5,0.853333333333333,0.784,0.747,0.921,0.450666666666667,0.664333333333333,0.97,0.740333333333333,0.864666666666667,0.811666666666667,0.788333333333333,0.599,0.623666666666667,0.808333333333333,0.876666666666667,0.918,0.733666666666667,0.716666666666667,0.796666666666667,0.709666666666667,0.891333333333333,0.573666666666667,0.743,0.677333333333333,0.471333333333333,0.843666666666667,0.827333333333333,0.795,0.556666666666667,0.439,0.652333333333333,0.952333333333333,0.968666666666667,0.927666666666667,0.826666666666667,0.795,0.531333333333333,0.889,0.722333333333333,0.749666666666667,0.801333333333333,0.889333333333333,0.621333333333333,0.601666666666667,0.649,0.548,0.952333333333333,0,0.782666666666667,0.866333333333333,0.728666666666667,0.588333333333333,0.905333333333333,0.544666666666667,0.835333333333333,0.806,0.541,0.679666666666667,0.576666666666667,0.549333333333333,0.577333333333333,0.498333333333333,0.79,0.828666666666667,0.605333333333333,0.76
Plate1B12,0.703333333333333,0.668,0.553333333333333,0.893666666666667,0.617,0.806666666666667,0.966666666666667,0.729,0.889,0.865,0.795333333333333,0.777,0.717333333333333,0.715333333333333,0.737,0.837333333333333,0.503333333333333,0.607333333333333,0.644666666666667,0.540666666666667,0.742333333333333,0.586666666666667,0.763666666666667,0.526666666666667,0.738333333333333,0.902,0.895,0.711,0.724666666666667,0.766666666666667,0.870333333333333,0.962,0.91,0.931333333333333,0.510333333333333,0.932,0.522666666666667,0.777333333333333,0.541,0.512666666666667,0.696333333333333,0.852666666666667,0.577333333333333,0.863666666666667,0.748,0.812,0.957,0.782666666666667,0,0.575,0.384666666666667,0.899666666666667,0.924,0.665333333333333,0.726333333333333,0.666666666666667,0.773,0.819333333333333,0.839333333333333,0.837666666666667,0.745,0.778333333333333,0.765666666666667,0.661666666666667,0.489,0.556666666666667
Plate2C4,0.597,0.668333333333333,0.768,0.697,0.722333333333333,0.834333333333333,0.951,0.752666666666667,0.931666666666667,0.752333333333333,0.847333333333333,0.787333333333333,0.812333333333333,0.791,0.61,0.811,0.755333333333333,0.787333333333333,0.633666666666667,0.605,0.629666666666667,0.767333333333333,0.766666666666667,0.725333333333333,0.790666666666667,0.933666666666667,0.937333333333333,0.686,0.790666666666667,0.759333333333333,0.914,0.952,0.890333333333333,0.920333333333333,0.631666666666667,0.948333333333333,0.748333333333333,0.775333333333333,0.603666666666667,0.653,0.661,0.850333333333333,0.697,0.899333333333333,0.736,0.858666666666667,0.956,0.866333333333333,0.575,0,0.544666666666667,0.942,0.922666666666667,0.65,0.739666666666667,0.750333333333333,0.819333333333333,0.901333333333333,0.886333333333333,0.886,0.709666666666667,0.797666666666667,0.791666666666667,0.791333333333333,0.696333333333333,0.745
