ASV_Id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	Kingdom	Phylum	Class	Order	Family	Genus
ASV1025	6.94181480307815	6.29196889967249	1.69067013066773	3.72158281236533	0.000197977916592477	0.00128309864662204	Root-Soil	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
ASV1025	6.94181480307815	5.72853798595348	1.69839748132132	3.3729077256384	0.000743788742706092	0.00415286397804136	Shoot-Soil	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
ASV1026	6.40438373581355	-0.95668816787773	0.850577039984305	-1.12475193063686	0.26069416915144	0.45118124506599	Root-Shoot	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV1026	6.40438373581355	-1.75298131283506	1.26029399603633	-1.39093046412048	0.164246513807843	0.331046228173085	Shoot-Soil	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV1026	6.40438373581355	-2.70966948071279	1.25597018099083	-2.15743137991951	0.030972068407545	0.0961916484317486	Root-Soil	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV1027	7.13902044830525	2.2231578747529	0.736103982135271	3.02016824892595	0.00252634303241044	0.0120394802810581	Root-Shoot	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV1027	7.13902044830525	1.77695679238039	1.09269266750289	1.62621828189004	0.103903228393279	0.240034620860135	Root-Soil	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV1027	7.13902044830525	-0.446201082372512	1.10397489551021	-0.404176837885698	0.686082684866902	0.818629507536524	Shoot-Soil	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV1028	7.40274156134387	-1.13449490402931	1.67033613905527	-0.679201555604831	NA	NA	Root-Shoot	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1028	7.40274156134387	8.0395806898045	2.52896031121192	3.17900627153449	NA	NA	Shoot-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1028	7.40274156134387	6.90508578577519	2.51975771557045	2.74037687953341	NA	NA	Root-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1029	5.20063261364789	0.920426344009053	1.39950016094246	0.657682199471285	0.510742362849008	0.683164919292052	Root-Shoot	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV1029	5.20063261364789	-3.65936859982793	2.06514942381439	-1.77196311202943	0.0764006807296691	0.191848530319471	Root-Soil	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV1029	5.20063261364789	-4.57979494383698	2.07762817658871	-2.20433809833896	0.0275005754991934	0.0876548955614363	Shoot-Soil	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV103	78.6822949469116	1.50372511115866	1.08752583415799	1.38270288753453	0.166755986167031	0.334218192536793	Shoot-Soil	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella
ASV103	78.6822949469116	4.08114525337522	0.72021779718537	5.66654318919144	1.45707117198794e-08	1.87509233968185e-07	Root-Shoot	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella
ASV103	78.6822949469116	5.58487036453388	1.08107098688608	5.16605332330723	2.3908860800559e-07	2.61349456131667e-06	Root-Soil	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella
ASV1030	8.32192361182666	-9.09575301331467	1.59728741094815	-5.69449990713658	1.2373405353816e-08	1.60434040738535e-07	Root-Shoot	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV1030	8.32192361182666	25.4306991002357	2.41044999192194	10.5501873863638	5.06958861157593e-26	3.2866238621462e-24	Shoot-Soil	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV1030	8.32192361182666	16.334946086921	2.41114441284598	6.7747688607503	1.24605308809891e-11	2.34714231433421e-10	Root-Soil	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV1032	6.37557174378692	-0.906545011345072	1.31319612679555	-0.690334819641307	0.48998365588332	0.667158866350979	Root-Shoot	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV1032	6.37557174378692	-4.99279665688611	1.9353678893949	-2.57976619548396	0.00988672273157112	0.0378293756187955	Root-Soil	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV1032	6.37557174378692	-4.08625164554104	1.94275468250563	-2.10332868186471	0.0354370479081515	0.106652580974373	Shoot-Soil	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV1033	7.21718775587139	5.84130924997272	2.16085555408918	2.70323911235931	0.00686673291130945	0.028103956144043	Root-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1033	7.21718775587139	4.9268552192252	2.17107101152839	2.26932016182961	0.0232488633306958	0.0763214277747809	Shoot-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1033	7.21718775587139	0.914454030747527	1.42148201399527	0.643310306950231	0.520022769684947	0.690903734944141	Root-Shoot	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1034	5.59866069539932	6.07010006264024	1.38667588011397	4.3774469215844	1.20077590765171e-05	0.000101289673126627	Root-Shoot	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1034	5.59866069539932	-1.03175943992623	2.08585054335661	-0.494646868737726	0.620849412125886	0.770493106211609	Shoot-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1034	5.59866069539932	5.03834062271401	2.06511647596959	2.4397367806329	0.0146979669817623	0.0524139768823562	Root-Soil	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
ASV1035	5.50364026342895	-2.35232928464535	1.71928071892025	-1.36820547032172	0.171247769801074	0.340539205994849	Root-Shoot	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV1035	5.50364026342895	-5.36785740441732	2.54824820935463	-2.10648922844796	0.0351618778000115	0.105979133439333	Root-Soil	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV1035	5.50364026342895	-3.01552811977196	2.55641421208758	-1.1795929257135	0.238162157922159	0.426285036266993	Shoot-Soil	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV1038	6.15093838297198	22.9991249430298	2.65805073637437	8.6526282693915	5.03267423908567e-18	1.80755421799635e-16	Root-Soil	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV1038	6.15093838297198	3.70135657841763	1.76629521284132	2.09554810062781	0.0361222972583397	0.108272358284084	Root-Shoot	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV1038	6.15093838297198	19.2977683646122	2.67541915835644	7.21298877760418	5.47369275540351e-13	1.21079023439269e-11	Shoot-Soil	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV1039	5.23117988788628	6.82695705372291	2.09128716975669	3.26447613338401	0.00109666701894925	0.00582703279965407	Root-Soil	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV1039	5.23117988788628	2.39479157492198	2.11091286968534	1.13448148870254	0.256592634306293	0.446562071933803	Shoot-Soil	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
