baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	Id	Facet	Specific
115.960896559675	1.06473769643309	0.30583794638903	3.48137864841248	0.000498839761403754	0.00226140691836368	TissueRoot.PhosphateIntLow	Sequence_1	Phosphate Interaction	Root
19.3508474370933	-1.04115893967741	0.951409262729168	-1.09433340673055	0.273808778814499	0.443309451413951	TissueRoot.PhosphateIntLow	Sequence_10	Phosphate Interaction	Root
10.6269379039509	0.831916067089082	0.747537083447305	1.11287598369389	0.265761695914561	0.440775495663174	TissueRoot.PhosphateIntLow	Sequence_11	Phosphate Interaction	Root
132.789153067923	-1.04969934132755	0.499786097369276	-2.10029720084822	0.0357027053587505	0.0991047398009111	TissueRoot.PhosphateIntLow	Sequence_12	Phosphate Interaction	Root
22.9126166449404	1.27702039571049	0.824827278805384	1.54822764538052	0.121567497644539	0.285054822063057	TissueRoot.PhosphateIntLow	Sequence_13	Phosphate Interaction	Root
0.149596880529704	-0.0712474872687269	7.27479655182092	-0.00979374292617066	0.992185848645783	NA	TissueRoot.PhosphateIntLow	Sequence_14	Phosphate Interaction	Root
16.241999148699	1.19928880529542	0.663827451252992	1.80662731411865	0.0708204077422431	0.178362508387872	TissueRoot.PhosphateIntLow	Sequence_15	Phosphate Interaction	Root
111.781054334957	2.95021954817045	0.294443699035148	10.0196389253291	1.24958618619167e-23	8.49718606610333e-22	TissueRoot.PhosphateIntLow	Sequence_16	Phosphate Interaction	Root
0.338352042350966	0.623863798892145	1.56741515060046	0.398020778766333	0.690614869194472	NA	TissueRoot.PhosphateIntLow	Sequence_17	Phosphate Interaction	Root
0.162798248746073	1.62657396139468	2.82088352969579	0.576618617632217	0.564197119574958	NA	TissueRoot.PhosphateIntLow	Sequence_18	Phosphate Interaction	Root
185.067448109705	0.558447215586009	0.399176310930444	1.39899888919841	0.161813316166282	0.344184888369585	TissueRoot.PhosphateIntLow	Sequence_19	Phosphate Interaction	Root
267.032293629163	-0.766143479309924	0.378052587424286	-2.02655266699732	0.0427081813917248	0.111698320562973	TissueRoot.PhosphateIntLow	Sequence_20	Phosphate Interaction	Root
0.0135958619810799	-0.0700147524862678	7.27572471709918	-0.00962306233518173	0.992322025636295	NA	TissueRoot.PhosphateIntLow	Sequence_21	Phosphate Interaction	Root
2.68478891077407	-0.883458097318823	0.778846277499619	-1.13431638930733	0.2566618567997	0.440775495663174	TissueRoot.PhosphateIntLow	Sequence_23	Phosphate Interaction	Root
0.020983883949911	0.200193090236262	7.27560504345372	0.0275156621395202	0.978048447996228	NA	TissueRoot.PhosphateIntLow	Sequence_24	Phosphate Interaction	Root
0.173798823238789	0.0570492896978811	2.61719429015871	0.0217978810027213	0.98260918450137	NA	TissueRoot.PhosphateIntLow	Sequence_26	Phosphate Interaction	Root
0.0312884346507627	0.661532286454	7.27430271317171	0.0909409894719053	0.927539480226142	NA	TissueRoot.PhosphateIntLow	Sequence_27	Phosphate Interaction	Root
0.0649764678016717	-0.0646241340665307	7.27469262182349	-0.00888341781928538	0.992912151298016	NA	TissueRoot.PhosphateIntLow	Sequence_28	Phosphate Interaction	Root
75.8716963185851	0.073998781444615	0.467168883586038	0.158398352382959	0.874142911997796	0.961391395976696	TissueRoot.PhosphateIntLow	Sequence_3	Phosphate Interaction	Root
72.2667426409097	1.52395333753696	0.3278085288941	4.64891301845682	3.33688884957793e-06	3.24154916816141e-05	TissueRoot.PhosphateIntLow	Sequence_30	Phosphate Interaction	Root
1.98933491635062	0.154780738121995	0.996476739630004	0.155327999105595	0.876562743390517	0.961391395976696	TissueRoot.PhosphateIntLow	Sequence_31	Phosphate Interaction	Root
26.7944581000896	1.2854822653612	0.401728623147647	3.19987720887079	0.0013748614806388	0.0051939211490799	TissueRoot.PhosphateIntLow	Sequence_32	Phosphate Interaction	Root
0.19379904571879	0.0147017922024704	2.12619327913886	0.00691460759786845	0.994482985316751	NA	TissueRoot.PhosphateIntLow	Sequence_33	Phosphate Interaction	Root
73.5439915826438	-1.14813244971773	0.333815776926684	-3.43941937163113	0.000582963405323913	0.00247759447262663	TissueRoot.PhosphateIntLow	Sequence_34	Phosphate Interaction	Root
20.8277227524409	-0.034798056020286	0.630003322499719	-0.055234718258651	0.955951469972337	0.994109663309053	TissueRoot.PhosphateIntLow	Sequence_35	Phosphate Interaction	Root
13.0540315560864	0.423653066388617	0.664351752992153	0.637693909108449	0.523672951220086	0.684803090057036	TissueRoot.PhosphateIntLow	Sequence_36	Phosphate Interaction	Root
2.83029709439659	0.0465159598629475	1.8201670743636	0.0255558736986885	0.979611582250522	0.994109663309053	TissueRoot.PhosphateIntLow	Sequence_37	Phosphate Interaction	Root
1291.62366111435	0.0656078693571006	0.198319872537893	0.330818432452173	0.740781637022692	0.868502608923156	TissueRoot.PhosphateIntLow	Sequence_39	Phosphate Interaction	Root
366.312849993475	-1.2936123977675	0.366736080320379	-3.52736604655154	0.000419716074908831	0.00203862093527146	TissueRoot.PhosphateIntLow	Sequence_4	Phosphate Interaction	Root
59.6798756154242	0.43880223136372	0.390292977941797	1.12428933176747	0.260890302667256	0.440775495663174	TissueRoot.PhosphateIntLow	Sequence_40	Phosphate Interaction	Root
146.092912384014	-0.239451963113957	0.22245025029362	-1.07642928159395	0.281735312572011	0.445534912904576	TissueRoot.PhosphateIntLow	Sequence_42	Phosphate Interaction	Root
0.146250753082432	-0.0753633306820834	2.82457557378006	-0.0266812937779627	0.978713933223724	NA	TissueRoot.PhosphateIntLow	Sequence_43	Phosphate Interaction	Root
