Id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV120	89.4771297299259	-0.810880489295501	0.62313114068507	-1.30129989716774	0.193155822426927	0.314647143857877	Root-Soil	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV121	35.7762173308816	-0.985290340505661	2.15120348828134	-0.458018195802034	0.646939368733788	0.75292261002806	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens
ASV121	35.7762173308816	-4.06494944160442	2.09551436473561	-1.93983372770498	0.0523999002684499	0.119921919406318	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens
ASV121	35.7762173308816	-3.07965910109876	2.15295345704026	-1.43043459254919	0.152592325810934	0.267457507212104	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens
ASV122	33.7523159620661	-1.9406492892354	0.805605467399239	-2.40893261995907	0.0159992514997352	0.0461048853076877	Shoot-Soil	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV122	33.7523159620661	-1.81388209741219	0.783917743351857	-2.31386789340478	0.0206749697563073	0.0574741686432129	Root-Soil	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV122	33.7523159620661	0.12676719182321	0.808500602851009	0.156792946568243	0.875408031918864	0.924829673554816	Root-Shoot	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV124	231.472881901924	3.5258551712133	0.496940395911865	7.09512690097071	1.2923284608806e-12	4.72161434100303e-11	Root-Soil	Fungi	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified
ASV124	231.472881901924	0.418518504417859	0.509332684370953	0.821699681289346	0.411247840619382	0.547794975200037	Root-Shoot	Fungi	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified
ASV124	231.472881901924	3.10733666679544	0.511069066997882	6.0800718874428	1.20128677698438e-09	2.56024244344797e-08	Shoot-Soil	Fungi	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified	Fungi_unclassified
ASV125	143.009458006472	-6.54788081761458	0.584219351362101	-11.2079149763668	3.72873457020834e-29	5.4492792361759e-27	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochiaceae_unclassified	Microdochiaceae_unclassified
ASV125	143.009458006472	-3.91743893298575	0.569740947918507	-6.87582478896371	6.16322141175852e-12	1.97030484507155e-10	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochiaceae_unclassified	Microdochiaceae_unclassified
ASV125	143.009458006472	2.63044188462883	0.565547742069001	4.6511402821725	3.30104674376368e-06	3.34353546422796e-05	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochiaceae_unclassified	Microdochiaceae_unclassified
ASV126	45.6336635851161	-0.0389309991984782	0.996869286825359	-0.0390532637658627	0.968847922630405	0.98302149484518	Shoot-Soil	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_unclassified
ASV126	45.6336635851161	-3.94752570614464	1.00781491948545	-3.91691532822325	8.96892324285811e-05	0.000552723402255653	Root-Shoot	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_unclassified
ASV126	45.6336635851161	-3.98645670534312	0.980749437997955	-4.06470455234809	4.80933443552114e-05	0.000325824445532326	Root-Soil	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_unclassified
ASV127	47.9083899399383	11.0321197690585	2.87953754753252	3.83121233425552	0.000127513400045734	0.00073698422738297	Shoot-Soil	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_angusta
ASV127	47.9083899399383	-2.1246518218467	2.80524043375106	-0.757386709632478	0.448818216105133	0.581763717976117	Root-Soil	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_angusta
ASV127	47.9083899399383	-13.1567715909052	2.87544789435612	-4.57555555665923	4.74957900045906e-06	4.49890677543483e-05	Root-Shoot	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_angusta
ASV128	37.5579987911078	-3.67426567124883	1.43117507325099	-2.56730692136954	0.0102491849855366	0.032063964037321	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_culmorum
ASV128	37.5579987911078	0.103460627747116	1.46585143180153	0.0705805687415151	0.943731575735763	0.968342429265483	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_culmorum
ASV128	37.5579987911078	-3.77772629899595	1.46989376238368	-2.57006757608777	0.0101678678729367	0.0319071436626202	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_culmorum
ASV129	18.7058950238011	-3.1919668692646	1.25831733708411	-2.53669465975993	0.0111904509822498	0.0341726309099747	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_unclassified
ASV129	18.7058950238011	-5.03382407850438	1.22062918572157	-4.12395847763435	3.72416059277113e-05	0.000262745950786542	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_unclassified
ASV129	18.7058950238011	-1.84185720923978	1.24563193787754	-1.47865284538077	0.139233121167706	0.250766695342541	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_unclassified
ASV13	2952.12186390321	3.3844304998073	0.591581170113302	5.72099091517585	1.05904560814366e-08	1.90070817040521e-07	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium_sp
ASV13	2952.12186390321	-3.90100581164149	0.591459071458898	-6.59556341239172	4.23643909791995e-11	1.14049399925582e-09	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium_sp
ASV13	2952.12186390321	-0.516575311834186	0.576022334767958	-0.896797364710312	0.369827054440433	0.505561586527237	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium_sp
ASV131	33.9279957373266	1.22102988492476	1.161620121157	1.05114388317291	NA	NA	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_venenatum
ASV131	33.9279957373266	-0.940081972749826	1.16136921080769	-0.809460044231784	NA	NA	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_venenatum
ASV131	33.9279957373266	0.28094791217493	1.13053680704069	0.248508416908905	NA	NA	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_venenatum
ASV133	35.8950304496036	1.77207494630332	0.718357448994487	2.4668428632344	0.0136310160807799	0.0404189259438779	Shoot-Soil	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV133	35.8950304496036	1.98461098266326	0.69837664666588	2.84174877859676	0.00448668311545229	0.0164511714233251	Root-Soil	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV133	35.8950304496036	0.212536036359942	0.717862149060438	0.296068035678042	0.767178124065304	0.847541275290287	Root-Shoot	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV135	52.3880997349424	-0.380616505419239	0.50601814608367	-0.752179557917088	0.4519430851675	0.584250569664951	Shoot-Soil	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV135	52.3880997349424	-2.77085895119569	0.500507078703575	-5.53610342209911	3.09274984878685e-08	5.1030372504983e-07	Root-Soil	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV135	52.3880997349424	-2.39024244577645	0.514923145231701	-4.64194019614502	3.45152770282554e-06	3.41773712131253e-05	Root-Shoot	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia_sp
ASV137	52.9150071208027	-4.56770586039766	0.917796035068006	-4.97682021480862	6.46373058229593e-07	7.42965886032442e-06	Root-Soil	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_verrucispermus
ASV137	52.9150071208027	-3.27391294958647	0.94321975364102	-3.47099701522207	0.00051852976322382	0.00255026897970177	Root-Shoot	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_verrucispermus
ASV137	52.9150071208027	-1.29379291081118	0.934205286854689	-1.38491285482569	0.166079115839052	0.283637621875375	Shoot-Soil	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_verrucispermus
ASV138	154.244520397686	-5.22808347398456	1.06848273652238	-4.89299760799181	NA	NA	Root-Shoot	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV138	154.244520397686	1.11536520908363	1.0584421924059	1.05377999581473	NA	NA	Shoot-Soil	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV138	154.244520397686	-4.11271826490093	1.04042682821735	-3.95291447063856	NA	NA	Root-Soil	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_unclassified	Platygloeales_unclassified	Platygloeales_unclassified
ASV139	74.2000169213452	1.75891747425668	1.68560524605154	1.04349311820005	NA	NA	Shoot-Soil	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_unclassified
ASV139	74.2000169213452	-8.36915646869775	1.65410469014284	-5.05962924751457	NA	NA	Root-Soil	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_unclassified
ASV139	74.2000169213452	-10.1280739429544	1.69814788727389	-5.964188407179	NA	NA	Root-Shoot	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_unclassified
