Gene,pvalue,padj,Significance,Cluster,PSR_Regulon
AT1G73760,0.860558114889212,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73770,0.861774996962515,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73790,0.979355140936022,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73810,0.73618606806589,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73820,0.816613879146833,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73840,0.951987366070832,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73850,0.760622742815082,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73860,0.437337894197892,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73875,0.969735139534146,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73880,0.369679354326317,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73910,0.741576850537079,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73920,0.836909347851031,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73930,0.918123767091424,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73940,0.245290216115705,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73950,0.733355927533598,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73960,0.919660067358569,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73970,0.697737030287249,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73980,0.551364040183457,0.999995666799147,NoSignificant,NoSignificant,No
AT1G73990,0.926049758670325,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74000,0.510261193576051,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74010,0.593106418768014,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74020,0.363930817775237,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74040,0.906990654245305,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74050,0.485423096375582,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74060,0.728542495846287,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74070,0.87740388103292,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74080,0.74439516536525,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74088,0.885053448593241,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74090,0.181265351164959,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74100,0.433397506092034,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74120,0.704269752233775,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74150,0.724989695277382,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74160,0.717693846874882,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74170,0.144218403372334,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74180,0.742610034963353,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74200,0.595065430024268,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74230,0.694303103406991,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74240,0.641025918923121,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74260,0.701420624675727,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74270,0.918121400216563,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74280,0.839235614377673,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74300,0.880011572014059,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74310,0.965240037854308,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74320,0.514111604628291,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74330,0.124000579165229,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74340,0.464145337003146,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74360,0.46214364321807,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74370,0.880154904404738,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74380,0.575393220527782,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74390,0.674515885186483,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74410,0.847707120098589,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74440,0.931290909323794,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74450,0.572802831388854,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74458,0.985363187645238,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74460,0.682584823647597,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74470,0.38614026086503,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74490,0.725295764824298,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74500,0.731287371830289,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74510,0.422292084641998,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74520,0.345312699669156,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74530,0.352159832644079,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74540,0.787537636687952,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74550,0.911683349918394,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74560,0.218331976248137,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74580,0.447952894377663,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74600,0.805724434694465,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74630,0.671594814487942,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74640,0.956574645276687,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74660,0.93740468320796,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74680,0.553518245627932,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74690,0.681716778742768,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74700,0.998679481808896,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74720,0.581467013791199,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74730,0.930743542614176,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74740,0.976329173393862,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74750,0.968635712774102,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74770,0.320276106015435,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74780,0.485686406308913,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74790,0.879756128121068,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74800,0.868767733037662,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74840,0.213935972970807,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74850,0.71306152483906,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74860,0.588238160386427,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74880,0.946000017660649,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74900,0.828605305007927,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74920,0.906208665799481,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74930,0.407466249446831,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74950,0.248531109749973,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74960,0.840541473040754,0.999995666799147,NoSignificant,NoSignificant,No
AT1G74970,0.389752372925381,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75000,0.438036639589176,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75010,0.991880712225517,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75020,0.743253237650952,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75030,0.970796042449626,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75040,0.535441142462467,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75060,0.343291095462202,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75080,0.850846218046131,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75090,0.41888587215069,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75100,0.669428224532996,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75110,0.808866824865541,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75120,0.921698323348379,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75130,0.994565880553126,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75140,0.635688132424432,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75150,0.733172631607489,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75170,0.433586841874101,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75180,0.744175866694476,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75190,0.983012614111452,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75200,0.460989477554576,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75210,0.627203071040031,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75220,0.910282659483587,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75250,0.318613454733645,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75260,0.457619846890249,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75270,0.842051313580548,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75280,0.667518931741707,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75290,0.67311493032591,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75300,0.564409357419916,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75310,0.582546677890409,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75330,0.955278489503547,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75335,0.330688851397056,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75340,0.936660686036991,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75350,0.755401003549074,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75360,0.674733760795368,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75370,0.426261297106168,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75380,0.864736507968421,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75400,0.769614197125777,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75410,0.408137638142597,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75420,0.847069998359955,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75440,0.458518955535209,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75450,0.121195965166544,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75490,0.911960120065359,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75500,0.437021343444932,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75510,0.800640403353034,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75520,0.739828328670447,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75550,0.885579923919456,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75560,0.881473389040875,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75590,0.753719423245353,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75620,0.359703566026083,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75630,0.901451528495943,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75640,0.846401997206284,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75660,0.499439824391244,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75670,0.235825652460967,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75680,0.70139483803226,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75690,0.88510552857222,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75700,0.987492424136229,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75710,0.948170340526525,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75730,0.7371428211416,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75750,0.309676409090082,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75760,0.501808462814225,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75770,0.899951491862086,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75800,0.454138539499391,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75810,0.566761918679106,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75840,0.764107475466933,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75850,0.890938443801115,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75860,0.996550095936262,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75950,0.992283332741807,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75960,0.725073144884116,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75980,0.962467430735734,0.999995666799147,NoSignificant,NoSignificant,No
AT1G75990,0.314729432973525,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76020,0.0956390855466947,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76030,0.667385527492367,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76040,0.629142690962753,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76050,0.607397524954906,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76060,0.949621825359253,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76065,0.967635386052932,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76070,0.213718881282369,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76080,0.330186479188743,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76090,0.192725846306051,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76120,0.794357009230825,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76140,0.879960418466216,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76150,0.97584227132518,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76160,0.411129033785444,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76170,0.779521599155831,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76185,0.803338923785576,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76200,0.288065502564077,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76240,0.669055906791745,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76250,0.965345507134434,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76260,0.934480277102254,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76270,0.849215030729244,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76280,0.741469375144707,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76300,0.285162836306282,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76310,0.671940315469429,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76320,0.667448532535376,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76340,0.93581495269056,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76350,0.835219715882068,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76360,0.869175714236982,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76380,0.856892387408296,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76390,0.736200124821633,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76400,0.837818963394742,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76405,0.860574242378519,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76410,0.367969330924506,0.999995666799147,NoSignificant,NoSignificant,Yes
AT1G76440,0.886897209652687,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76450,0.662846422755468,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76460,0.157505219787836,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76490,0.954651071305779,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76510,0.747813371736483,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76540,0.758499068857291,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76550,0.711042477339262,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76560,0.986420744895442,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76570,0.863268769146935,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76580,0.644919686496282,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76590,0.382356027915076,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76600,0.12797488553724,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76630,0.732664106433574,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76650,0.431083638398847,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76660,0.367827365390788,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76670,0.659375323972024,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76680,0.487230890528147,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76700,0.319260846930915,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76705,0.686106149541874,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76710,0.642623109796662,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76720,0.345232196605059,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76730,0.614596717204197,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76740,0.355829489743424,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76760,0.454756183648265,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76780,0.451670031031711,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76790,0.165476620993197,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76800,0.13849175968929,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76810,0.838545304532676,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76820,0.688122720166875,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76850,0.639059825799569,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76860,0.756340933308601,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76880,0.357855893556978,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76890,0.498158041757543,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76900,0.365518433145458,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76920,0.56682314506933,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76930,0.234745564097058,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76940,0.966686620658026,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76950,0.908170619062775,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76952,0.783262251769858,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76970,0.99031792027667,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76980,0.4236922465718,0.999995666799147,NoSignificant,NoSignificant,No
AT1G76990,0.627771218032648,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77000,0.472289597338861,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77020,0.35203723348222,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77030,0.11724247284747,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77060,0.146840078335666,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77080,0.539887408615125,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77090,0.593896747219069,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77110,0.643700439294936,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77122,0.479575404666285,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77130,0.637783653417728,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77140,0.0978189063346326,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77145,0.713339356996558,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77170,0.794006184933732,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77180,0.913179934718936,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77210,0.301228219833953,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77220,0.923342650213524,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77230,0.924041303348985,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77250,0.761687554257442,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77260,0.169810416771733,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77270,0.874413217958555,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77280,0.497026378106657,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77290,0.974595500843877,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77300,0.550856675073125,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77310,0.729382605104522,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77320,0.200876000847077,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77330,0.737489218897975,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77350,0.573294225950415,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77360,0.963834639132286,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77370,0.850226882131101,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77405,0.731187291430004,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77410,0.740298646133878,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77420,0.95982872298852,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77440,0.801442498762169,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77460,0.21829498619086,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77470,0.533200250339647,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77480,0.660837908175531,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77490,0.918186049826342,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77500,0.426608261570051,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77520,0.531626019566297,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77530,0.743477913439074,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77540,0.429434259199059,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77550,0.630531742778805,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77570,0.743461141412304,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77580,0.313388446105709,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77590,0.75203011935525,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77610,0.17918379015206,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77620,0.728528024895131,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77630,0.257121100054078,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77640,0.569448017676779,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77660,0.0948271759680166,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77670,0.578204610867745,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77680,0.920468101150419,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77690,0.706220437052204,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77700,0.621060611316228,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77710,0.96451337161715,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77720,0.973386499163132,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77740,0.643403188549157,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77750,0.384885669511873,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77760,0.889948239767023,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77770,0.596074104750451,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77800,0.884197980813671,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77810,0.196098977274229,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77840,0.52391683202107,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77850,0.651129254171557,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77855,0.184963044528306,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77890,0.145541433045356,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77920,0.329571771873021,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77930,0.933913647548168,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77940,0.759543939505163,0.999995666799147,NoSignificant,NoSignificant,No
AT1G77990,0.474340450092862,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78000,0.577102336085445,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78010,0.369897246477014,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78020,0.123385646128644,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78040,0.143999267561866,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78050,0.7797038163548,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78070,0.161314805844817,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78080,0.396376692020454,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78090,0.641795609152646,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78100,0.665715545276385,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78110,0.868412705591125,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78130,0.441081109617177,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78140,0.665992333674487,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78150,0.482733123646276,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78180,0.818040382004248,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78190,0.958981259282208,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78200,0.947749834895867,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78210,0.707980877531024,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78240,0.667556231180859,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78270,0.49794081591417,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78280,0.430510073001241,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78290,0.849807336419816,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78300,0.789602411054111,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78310,0.848825950244394,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78320,0.346340854965391,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78340,0.291203954172007,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78360,0.268035350716704,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78380,0.288369637167214,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78420,0.391194037526634,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78430,0.674969860072516,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78460,0.435568152829204,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78510,0.661393897471558,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78540,0.937768605426323,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78550,0.968491918928107,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78560,0.970154965409275,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78570,0.392887154875062,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78590,0.894134042628969,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78600,0.638324398927965,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78610,0.490426893594042,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78620,0.731582477190822,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78630,0.290847667436051,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78650,0.10736961396553,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78660,0.110610515659679,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78670,0.989915787278743,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78680,0.121025695836778,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78690,0.660827653683777,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78700,0.997373796873827,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78730,0.972516815762338,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78770,0.613714992221055,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78780,0.916419696184831,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78790,0.923909345533788,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78800,0.848278463272841,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78810,0.95015959990648,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78815,0.824005924467312,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78850,0.546975059266776,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78860,0.267723645123649,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78870,0.273411719436881,0.999995666799147,NoSignificant,NoSignificant,No
AT1G78890,0.392076537488636,0.999995666799147,NoSignificant,NoSignificant,No
